[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1148 0x00014c07 0x00415807 7   9    CODE    utf8    $YZ^[Í@ blocks=Basic Latin,Latin-1 Supplement
1149 0x00014c15 0x00415815 5   6    CODE    ascii   UhVXA
1150 0x00014c4a 0x0041584a 4   5    CODE    ascii   ZYYd
1151 0x00014c50 0x00415850 4   5    CODE    ascii   h]XA
1152 0x00014cb4 0x004158b4 13  14   CODE    ascii   \fEStreamError
1153 0x00014d11 0x00415911 16  17   CODE    ascii   EFileStreamError
1154 0x00014d70 0x00415970 14  15   CODE    ascii   \rEFCreateError
1155 0x00014dcc 0x004159cc 15  16   CODE    ascii   \vEFOpenError$ZA
1156 0x00014e24 0x00415a24 15  16   CODE    ascii   \vEFilerError|ZA
1157 0x00014e7c 0x00415a7c 11  12   CODE    ascii   \nEReadError
1158 0x00014ed4 0x00415ad4 15  16   CODE    ascii   \vEWriteError,[A
1159 0x00014f2d 0x00415b2d 14  15   CODE    ascii   EClassNotFound
1160 0x00014f88 0x00415b88 11  12   CODE    ascii   \nEListError
1161 0x00014fe1 0x00415be1 16  17   CODE    ascii   EStringListError
1162 0x00015041 0x00415c41 15  16   CODE    ascii   EComponentError
1163 0x0001509d 0x00415c9d 15  16   CODE    ascii   EOutOfResources
1164 0x000150f9 0x00415cf9 17  18   CODE    ascii   EInvalidOperation
1165 0x00015169 0x00415d69 5   6    CODE    ascii   TList
1166 0x000151bc 0x00415dbc 12  13   CODE    ascii   \vTThreadList
1167 0x0001522e 0x00415e2e 12  13   CODE    ascii   \vTPersistent
1168 0x00015240 0x00415e40 13  14   CODE    ascii   \a\vTPersistent
1169 0x00015257 0x00415e57 8   9    CODE    ascii   \aClasses
1170 0x00015327 0x00415f27 24  25   CODE    ascii   TInterfacedPersistent@_A
1171 0x00015342 0x00415f42 21  22   CODE    ascii   TInterfacedPersistent
1172 0x00015361 0x00415f61 8   9    CODE    ascii   \aClasses
1173 0x00015372 0x00415f72 15  16   CODE    ascii   IStringsAdapter
1174 0x00015396 0x00415f96 8   9    CODE    ascii   \aClasses
1175 0x00015482 0x00416082 9   10   CODE    ascii   \bTStrings
1176 0x00015490 0x00416090 10  11   CODE    ascii   \a\bTStrings
1177 0x000154a4 0x004160a4 8   9    CODE    ascii   \aClasses
1178 0x000154b5 0x004160b5 13  14   CODE    ascii   \vTStringItem\b
1179 0x000155b8 0x004161b8 12  13   CODE    ascii   \vTStringList
1180 0x000155c8 0x004161c8 16  17   CODE    ascii   \a\vTStringList aA
1181 0x000155df 0x004161df 8   9    CODE    ascii   \aClasses
1182 0x00015654 0x00416254 8   9    CODE    ascii   \aTStream
1183 0x000156c4 0x004162c4 14  15   CODE    ascii   \rTHandleStream
1184 0x0001573c 0x0041633c 12  13   CODE    ascii   \vTFileStream
1185 0x000157b1 0x004163b1 19  20   CODE    ascii   TCustomMemoryStream
1186 0x00015830 0x00416430 14  15   CODE    ascii   \rTMemoryStream
1187 0x0001589d 0x0041649d 6   7    CODE    ascii   TFiler
1188 0x0001592a 0x0041652a 8   9    CODE    ascii   \aTReader
1189 0x0001593a 0x0041653a 15  17   CODE    utf8    TComponentNamẽ blocks=Basic Latin,Combining Diacritical Marks
1190 0x00015ae0 0x004166e0 11  12   CODE    ascii   \nTComponent
1191 0x00015af0 0x004166f0 15  16   CODE    ascii   \a\nTComponent<fA
1192 0x00015b06 0x00416706 8   9    CODE    ascii   \aClasses
1193 0x00015b2b 0x0041672b 5   6    CODE    ascii   Name(
1194 0x00015b56 0x00416756 15  16   CODE    ascii   TIdentMapEntry\b
1195 0x00015b7f 0x0041677f 4   6    CODE    utf8    ؋E\fP blocks=Arabic,Basic Latin
1196 0x00015b93 0x00416793 4   5    CODE    ascii   _^[]
1197 0x00015be8 0x004167e8 10  11   CODE    ascii   \tTRegGroup
1198 0x00015c40 0x00416840 11  12   CODE    ascii   \nTRegGroups
1199 0x00015c4f 0x0041684f 4   5    CODE    ascii   QSVW
1200 0x00015cc0 0x004168c0 6   8    CODE    utf8    _^[Y]Ë blocks=Basic Latin,Latin-1 Supplement
1201 0x00015d02 0x00416902 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
1202 0x00015d08 0x00416908 5   6    CODE    ascii   SVWUQ
1203 0x00015d1b 0x0041691b 6   8    CODE    utf8    |!F3ۋE blocks=Basic Latin,Arabic
1204 0x00015d38 0x00416938 5   6    CODE    ascii   u%CNu
1205 0x00015d61 0x00416961 8   10   CODE    utf8    Z]_^[ÐSV blocks=Basic Latin,Latin-1 Supplement
1206 0x00015d84 0x00416984 6   8    CODE    utf8    ^[ÐSVW blocks=Basic Latin,Latin-1 Supplement
1207 0x00015def 0x004169ef 4   6    CODE    utf8    uۋF\b blocks=Basic Latin,Arabic
1208 0x00015e26 0x00416a26 4   6    CODE    utf8    _^[Ë blocks=Basic Latin,Latin-1 Supplement
1209 0x00015e99 0x00416a99 5   7    CODE    utf8    _^[Í@ blocks=Basic Latin,Latin-1 Supplement
1210 0x00015ea0 0x00416aa0 4   5    CODE    ascii   SVWU
1211 0x00015ef6 0x00416af6 10  12   CODE    utf8    ]_^[ÐSVWUQ blocks=Basic Latin,Latin-1 Supplement
1212 0x00015f11 0x00416b11 4   5    CODE    ascii   |%C3
1213 0x00015f34 0x00416b34 4   6    CODE    utf8    FKuދ blocks=Basic Latin,Thaana
1214 0x00015f3a 0x00416b3a 6   8    CODE    utf8    Z]_^[Ã blocks=Basic Latin,Latin-1 Supplement
1215 0x00015f58 0x00416b58 4   5    CODE    ascii   SVWU
1216 0x00015fa1 0x00416ba1 5   7    CODE    utf8    ]_^[Ë blocks=Basic Latin,Latin-1 Supplement
1217 0x00015fdc 0x00416bdc 4   5    CODE    ascii   |)C3
1218 0x00016002 0x00416c02 4   5    CODE    ascii   #FKu
1219 0x00016009 0x00416c09 4   5    CODE    ascii   ZYYd
1220 0x0001600f 0x00416c0f 4   5    CODE    ascii   h&lA
1221 0x00016029 0x00416c29 8   10   CODE    utf8    _^[YY]Ë@ blocks=Basic Latin,Latin-1 Supplement
1222 0x00016042 0x00416c42 4   6    CODE    utf8    S3҉U blocks=Basic Latin,Cyrillic
1223 0x00016088 0x00416c88 4   5    CODE    ascii   ZYYd
1224 0x000160d8 0x00416cd8 4   5    CODE    ascii   ZYYd
1225 0x0001610e 0x00416d0e 5   6    CODE    ascii   Uh>mA
1226 0x00016128 0x00416d28 4   5    CODE    ascii   ZYYd
1227 0x0001612e 0x00416d2e 4   5    CODE    ascii   hEmA
1228 0x00016145 0x00416d45 5   7    CODE    utf8    []ÔmA blocks=Basic Latin,Latin-1 Supplement
1229 0x00016194 0x00416d94 10  11   CODE    ascii   \tTIntConst
1230 0x000161fd 0x00416dfd 5   7    CODE    utf8    _^[Í@ blocks=Basic Latin,Latin-1 Supplement
1231 0x00016207 0x00416e07 4   5    CODE    ascii   QSVW
1232 0x00016220 0x00416e20 5   6    CODE    ascii   UhnnA
1233 0x00016258 0x00416e58 4   5    CODE    ascii   ZYYd
1234 0x0001625e 0x00416e5e 4   5    CODE    ascii   hunA
1235 0x00016278 0x00416e78 6   8    CODE    utf8    _^[Y]Ë blocks=Basic Latin,Latin-1 Supplement
1236 0x00016283 0x00416e83 4   5    CODE    ascii   QSVW
1237 0x000162b8 0x00416eb8 5   6    CODE    ascii   _^[Y]
1238 0x000162fa 0x00416efa 6   7    CODE    ascii   _^[YY]
1239 0x0001633f 0x00416f3f 6   8    CODE    utf8    _^[ÐSV blocks=Basic Latin,Latin-1 Supplement
1240 0x0001636a 0x00416f6a 7   9    CODE    utf8    ؋s\b;s\fu blocks=Arabic,Basic Latin
1241 0x00016384 0x00416f84 4   7    CODE    utf8    t\v3ɋ blocks=Basic Latin,Latin Extended-B
1242 0x00016393 0x00416f93 5   7    CODE    utf8    _^[ÐS blocks=Basic Latin,Latin-1 Supplement
1243 0x000163ad 0x00416fad 5   7    CODE    utf8    [ÐSVW blocks=Basic Latin,Latin-1 Supplement
1244 0x000163bb 0x00416fbb 4   5    CODE    ascii   ;s\b|
1245 0x0001640c 0x0041700c 5   7    CODE    utf8    _^[ËE blocks=Basic Latin,Latin-1 Supplement
1246 0x00016446 0x00417046 6   8    CODE    utf8    YZ^[ÐU blocks=Basic Latin,Latin-1 Supplement
1247 0x00016473 0x00417073 4   6    CODE    utf8    Ρ\f]A blocks=Greek and Coptic,Basic Latin
1248 0x00016480 0x00417080 4   5    CODE    ascii   ZYYd
1249 0x0001649b 0x0041709b 4   5    CODE    ascii   ^[Y]
1250 0x000164aa 0x004170aa 4   5    CODE    ascii   ;s\b|
1251 0x00016501 0x00417101 6   7    CODE    ascii   A;H\b}\b
1252 0x0001650f 0x0041710f 4   5    CODE    ascii   ;H\bu
1253 0x00016535 0x00417135 4   5    CODE    ascii   ;s\b|
1254 0x00016567 0x00417167 4   7    CODE    utf8    t\v3ɋ blocks=Basic Latin,Latin Extended-B
1255 0x00016594 0x00417194 5   7    CODE    utf8    ^[ÐSV blocks=Basic Latin,Latin-1 Supplement
1256 0x0001659e 0x0041719e 5   6    CODE    ascii   ;s\b|\b
1257 0x000165ba 0x004171ba 4   5    CODE    ascii   ;s\ft
1258 0x000165cd 0x004171cd 5   7    CODE    utf8    s\f^[Ë blocks=Basic Latin,Latin-1 Supplement
1259 0x000165d4 0x004171d4 4   5    CODE    ascii   SVWU
1260 0x000165f7 0x004171f7 5   6    CODE    ascii   ;s\f~\t
1261 0x0001663d 0x0041723d 6   7    CODE    ascii   s\b]_^[
1262 0x00016696 0x00417296 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
1263 0x000166de 0x004172de 4   5    CODE    ascii   ZYYd
1264 0x00016713 0x00417313 5   7    CODE    utf8    YY]ÐU blocks=Basic Latin,Latin-1 Supplement
1265 0x00016780 0x00417380 4   5    CODE    ascii   ZYYd
1266 0x0001679b 0x0041739b 5   7    CODE    utf8    [Y]ÐS blocks=Basic Latin,Latin-1 Supplement
1267 0x000167a2 0x004173a2 4   6    CODE    utf8    ؍C\bP blocks=Arabic,Basic Latin
1268 0x000167e3 0x004173e3 4   5    CODE    ascii   ZYYd
1269 0x000167fe 0x004173fe 4   7    CODE    utf8    [Y]Ë blocks=Basic Latin,Latin-1 Supplement
1270 0x00016859 0x00417459 5   7    CODE    utf8    SV3ɉM blocks=Basic Latin,Latin Extended-B
1271 0x000168da 0x004174da 4   5    CODE    ascii   \rDeC
1272 0x000168f2 0x004174f2 4   5    CODE    ascii   ZYYd
1273 0x000168f8 0x004174f8 4   5    CODE    ascii   h\ruA
1274 0x00016935 0x00417535 6   8    CODE    utf8    SVW3ɉM blocks=Basic Latin,Latin Extended-B
1275 0x000169ad 0x004175ad 4   5    CODE    ascii   ZYYd
1276 0x00016a0f 0x0041760f 4   6    CODE    utf8    Ⱥ vA blocks=Latin Extended-B,Basic Latin
1277 0x00016afe 0x004176fe 4   5    CODE    ascii   ZYYd
1278 0x00016b19 0x00417719 5   7    CODE    utf8    [Y]Í@ blocks=Basic Latin,Latin-1 Supplement
1279 0x00016b50 0x00417750 4   5    CODE    ascii   SVWU
1280 0x00016b6e 0x0041776e 8   10   CODE    utf8    ]_^[ÐSVW blocks=Basic Latin,Latin-1 Supplement
1281 0x00016b91 0x00417791 5   7    CODE    utf8    _^[Í@ blocks=Basic Latin,Latin-1 Supplement
1282 0x00016b9e 0x0041779e 6   8    CODE    utf8    SVW3ɉM blocks=Basic Latin,Latin Extended-B
1283 0x00016bae 0x004177ae 5   6    CODE    ascii   Uh?xA
1284 0x00016bc4 0x004177c4 5   6    CODE    ascii   Uh"xA
1285 0x00016bdd 0x004177dd 6   8    CODE    utf8    |-F3ۍM blocks=Basic Latin,Arabic
1286 0x00016c06 0x00417806 5   6    CODE    ascii   W<CNu
1287 0x00016c0e 0x0041780e 4   5    CODE    ascii   ZYYd
1288 0x00016c14 0x00417814 4   5    CODE    ascii   h)xA
1289 0x00016c2b 0x0041782b 4   5    CODE    ascii   ZYYd
1290 0x00016c31 0x00417831 4   5    CODE    ascii   hFxA
1291 0x00016cbc 0x004178bc 4   5    CODE    ascii   ZYYd
1292 0x00016ce1 0x004178e1 5   7    CODE    utf8    ^[Y]Ë blocks=Basic Latin,Latin-1 Supplement
1293 0x00016cfb 0x004178fb 5   7    CODE    utf8    C\b[ÐU blocks=Basic Latin,Latin-1 Supplement
1294 0x00016d51 0x00417951 5   7    CODE    utf8    ^[]Í@ blocks=Basic Latin,Latin-1 Supplement
1295 0x00016d8d 0x0041798d 4   5    CODE    ascii   [YY]
1296 0x00016d9c 0x0041799c 7   8    CODE    ascii   Strings
1297 0x00016dab 0x004179ab 5   7    CODE    utf8    u\a3ҋ\b blocks=Basic Latin,Cyrillic
1298 0x00016db2 0x004179b2 4   6    CODE    utf8    Q0Í@ blocks=Basic Latin,Latin-1 Supplement
1299 0x00016dbe 0x004179be 6   8    CODE    utf8    SVW3ɉM blocks=Basic Latin,Latin Extended-B
1300 0x00016dd1 0x004179d1 5   6    CODE    ascii   UhMzA
1301 0x00016dfc 0x004179fc 6   8    CODE    utf8    |0F3ۍM blocks=Basic Latin,Arabic
1302 0x00016e28 0x00417a28 5   6    CODE    ascii   u\bCNu
1303 0x00016e34 0x00417a34 4   5    CODE    ascii   ZYYd
1304 0x00016e3a 0x00417a3a 4   5    CODE    ascii   hTzA
1305 0x00016e5c 0x00417a5c 4   7    CODE    utf8    ]Ë\vE blocks=Basic Latin,Latin-1 Supplement
1306 0x00016e96 0x00417a96 6   8    CODE    utf8    YZ^[ÐU blocks=Basic Latin,Latin-1 Supplement
1307 0x00016ed0 0x00417ad0 4   5    CODE    ascii   ZYYd
1308 0x00016eeb 0x00417aeb 7   9    CODE    utf8    _^[Y]Í@ blocks=Basic Latin,Latin-1 Supplement
1309 0x00016efa 0x00417afa 6   8    CODE    utf8    SVW3ۉ] blocks=Basic Latin,Arabic
1310 0x00016f96 0x00417b96 4   5    CODE    ascii   ZYYd
1311 0x00016fb3 0x00417bb3 4   5    CODE    ascii   ZYYd
1312 0x00016ff2 0x00417bf2 5   6    CODE    ascii   Uh-|A
1313 0x00017019 0x00417c19 4   5    CODE    ascii   ZYYd
1314 0x0001701f 0x00417c1f 4   5    CODE    ascii   h4|A
1315 0x00017036 0x00417c36 4   6    CODE    utf8    [Y]Ë blocks=Basic Latin,Latin-1 Supplement
1316 0x00017042 0x00417c42 6   8    CODE    utf8    SVW3ɉM blocks=Basic Latin,Latin Extended-B
1317 0x00017058 0x00417c58 5   6    CODE    ascii   UhG}A
1318 0x0001712e 0x00417d2e 4   5    CODE    ascii   ZYYd
1319 0x00017134 0x00417d34 4   5    CODE    ascii   hN}A
1320 0x0001716a 0x00417d6a 6   8    CODE    utf8    SVW3ɉM blocks=Basic Latin,Latin Extended-B
1321 0x000171c8 0x00417dc8 4   5    CODE    ascii   ZYYd
1322 0x000171f6 0x00417df6 5   7    CODE    utf8    SV3ɉM blocks=Basic Latin,Latin Extended-B
1323 0x00017292 0x00417e92 4   5    CODE    ascii   ZYYd
1324 0x000172c1 0x00417ec1 6   8    CODE    utf8    ]ÐSVWU blocks=Basic Latin,Latin-1 Supplement
1325 0x000172e8 0x00417ee8 5   6    CODE    ascii   t\aFKu
1326 0x000172f3 0x00417ef3 4   5    CODE    ascii   ]_^[
1327 0x000172fb 0x00417efb 4   5    CODE    ascii   QSVW
1328 0x0001731c 0x00417f1c 7   8    CODE    ascii   S$_^[Y]
1329 0x0001735c 0x00417f5c 4   5    CODE    ascii   ZYYd
1330 0x00017377 0x00417f77 5   7    CODE    utf8    ^Y]ÐU blocks=Basic Latin,Latin-1 Supplement
1331 0x00017382 0x00417f82 5   7    CODE    utf8    SV3ɉM blocks=Basic Latin,Latin Extended-B
1332 0x000173e8 0x00417fe8 4   5    CODE    ascii   ZYYd
1333 0x00017405 0x00418005 4   5    CODE    ascii   ZYYd
1334 0x00017420 0x00418020 6   8    CODE    utf8    ^[YY]Ë blocks=Basic Latin,Latin-1 Supplement
1335 0x0001742e 0x0041802e 6   8    CODE    utf8    SVW3ۉ] blocks=Basic Latin,Arabic
1336 0x0001743f 0x0041803f 4   6    CODE    utf8    UhɀA blocks=Basic Latin,Latin Extended-B
1337 0x00017498 0x00418098 4   5    CODE    ascii   ZYYd
1338 0x000174b5 0x004180b5 4   5    CODE    ascii   ZYYd
1339 0x000174d0 0x004180d0 12  14   CODE    utf8    _^[YY]ÐSVWUQ blocks=Basic Latin,Latin-1 Supplement
1340 0x00017504 0x00418104 7   8    CODE    ascii   SdZ]_^[
1341 0x0001757b 0x0041817b 4   5    CODE    ascii   ZYYd
1342 0x000175a0 0x004181a0 4   5    CODE    ascii   ZYYd
1343 0x000175f7 0x004181f7 4   5    CODE    ascii   ZYYd
1344 0x00017612 0x00418212 4   6    CODE    utf8    ^Y]Ë blocks=Basic Latin,Latin-1 Supplement
1345 0x00017651 0x00418251 4   5    CODE    ascii   ZYYd
1346 0x0001766c 0x0041826c 6   8    CODE    utf8    ^[Y]Í@ blocks=Basic Latin,Latin-1 Supplement
1347 0x000176a4 0x004182a4 6   8    CODE    utf8    Q\f^[Í@ blocks=Basic Latin,Latin-1 Supplement
1348 0x000176db 0x004182db 4   5    CODE    ascii   ZYYd
1349 0x000176f6 0x004182f6 6   8    CODE    utf8    ^[Y]ÐU blocks=Basic Latin,Latin-1 Supplement
1350 0x00017702 0x00418302 4   6    CODE    utf8    S3ɉM blocks=Basic Latin,Latin Extended-B
1351 0x0001777f 0x0041837f 4   5    CODE    ascii   ZYYd
1352 0x0001779c 0x0041839c 4   5    CODE    ascii   ZYYd
1353 0x000177b7 0x004183b7 4   5    CODE    ascii   [YY]
1354 0x000177c6 0x004183c6 6   8    CODE    utf8    SVW3ɉM blocks=Basic Latin,Latin Extended-B
1355 0x00017822 0x00418422 4   5    CODE    ascii   ZYYd
1356 0x00017863 0x00418463 6   8    CODE    utf8    C\a[ÐSV blocks=Basic Latin,Latin-1 Supplement
1357 0x0001786e 0x0041846e 4   5    CODE    ascii   :^\au
1358 0x0001787e 0x0041847e 7   9    CODE    utf8    ^\a^[ÐSV blocks=Basic Latin,Latin-1 Supplement
1359 0x0001788f 0x0041848f 4   6    CODE    utf8    3\tF 
1360 0x00017895 0x00418495 6   8    CODE    utf8    F$3\tF(
1361 0x000178c7 0x004184c7 4   7    CODE    utf8    3ҋƋ\b blocks=Basic Latin,Cyrillic,Latin Extended-B
1362 0x000178e6 0x004184e6 4   6    CODE    utf8    S<[Ë blocks=Basic Latin,Latin-1 Supplement
1363 0x000178ec 0x004184ec 5   6    CODE    ascii   SVWUQ
1364 0x00017946 0x00418546 8   10   CODE    utf8    $Z]_^[Í@ blocks=Basic Latin,Latin-1 Supplement
1365 0x0001795f 0x0041855f 4   7    CODE    utf8    ؋ЋC$ blocks=Arabic,Cyrillic,Basic Latin
1366 0x00017966 0x00418566 4   6    CODE    utf8    S [Ë blocks=Basic Latin,Latin-1 Supplement
1367 0x0001797b 0x0041857b 4   7    CODE    utf8    ؋ЋC, blocks=Arabic,Cyrillic,Basic Latin
1368 0x00017982 0x00418582 4   6    CODE    utf8    S([Ë blocks=Basic Latin,Latin-1 Supplement
1369 0x000179b1 0x004185b1 4   7    CODE    utf8    3ҋË\b blocks=Basic Latin,Cyrillic,Latin-1 Supplement
1370 0x00017a2e 0x0041862e 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
1371 0x00017ab1 0x004186b1 6   8    CODE    utf8    [ÐSVWU blocks=Basic Latin,Latin-1 Supplement
1372 0x00017ad0 0x004186d0 7   8    CODE    ascii   D$\f;t$\f
1373 0x00017b12 0x00418712 8   10   CODE    utf8    ;t$\f~KD$
1374 0x00017b25 0x00418725 5   7    CODE    utf8    ]_^[Ë blocks=Basic Latin,Latin-1 Supplement
1375 0x00017b5a 0x0041875a 6   9    CODE    utf8    _^[Ë\v@ blocks=Basic Latin,Latin-1 Supplement
1376 0x00017bbf 0x004187bf 7   9    CODE    utf8    Q(^ÐSVQ blocks=Basic Latin,Latin-1 Supplement
1377 0x00017bfa 0x004187fa 7   9    CODE    utf8    $Z^[ÐSV blocks=Basic Latin,Latin-1 Supplement
1378 0x00017c0b 0x0041880b 4   5    CODE    ascii   Sd^[
1379 0x00017c5b 0x0041885b 4   5    CODE    ascii   _^[]
1380 0x00017cd5 0x004188d5 4   5    CODE    ascii   _^[]
1381 0x00017d33 0x00418933 7   9    CODE    utf8    _^[ÐSVW blocks=Basic Latin,Latin-1 Supplement
1382 0x00017e22 0x00418a22 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
1383 0x00017e50 0x00418a50 5   7    CODE    utf8    S4[ú@ blocks=Basic Latin,Latin-1 Supplement
1384 0x00017ed4 0x00418ad4 4   6    CODE    utf8    YZÐU blocks=Basic Latin,Latin-1 Supplement
1385 0x00017edf 0x00418adf 5   7    CODE    utf8    u\b3ҋ\b blocks=Basic Latin,Cyrillic
1386 0x00017f04 0x00418b04 4   5    CODE    ascii   T$\fj
1387 0x00017f20 0x00418b20 7   10   CODE    utf8    t$\f3ҋË\b blocks=Basic Latin,Cyrillic,Latin-1 Supplement
1388 0x00017f7c 0x00418b7c 4   5    CODE    ascii   \rpfC
1389 0x000180a7 0x00418ca7 4   5    CODE    ascii   \rpfC
1390 0x000180c2 0x00418cc2 4   8    CODE    utf8    3ɊˋƋ blocks=Basic Latin,Latin Extended-B,Spacing Modifier Letters
1391 0x000180da 0x00418cda 5   6    CODE    ascii   ^[YY]
1392 0x00018101 0x00418d01 4   5    CODE    ascii   \r`fC
1393 0x00018117 0x00418d17 7   9    CODE    utf8    _^[ÐSVW blocks=Basic Latin,Latin-1 Supplement
1394 0x00018139 0x00418d39 4   5    CODE    ascii   \rxeC
1395 0x0001814f 0x00418d4f 5   7    CODE    utf8    _^[ÐU blocks=Basic Latin,Latin-1 Supplement
1396 0x000181d2 0x00418dd2 10  11   CODE    ascii   ;U\fu\a;E\bs\t
1397 0x00018203 0x00418e03 4   6    CODE    utf8    Ù)E\b blocks=Latin-1 Supplement,Basic Latin
1398 0x00018219 0x00418e19 4   5    CODE    ascii   ZYYd
1399 0x00018280 0x00418e80 5   7    CODE    utf8    _^[Ë@ blocks=Basic Latin,Latin-1 Supplement
1400 0x000182d2 0x00418ed2 5   9    CODE    utf8    ڋȋÙRP blocks=Arabic,Latin Extended-B,Latin-1 Supplement,Basic Latin
1401 0x000182df 0x00418edf 5   7    CODE    utf8    R\b[ÐU blocks=Basic Latin,Latin-1 Supplement
1402 0x000182ee 0x00418eee 6   9    CODE    utf8    u\b3ҋË\b blocks=Basic Latin,Cyrillic,Latin-1 Supplement
1403 0x00018323 0x00418f23 4   5    CODE    ascii   E\bPj
1404 0x00018356 0x00418f56 6   8    CODE    utf8    SVW3ۉ] blocks=Basic Latin,Arabic
1405 0x00018379 0x00418f79 4   6    CODE    utf8    ؋}\f3 blocks=Arabic,Basic Latin
1406 0x00018448 0x00419048 4   5    CODE    ascii   \r$dC
1407 0x00018460 0x00419060 4   5    CODE    ascii   ZYYd
1408 0x000184d2 0x004190d2 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
1409 0x000184dc 0x004190dc 6   8    CODE    utf8    H\bÐSVW blocks=Basic Latin,Latin-1 Supplement
1410 0x0001851c 0x0041911c 5   6    CODE    ascii   r\tt\ff
1411 0x00018538 0x00419138 6   10   CODE    utf8    @\fÐSV艭 blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs
1412 0x00018574 0x00419174 9   12   CODE    utf8    3\tC\b3\tC\f[
1413 0x00018586 0x00419186 4   8    CODE    utf8    ؋ԋË\b blocks=Arabic,Cyrillic Supplement,Latin-1 Supplement,Basic Latin
1414 0x000185a2 0x004191a2 4   6    CODE    utf8    Z[Í@ blocks=Basic Latin,Latin-1 Supplement
1415 0x000185cf 0x004191cf 7   9    CODE    utf8    _^[ÐSVW blocks=Basic Latin,Latin-1 Supplement
1416 0x000185dd 0x004191dd 5   6    CODE    ascii   \n;H\bt
1417 0x00018629 0x00419229 4   5    CODE    ascii   \r8fC
1418 0x00018659 0x00419259 5   7    CODE    utf8    _^[Í@ blocks=Basic Latin,Latin-1 Supplement
1419 0x00018660 0x00419260 4   5    CODE    ascii   SVWU
1420 0x0001867b 0x0041927b 6   7    CODE    ascii   ~,;{\b~
1421 0x000186ab 0x004192ab 4   5    CODE    ascii   ]_^[
1422 0x000186f0 0x004192f0 4   5    CODE    ascii   _^[]
1423 0x0001871d 0x0041931d 4   6    CODE    utf8    ^[ÉP blocks=Basic Latin,Latin-1 Supplement
1424 0x0001878e 0x0041938e 11  12   CODE    ascii   \nTPropFixup
1425 0x000187ed 0x004193ed 14  15   CODE    ascii   TPropIntfFixup
1426 0x00018854 0x00419454 4   5    CODE    ascii   SVWU
1427 0x00018896 0x00419496 5   7    CODE    utf8    ]_^[Ð blocks=Basic Latin,Latin-1 Supplement
1428 0x0001890f 0x0041950f 4   5    CODE    ascii   ZYYd
1429 0x0001892a 0x0041952a 6   8    CODE    utf8    ^[Y]ÐU blocks=Basic Latin,Latin-1 Supplement
1430 0x00018936 0x00419536 6   8    CODE    utf8    SVW3ɉM blocks=Basic Latin,Latin Extended-B
1431 0x00018944 0x00419544 4   6    CODE    utf8    Uh֕A blocks=Basic Latin,Hebrew
1432 0x0001894f 0x0041954f 4   6    CODE    utf8     3\tE
1433 0x000189c2 0x004195c2 4   5    CODE    ascii   ZYYd
1434 0x000189e0 0x004195e0 6   7    CODE    ascii   _^[YY]
1435 0x000189f0 0x004195f0 5   6    CODE    ascii   Owner
