[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1373 0x00014d10 0x00415b10 4   5    .data   ascii   #\enh
1374 0x00014d15 0x00415b15 4   7    .data   utf8    z앵KO blocks=Basic Latin,Hangul Syllables
1375 0x00014d2f 0x00415b2f 4   5    .data   ascii   PI_a
1376 0x00014d3d 0x00415b3d 5   6    .data   ascii   >)=fw
1377 0x00014d7d 0x00415b7d 4   6    .data   utf8    Nw\aڔ blocks=Basic Latin,Arabic
1378 0x00014d90 0x00415b90 4   5    .data   ascii   o"6d
1379 0x00014d95 0x00415b95 4   7    .data   utf8    vᑶPH blocks=Basic Latin,Unified Canadian Aboriginal Syllabics
1380 0x00014dbd 0x00415bbd 4   5    .data   ascii   5~DW
1381 0x00014dd1 0x00415bd1 6   8    .data   utf8    +rDPzߜ blocks=Basic Latin,NKo
1382 0x00014dfc 0x00415bfc 4   5    .data   ascii   !?h\f
1383 0x00014e10 0x00415c10 4   5    .data   ascii   #\vxu
1384 0x00014e2b 0x00415c2b 8   9    .data   ascii   TPlH\fIT9
1385 0x00014e36 0x00415c36 4   5    .data   ascii   p$e&
1386 0x00014e90 0x00415c90 4   5    .data   ascii   l tr
1387 0x00014eaf 0x00415caf 5   7    .data   utf8    /9itߥ blocks=Basic Latin,NKo
1388 0x00014ebd 0x00415cbd 5   6    .data   ascii   3}\eO4
1389 0x00014ec4 0x00415cc4 4   7    .data   utf8    J埐E\e blocks=Basic Latin,CJK Unified Ideographs
1390 0x00014edd 0x00415cdd 5   7    .data   utf8    +S;Mܠ blocks=Basic Latin,Syriac
1391 0x00014f15 0x00415d15 5   7    .data   utf8    tDvGh
1392 0x00014f25 0x00415d25 4   5    .data   ascii   [A\t\
1393 0x00014f2b 0x00415d2b 9   11   .data   utf8    L9T]\tH8nް blocks=Basic Latin,Thaana
1394 0x00014f3d 0x00415d3d 4   5    .data   ascii   Kc\bb
1395 0x00014f51 0x00415d51 4   5    .data   ascii   &zB[
1396 0x00014f56 0x00415d56 4   6    .data   utf8    ċmQ' blocks=Latin Extended-A,Basic Latin
1397 0x00014f7c 0x00415d7c 4   5    .data   ascii   !<h\f
1398 0x00014f90 0x00415d90 4   5    .data   ascii   k(rj
1399 0x00014fab 0x00415dab 8   9    .data   ascii   \bJc\v~7fr
1400 0x00014fbd 0x00415dbd 5   6    .data   ascii   Pd.f`
1401 0x00014fd1 0x00415dd1 4   5    .data   ascii   &~@f
1402 0x0001502f 0x00415e2f 4   5    .data   ascii   \eKfs
1403 0x0001503d 0x00415e3d 5   6    .data   ascii   I}\e[2
1404 0x00015052 0x00415e52 8   10   .data   utf8    ^}?WއzGk blocks=Basic Latin,Thaana
1405 0x00015065 0x00415e65 4   5    .data   ascii   ?;'{
1406 0x0001507c 0x00415e7c 4   5    .data   ascii   YQ0(
1407 0x000150af 0x00415eaf 4   5    .data   ascii   \v7Ts
1408 0x000150bd 0x00415ebd 4   5    .data   ascii   9c\e_
1409 0x000150e5 0x00415ee5 4   5    .data   ascii   C;PU
1410 0x000150ed 0x00415eed 5   7    .data   utf8    f\a\fȩa blocks=Basic Latin,Latin Extended-B
1411 0x000150f4 0x00415ef4 4   5    .data   ascii   6L/w
1412 0x000150fc 0x00415efc 4   5    .data   ascii   ZJ![
1413 0x00015136 0x00415f36 4   5    .data   ascii   2kf\b
1414 0x0001513d 0x00415f3d 5   6    .data   ascii   Nb\n[8
1415 0x00015151 0x00415f51 4   5    .data   ascii   "rjP
1416 0x00015195 0x00415f95 4   7    .data   utf8    w킵CO blocks=Basic Latin,Hangul Syllables
1417 0x000151a5 0x00415fa5 4   5    .data   ascii   U\r]y
1418 0x000151b5 0x00415fb5 4   5    .data   ascii   Q7eV
1419 0x000151f5 0x00415ff5 4   7    .data   utf8    d2|崴 blocks=Basic Latin,CJK Unified Ideographs
1420 0x00015251 0x00416051 6   8    .data   utf8    $hq8z߀ blocks=Basic Latin,NKo
1421 0x0001527c 0x0041607c 5   7    .data   utf8    ^5e\bď blocks=Basic Latin,Latin Extended-A
1422 0x000152be 0x004160be 4   5    .data   ascii   R*S4
1423 0x000152d2 0x004160d2 4   5    .data   ascii   G`Yx
1424 0x000152fc 0x004160fc 5   7    .data   utf8    ?7dG۬ blocks=Basic Latin,Arabic
1425 0x0001531c 0x0041611c 4   5    .data   ascii   K"\a\f
1426 0x00015330 0x00416130 4   6    .data   utf8    Eic÷ blocks=Basic Latin,Latin-1 Supplement
1427 0x00015336 0x00416136 4   5    .data   ascii   2}u#
1428 0x00015356 0x00416156 4   6    .data   utf8    ȋ~Gj blocks=Latin Extended-B,Basic Latin
1429 0x00015365 0x00416165 4   5    .data   ascii   [!\bz
1430 0x0001537c 0x0041617c 5   7    .data   utf8    ?Ud9ę blocks=Basic Latin,Latin Extended-A
1431 0x00015395 0x00416195 4   7    .data   utf8    vၕ?O blocks=Basic Latin,Myanmar
1432 0x000153ab 0x004161ab 4   5    .data   ascii   ^J{\a
1433 0x000153b0 0x004161b0 4   6    .data   utf8    Ifc¶ blocks=Basic Latin,Latin-1 Supplement
1434 0x00015425 0x00416225 5   6    .data   ascii   XJ)b4
1435 0x0001542f 0x0041622f 4   5    .data   ascii   14^h
1436 0x00015436 0x00416236 4   5    .data   ascii   "a[ 
1437 0x0001543d 0x0041623d 4   5    .data   ascii   Gs\rx
1438 0x000154af 0x004162af 4   5    .data   ascii   \eG\E
1439 0x000154b6 0x004162b6 4   5    .data   ascii   :m^\r
1440 0x000154d1 0x004162d1 5   6    .data   ascii   \evlPt
1441 0x000154e5 0x004162e5 5   6    .data   ascii   l\fJ~}
1442 0x000154f4 0x004162f4 4   5    .data   ascii   <h6`
1443 0x000154fd 0x004162fd 4   6    .data   utf8    dM(ړ blocks=Basic Latin,Arabic
1444 0x00015510 0x00416310 4   5    .data   ascii   O*s`
1445 0x00015515 0x00416315 5   7    .data   utf8    /Ίv8H blocks=Basic Latin,Greek and Coptic
1446 0x00015551 0x00416351 5   7    .data   utf8    $~djx
1447 0x0001557c 0x0041637c 4   5    .data   ascii   zKOi
1448 0x00015590 0x00416390 10  12   .data   utf8    o&bD~;ևnI@ blocks=Basic Latin,Armenian
1449 0x000155a5 0x004163a5 4   5    .data   ascii   ;$/j
1450 0x000155f4 0x004163f4 4   5    .data   ascii   qb$q
1451 0x00015610 0x00416410 4   5    .data   ascii   o%~w
1452 0x0001562b 0x0041642b 8   9    .data   ascii   UT]F\e<j$
1453 0x00015636 0x00416436 4   5    .data   ascii   #ai(
1454 0x0001563c 0x0041643c 4   5    .data   ascii    `CI
1455 0x0001564c 0x0041644c 7   9    .data   utf8    AdX̻\n^H blocks=Basic Latin,Combining Diacritical Marks
1456 0x00015665 0x00416465 5   6    .data   ascii   N6DI5
1457 0x0001566c 0x0041646c 4   5    .data   ascii   \n]J^
1458 0x0001567c 0x0041647c 4   5    .data   ascii    bDI
1459 0x000156ab 0x004164ab 8   9    .data   ascii   RNmJ[70s
1460 0x000156bd 0x004164bd 4   5    .data   ascii   8d\bE
1461 0x000156f4 0x004164f4 4   5    .data   ascii   .`9f
1462 0x000156fc 0x004164fc 5   7    .data   utf8    rpt\bʓ blocks=Basic Latin,IPA Extensions
1463 0x0001572d 0x0041652d 6   7    .data   ascii   bH\\tV$
1464 0x0001573d 0x0041653d 4   5    .data   ascii   F~\bc
1465 0x00015752 0x00416552 4   5    .data   ascii   }q3t
1466 0x00015765 0x00416565 5   6    .data   ascii   ;8*ju
1467 0x0001577c 0x0041657c 4   5    .data   ascii   f5ui
1468 0x000157bc 0x004165bc 5   7    .data   utf8    ڃ5LeY blocks=Arabic,Basic Latin
1469 0x000157d2 0x004165d2 4   5    .data   ascii   yahv
1470 0x00015824 0x00416624 5   6    .data   ascii   _86f`
1471 0x0001582e 0x0041662e 7   9    .data   utf8    h(1XeԶ^ blocks=Basic Latin,Armenian
1472 0x0001583c 0x0041663c 5   6    .data   ascii   ?=`\nW
1473 0x0001587c 0x0041667c 4   5    .data   ascii   Y0r\e
1474 0x000158a6 0x004166a6 4   5    .data   ascii   \v\t~m
1475 0x000158ab 0x004166ab 9   11   .data   utf8    C:^\v\fG[hҶ blocks=Basic Latin,Cyrillic
1476 0x000158b6 0x004166b6 4   5    .data   ascii   !*k\v
1477 0x000158bd 0x004166bd 4   5    .data   ascii   +|\fE
1478 0x000158d2 0x004166d2 7   9    .data   utf8    ium-ߌ}C blocks=Basic Latin,NKo
1479 0x000158fc 0x004166fc 5   8    .data   utf8    I/>\nዤ blocks=Basic Latin,Ethiopic
1480 0x00015932 0x00416732 6   8    .data   utf8    cɾQ%hi blocks=Basic Latin,IPA Extensions
1481 0x0001593d 0x0041673d 4   5    .data   ascii   *>\na
1482 0x00015954 0x00416754 6   8    .data   utf8    Wo߄59Y blocks=Basic Latin,NKo
1483 0x0001597c 0x0041677c 5   8    .data   utf8    L5>\nዤ blocks=Basic Latin,Ethiopic
1484 0x00015995 0x00416795 4   7    .data   utf8    vᑀxD blocks=Basic Latin,Unified Canadian Aboriginal Syllabics
1485 0x000159af 0x004167af 5   7    .data   utf8    \aE\r߰ blocks=Basic Latin,NKo
1486 0x000159bd 0x004167bd 4   5    .data   ascii   2uGU
1487 0x000159d1 0x004167d1 5   6    .data   ascii   \n dkw
1488 0x000159f4 0x004167f4 4   5    .data   ascii   @d9m
1489 0x000159fc 0x004167fc 5   7    .data   utf8    `7)\fʥ blocks=Basic Latin,IPA Extensions
1490 0x00015a3d 0x0041683d 4   5    .data   ascii   5s\nb
1491 0x00015a52 0x00416852 4   5    .data   ascii   (vQo
1492 0x00015aaf 0x004168af 4   5    .data   ascii   \nIVh
1493 0x00015ab5 0x004168b5 5   6    .data   ascii   c8tT\r
1494 0x00015abd 0x004168bd 4   5    .data   ascii   +bGU
1495 0x00015ad2 0x004168d2 4   5    .data   ascii   wjS:
1496 0x00015b10 0x00416910 4   5    .data   ascii   W#_n
1497 0x00015b26 0x00416926 4   5    .data   ascii   \a\t|A
1498 0x00015b2f 0x0041692f 5   7    .data   utf8    \fG`(ż blocks=Basic Latin,Latin Extended-A
1499 0x00015b36 0x00416936 4   5    .data   ascii   l*]\r
1500 0x00015b74 0x00416974 4   5    .data   ascii   6f4k
1501 0x00015bb0 0x004169b0 4   6    .data   utf8    RU(ż blocks=Basic Latin,Latin Extended-A
1502 0x00015bb6 0x004169b6 4   5    .data   ascii   lii$
1503 0x00015bbd 0x004169bd 4   5    .data   ascii   9dGU
1504 0x00015bd1 0x004169d1 4   5    .data   ascii   $qjn
1505 0x00015c34 0x00416a34 5   7    .data   utf8    śwg_\t blocks=Latin Extended-A,Basic Latin
1506 0x00015c52 0x00416a52 4   5    .data   ascii   u`Ps
1507 0x00015c74 0x00416a74 4   5    .data   ascii   Ku$r
1508 0x00015c7c 0x00416a7c 4   5    .data   ascii   L$v\a
1509 0x00015c90 0x00416a90 5   6    .data   ascii   U<oj~
1510 0x00015cd1 0x00416ad1 4   5    .data   ascii   LI@L
1511 0x00015d13 0x00416b13 6   9    .data   utf8    RʪǗn\ve blocks=Basic Latin,IPA Extensions,Latin Extended-B
1512 0x00015d28 0x00416b28 4   6    .data   utf8    yՆH; blocks=Basic Latin,Armenian
1513 0x00015d90 0x00416b90 4   5    .data   ascii   p&{d
1514 0x00015db6 0x00416bb6 4   5    .data   ascii   8qT9
1515 0x00015dd1 0x00416bd1 4   5    .data   ascii   @unf
1516 0x00015e10 0x00416c10 4   5    .data   ascii   e4l-
1517 0x00015e36 0x00416c36 4   5    .data   ascii   fm]$
1518 0x00015e83 0x00416c83 4   8    .data   utf8    ʅ,{ blocks=IPA Extensions,Basic Latin,Private Use Area
1519 0x00015e90 0x00416c90 4   5    .data   ascii   D5ld
1520 0x00015e9c 0x00416c9c 4   5    .data   ascii   f%I.
1521 0x00015eb6 0x00416cb6 4   5    .data   ascii   8fbX
1522 0x00015ed2 0x00416cd2 4   6    .data   utf8    YjnХ blocks=Basic Latin,Cyrillic
1523 0x00015f10 0x00416d10 4   5    .data   ascii   e\vc
1524 0x00015f29 0x00416d29 6   8    .data   utf8    ֲTS\ei) blocks=Hebrew,Basic Latin
1525 0x00015f51 0x00416d51 4   5    .data   ascii   3tmQ
1526 0x00015f90 0x00416d90 4   5    .data   ascii   oBl`
1527 0x00015fd1 0x00416dd1 4   5    .data   ascii   &vaI
1528 0x00015fe6 0x00416de6 4   5    .data   ascii   \v[r\e
1529 0x0001601c 0x00416e1c 4   5    .data   ascii   \v3X`
1530 0x00016051 0x00416e51 4   5    .data   ascii   H{wm
1531 0x00016090 0x00416e90 4   5    .data   ascii   X9iv
1532 0x000160b6 0x00416eb6 4   5    .data   ascii   SFQ"
1533 0x000160d1 0x00416ed1 4   5    .data   ascii   9lfQ
1534 0x000160e6 0x00416ee6 4   5    .data   ascii   Y9Z\n
1535 0x00016110 0x00416f10 4   5    .data   ascii   o%6f
1536 0x00016134 0x00416f34 5   7    .data   utf8    ǥ9*k; blocks=Latin Extended-B,Basic Latin
1537 0x0001613d 0x00416f3d 4   5    .data   ascii    _%a
1538 0x00016144 0x00416f44 4   6    .data   utf8    Ijο| blocks=Basic Latin,Greek and Coptic
1539 0x00016150 0x00416f50 4   5    .data   ascii   \b<hw
1540 0x00016190 0x00416f90 4   5    .data   ascii   k%pl
1541 0x0001619c 0x00416f9c 4   5    .data   ascii   Mxi0
1542 0x000161b6 0x00416fb6 4   5    .data   ascii   2wez
1543 0x000161d6 0x00416fd6 4   6    .data   utf8    ̉w\tG blocks=Combining Diacritical Marks,Basic Latin
1544 0x000161e6 0x00416fe6 6   8    .data   utf8    \f\v~Ȗ&\n blocks=Basic Latin,Latin Extended-B
1545 0x00016210 0x00417010 4   5    .data   ascii   e#Lm
1546 0x00016236 0x00417036 4   5    .data   ascii   %ve:
1547 0x0001623d 0x0041703d 4   5    .data   ascii   \av\nJ
1548 0x0001625d 0x0041705d 4   5    .data   ascii   (<-i
1549 0x0001627c 0x0041707c 4   5    .data   ascii   K\n'K
1550 0x00016290 0x00417090 4   5    .data   ascii   o:T`
1551 0x000162a6 0x004170a6 4   5    .data   ascii   3Hm\e
1552 0x000162b6 0x004170b6 4   5    .data   ascii   ]We"
1553 0x000162d1 0x004170d1 4   5    .data   ascii   {:rW
1554 0x000162fc 0x004170fc 4   5    .data   ascii   K\v_\a
1555 0x00016310 0x00417110 4   5    .data   ascii   e4l`
1556 0x0001635d 0x0041715d 5   6    .data   ascii   ,\fNnf
1557 0x000163df 0x004171df 4   6    .data   utf8    BP/۩ blocks=Basic Latin,Arabic
1558 0x000163fe 0x004171fe 4   7    .data   utf8    Y\aعھ blocks=Basic Latin,Arabic
1559 0x00016448 0x00417248 4   6    .data   utf8    Ht̲8 blocks=Basic Latin,Combining Diacritical Marks
1560 0x000164b4 0x004172b4 5   7    .data   utf8    ˟SJTE blocks=Spacing Modifier Letters,Basic Latin
1561 0x000164bd 0x004172bd 4   5    .data   ascii   \vZ\aX
1562 0x000164d0 0x004172d0 6   7    .data   ascii   \b2iul\a
1563 0x0001651c 0x0041731c 4   5    .data   ascii   K7N<
1564 0x00016536 0x00417336 4   5    .data   ascii   6|^9
1565 0x0001655d 0x0041735d 4   5    .data   ascii   6V;0
1566 0x00016590 0x00417390 5   6    .data   ascii   i9{R~
1567 0x00016610 0x00417410 6   9    .data   utf8    \bzZJʜض blocks=Basic Latin,IPA Extensions,Arabic
1568 0x0001661c 0x0041741c 4   5    .data   ascii   )FN`
1569 0x00016651 0x00417451 4   5    .data   ascii   Xj`[
1570 0x000166ae 0x004174ae 5   6    .data   ascii   "* \ap
1571 0x000166b4 0x004174b4 5   7    .data   utf8    [9pv9
1572 0x00016710 0x00417510 4   5    .data   ascii   \bxi%
1573 0x00016736 0x00417536 4   5    .data   ascii   1ba3
1574 0x00016751 0x00417551 4   5    .data   ascii   6urm
1575 0x0001675c 0x0041755c 4   5    .data   ascii   $rI7
1576 0x00016790 0x00417590 4   5    .data   ascii   VEuf
1577 0x000167b6 0x004175b6 4   5    .data   ascii   .vTV
1578 0x000167fc 0x004175fc 6   9    .data   utf8    L\vZ\aرھ blocks=Basic Latin,Arabic
1579 0x0001681c 0x0041761c 4   5    .data   ascii   `&4\t
1580 0x00016832 0x00417632 5   8    .data   utf8    _鱨.gT blocks=Basic Latin,CJK Unified Ideographs
1581 0x00016890 0x00417690 4   5    .data   ascii   o'lT
1582 0x0001689c 0x0041769c 4   5    .data   ascii   S)i:
1583 0x000168d1 0x004176d1 4   5    .data   ascii   L[ ~
1584 0x00016910 0x00417710 4   5    .data   ascii   X+6`
1585 0x00016934 0x00417734 4   6    .data   utf8    ƪ4aw blocks=Latin Extended-B,Basic Latin
1586 0x0001693d 0x0041773d 4   5    .data   ascii   \ne\fi
1587 0x00016951 0x00417751 4   5    .data   ascii   "MwW
1588 0x0001695d 0x0041775d 4   5    .data   ascii   G.+d
1589 0x00016990 0x00417790 4   5    .data   ascii   n7hv
1590 0x000169b2 0x004177b2 8   12   .data   utf8    R硿\aS_#Ϙ\f blocks=Basic Latin,CJK Unified Ideographs,Greek and Coptic
1591 0x000169d1 0x004177d1 4   5    .data   ascii   Jwii
1592 0x00016b0e 0x0041790e 4   6    .data   utf8    hpǥ\b blocks=Basic Latin,Latin Extended-B
1593 0x00016b92 0x00417992 4   6    .data   utf8    i ٥\b blocks=Basic Latin,Arabic
1594 0x00016bd0 0x004179d0 5   6    .data   ascii   k\rKb4
1595 0x00016bf6 0x004179f6 4   6    .data   utf8    zhإ\b blocks=Basic Latin,Arabic
1596 0x00016c1e 0x00417a1e 4   6    .data   utf8    IT̥\b blocks=Basic Latin,Combining Diacritical Marks
1597 0x00016cd1 0x00417ad1 4   5    .data   ascii   \bO2?
1598 0x00016cf4 0x00417af4 9   12   .data   utf8    $\t7hԽ$6ڥ\b blocks=Basic Latin,Armenian,Arabic
1599 0x00016d0e 0x00417b0e 4   6    .data   utf8    0Dǥ\b blocks=Basic Latin,Latin Extended-B
1600 0x00016d1a 0x00417b1a 8   11   .data   utf8    Oxս$aϹyE blocks=Basic Latin,Armenian,Greek and Coptic
1601 0x00016dd6 0x00417bd6 4   5    .data   ascii   \rPm&
1602 0x00016e50 0x00417c50 4   5    .data   ascii   U\b7j
1603 0x00016e56 0x00417c56 10  11   .data   ascii   i9/\f#dL\nr4
1604 0x00016e64 0x00417c64 5   6    .data   ascii   a\f{3{
1605 0x00016e6a 0x00417c6a 7   8    .data   ascii   Y4K\bQV?
1606 0x00016eec 0x00417cec 5   6    .data   ascii   m\aHF^
1607 0x00016ef2 0x00417cf2 5   6    .data   ascii   NwI\bl
1608 0x00016f22 0x00417d22 5   6    .data   ascii   dXc\b\t
1609 0x00016f32 0x00417d32 4   6    .data   utf8    RWʳ\b blocks=Basic Latin,Spacing Modifier Letters
1610 0x00016ff2 0x00417df2 6   7    .data   ascii   9S=\r[0
1611 0x0001703a 0x00417e3a 5   6    .data   ascii   `Kg\tW
1612 0x00017092 0x00417e92 4   6    .data   utf8    "0ԥ\b blocks=Basic Latin,Cyrillic Supplement
1613 0x000170c6 0x00417ec6 7   8    .data   ascii   erq\n?D>
1614 0x000170da 0x00417eda 7   8    .data   ascii   DqZ\rxC>
1615 0x000170e8 0x00417ee8 5   6    .data   ascii   :\f[V;
1616 0x000170f2 0x00417ef2 6   7    .data   ascii   O I\a_u
1617 0x0001715e 0x00417f5e 5   6    .data   ascii   N6+\v{
1618 0x00017192 0x00417f92 4   6    .data   utf8    >W٥\b blocks=Basic Latin,Arabic
1619 0x000171a6 0x00417fa6 4   6    .data   utf8    cY֥\b blocks=Basic Latin,Hebrew
1620 0x00017220 0x00418020 4   5    .data   ascii   ~\tX 
1621 0x0001725e 0x0041805e 6   7    .data   ascii   B 5\r`.
1622 0x00017276 0x00418076 4   6    .data   utf8    =K>\b
1623 0x000172c0 0x004180c0 5   6    .data   ascii   W\bDGU
1624 0x000172cc 0x004180cc 5   6    .data   ascii   p\v>D`
1625 0x0001734c 0x0041814c 8   9    .data   ascii   V\a@nh\tFF
1626 0x00017368 0x00418168 4   5    .data   ascii   c\rwW
1627 0x0001742e 0x0041822e 5   6    .data   ascii   [,m\rd
1628 0x00017456 0x00418256 6   7    .data   ascii   (We\bLM
1629 0x00017486 0x00418286 4   6    .data   utf8    ldߥ\b blocks=Basic Latin,NKo
1630 0x000174b2 0x004182b2 5   6    .data   ascii   prY\nw
1631 0x00017556 0x00418356 6   7    .data   ascii   )cA\alR
1632 0x0001755d 0x0041835d 4   5    .data   ascii   \n;Z4
1633 0x000176f2 0x004184f2 6   7    .data   ascii   $ N\aJ7
1634 0x00017712 0x00418512 4   6    .data   utf8    liե\b blocks=Basic Latin,Armenian
1635 0x0001771e 0x0041851e 5   7    .data   utf8    BaճFG blocks=Basic Latin,Armenian
1636 0x000177b2 0x004185b2 5   7    .data   utf8    7HȹKP blocks=Basic Latin,Latin Extended-B
1637 0x00017806 0x00418606 4   6    .data   utf8    cI%\b
1638 0x00017818 0x00418618 4   6    .data   utf8    ֵlFq blocks=Hebrew,Basic Latin
1639 0x00017822 0x00418622 4   6    .data   utf8    zpȥ\b blocks=Basic Latin,Latin Extended-B
1640 0x00017c9e 0x00418a9e 5   7    .data   utf8    MLɘ6. blocks=Basic Latin,IPA Extensions
1641 0x00017de4 0x00418be4 4   6    .data   utf8    ѤKe! blocks=Cyrillic,Basic Latin
1642 0x00017ec4 0x00418cc4 4   6    .data   utf8    ͦKea blocks=Combining Diacritical Marks,Basic Latin
1643 0x00018150 0x00418f50 4   6    .data   utf8    ҦWtl blocks=Cyrillic,Basic Latin
1644 0x00018202 0x00419002 4   6    .data   utf8    Mxڥ8 blocks=Basic Latin,Arabic
1645 0x00019006 0x00419e06 4   5    .data   ascii   \b\aj=
1646 0x00019026 0x00419e26 4   5    .data   ascii   \b\a*=
1647 0x00019036 0x00419e36 4   5    .data   ascii   \b\a\n=
1648 0x00019086 0x00419e86 4   5    .data   ascii   \b\aj>
1649 0x000190a6 0x00419ea6 4   5    .data   ascii   \b\a*>
1650 0x000190b6 0x00419eb6 4   5    .data   ascii   \b\a\n>
1651 0x00019116 0x00419f16 5   7    .data   utf8    \b\a´{w blocks=Basic Latin,Latin-1 Supplement
1652 0x0001911e 0x00419f1e 5   7    .data   utf8    {w´{w blocks=Basic Latin,Latin-1 Supplement
1653 0x00019204 0x0041a004 4   5    .data   ascii   r:YA
1654 0x000192ed 0x0041a0ed 4   5    .data   ascii   6}DQ
1655 0x0001ae0a 0x0041bc0a 5   7    .data   utf8    vrߥzv blocks=Basic Latin,NKo
1656 0x0001b9cd 0x0041c7cd 4   5    .data   ascii   oya4
1657 0x0001b9dc 0x0041c7dc 5   6    .data   ascii   'G Mp
1658 0x0001b9fc 0x0041c7fc 6   8    .data   utf8    рSu7=# blocks=Cyrillic,Basic Latin
1659 0x0001ba80 0x0041c880 9   10   .data   ascii   JE\v?p&I5N
1660 0x0001ba9a 0x0041c89a 4   5    .data   ascii   pSZC
1661 0x0001baad 0x0041c8ad 4   5    .data   ascii   BnRW
1662 0x0001babb 0x0041c8bb 5   6    .data   ascii   v,6`S
1663 0x0001bae8 0x0041c8e8 4   5    .data   ascii   P!%>
1664 0x0001bb06 0x0041c906 10  11   .data   ascii   20._V6swUS
1665 0x0001bb17 0x0041c917 4   5    .data   ascii   Sf!i
1666 0x0001bb3e 0x0041c93e 7   10   .data   utf8    r<&/Ԡ?е blocks=Basic Latin,Cyrillic Supplement,Cyrillic
1667 0x0001bb5d 0x0041c95d 4   5    .data   ascii   {`\au
1668 0x0001bb75 0x0041c975 5   7    .data   utf8    Kӣ8"6 blocks=Basic Latin,Cyrillic
1669 0x0001bbb3 0x0041c9b3 4   5    .data   ascii   sBQ8
1670 0x0001bbb8 0x0041c9b8 4   5    .data   ascii   _:tx
1671 0x0001bbeb 0x0041c9eb 4   5    .data   ascii   #EgI
1672 0x0001bc80 0x0041ca80 6   7    .data   ascii   2O+\vib
1673 0x0001bccf 0x0041cacf 4   7    .data   utf8    \a搵z_ blocks=Basic Latin,CJK Unified Ideographs
1674 0x0001bd25 0x0041cb25 5   6    .data   ascii   P0\auT
1675 0x0001bd2c 0x0041cb2c 4   6    .data   utf8    Ϥ'`C blocks=Greek and Coptic,Basic Latin
1676 0x0001bd49 0x0041cb49 7   8    .data   ascii   d#s@\r;r
1677 0x0001bd59 0x0041cb59 4   5    .data   ascii   .%t6
1678 0x0001bd8e 0x0041cb8e 5   6    .data   ascii   tXo`m
1679 0x0001bd97 0x0041cb97 4   6    .data   utf8    =օEE blocks=Basic Latin,Armenian
1680 0x0001be30 0x0041cc30 4   5    .data   ascii   hZ6\a
1681 0x0001be39 0x0041cc39 6   7    .data   ascii   WI <SG
1682 0x0001be5f 0x0041cc5f 4   5    .data   ascii   \diL
1683 0x0001be70 0x0041cc70 4   5    .data   ascii   Y\n|H
1684 0x0001bea9 0x0041cca9 7   8    .data   ascii   _u9J%|l
1685 0x0001bebd 0x0041ccbd 4   5    .data   ascii   J=O!
1686 0x0001bed1 0x0041ccd1 4   5    .data   ascii   J!I\f
