[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
362  0x000084ec 0x100084ec 5   6    .text   ascii   3-x-\a
363  0x000084f4 0x100084f4 5   6    .text   ascii   35t-\a
364  0x000084fe 0x100084fe 5   6    .text   ascii   3=|-\a
365  0x00008511 0x10008511 4   5    .text   ascii   5t-\a
366  0x0000851c 0x1000851c 7   10   .text   utf8    3ˋǉ\rx-\a blocks=Basic Latin,Spacing Modifier Letters,Latin Extended-B
367  0x00008526 0x10008526 4   6    .text   utf8    3IT$
368  0x0000853f 0x1000853f 5   7    .text   utf8    ؉=|-\a blocks=Arabic,Basic Latin
369  0x00008622 0x10008622 4   6    .text   utf8    3ǉt$ blocks=Basic Latin,Latin Extended-B
370  0x00008859 0x10008859 5   7    .text   utf8    ؋5\f.\a blocks=Arabic,Basic Latin
371  0x00008885 0x10008885 5   6    .text   ascii   #=\f.\a
372  0x000088b1 0x100088b1 5   7    .text   utf8    3ϣ\b.\a blocks=Basic Latin,Greek and Coptic
373  0x000088bd 0x100088bd 4   5    .text   ascii   \r\f.\a
374  0x00008931 0x10008931 4   5    .text   ascii   -$.\a
375  0x00008958 0x10008958 6   8    .text   utf8    3ǋ-<.\a blocks=Basic Latin,Latin Extended-B
376  0x00008968 0x10008968 5   6    .text   ascii   3-4.\a
377  0x0000896e 0x1000896e 5   7    .text   utf8    3Σ .\a blocks=Basic Latin,Greek and Coptic
378  0x00008988 0x10008988 5   7    .text   utf8    3ȣ(.\a blocks=Basic Latin,Latin Extended-B
379  0x00008995 0x10008995 5   7    .text   utf8    Љ\r,.\a blocks=Cyrillic,Basic Latin
380  0x000089ae 0x100089ae 5   6    .text   ascii   #\r4.\a
381  0x000089b8 0x100089b8 5   6    .text   ascii   \v\r<.\a
382  0x000089c6 0x100089c6 5   6    .text   ascii   \v\r<.\a
383  0x000089d2 0x100089d2 6   8    .text   utf8    3Ή5<.\a blocks=Basic Latin,Greek and Coptic
384  0x000089da 0x100089da 6   8    .text   utf8    3ʋ5@.\a blocks=Basic Latin,IPA Extensions
385  0x000089e5 0x100089e5 5   7    .text   utf8    ։=0.\a blocks=Armenian,Basic Latin
386  0x000089ec 0x100089ec 5   6    .text   ascii   35D.\a
387  0x00008a08 0x10008a08 5   6    .text   ascii   \v=L.\a
388  0x00008a10 0x10008a10 5   6    .text   ascii   3-L.\a
389  0x00008a16 0x10008a16 5   6    .text   ascii   3=D.\a
390  0x00008a1d 0x10008a1d 4   5    .text   ascii   \r4.\a
391  0x00008a27 0x10008a27 4   5    .text   ascii   -H.\a
392  0x00008a2e 0x10008a2e 6   8    .text   utf8    #Ӌ-\.\a blocks=Basic Latin,Cyrillic
393  0x00008a45 0x10008a45 4   5    .text   ascii   \rP.\a
394  0x00008a4a 0x10008a4a 6   9    .text   utf8    3Ëݣ@.\a blocks=Basic Latin,Latin-1 Supplement,Arabic Supplement
395  0x00008a6b 0x10008a6b 5   6    .text   ascii   35T.\a
396  0x00008a78 0x10008a78 7   10   .text   utf8    3ًˉ-\.\a blocks=Basic Latin,Arabic,Spacing Modifier Letters
397  0x00008a91 0x10008a91 5   7    .text   utf8    Ћ5h.\a blocks=Cyrillic,Basic Latin
398  0x00008a9b 0x10008a9b 4   6    .text   utf8    ңP.\a blocks=Cyrillic,Basic Latin
399  0x00008ac4 0x10008ac4 5   6    .text   ascii   #=l.\a
400  0x00008aca 0x10008aca 5   6    .text   ascii   3\rl.\a
401  0x00008ad4 0x10008ad4 5   6    .text   ascii   #\r`.\a
402  0x00008b1d 0x10008b1d 4   5    .text   ascii   \rh.\a
403  0x00008b23 0x10008b23 4   5    .text   ascii   \r|.\a
404  0x00008b29 0x10008b29 4   5    .text   ascii   -`.\a
405  0x00008b2f 0x10008b2f 4   5    .text   ascii   -p.\a
406  0x00008b42 0x10008b42 5   6    .text   ascii   3-x.\a
407  0x00008b4a 0x10008b4a 5   6    .text   ascii   35t.\a
408  0x00008b53 0x10008b53 4   5    .text   ascii   5t.\a
409  0x00008b60 0x10008b60 5   6    .text   ascii   3=|.\a
410  0x00008b72 0x10008b72 6   8    .text   utf8    3I\rx.\a
411  0x00008b7b 0x10008b7b 4   6    .text   utf8    գp.\a blocks=Armenian,Basic Latin
412  0x00008b89 0x10008b89 5   7    .text   utf8    ؉=|.\a blocks=Arabic,Basic Latin
413  0x00008e7f 0x10008e7f 4   5    .text   ascii   5\f/\a
414  0x00008ece 0x10008ece 5   6    .text   ascii   #=\f/\a
415  0x00008efd 0x10008efd 5   7    .text   utf8    3ϣ\b/\a blocks=Basic Latin,Greek and Coptic
416  0x00008f09 0x10008f09 4   5    .text   ascii   \r\f/\a
417  0x00008f7d 0x10008f7d 4   5    .text   ascii   -$/\a
418  0x00008fae 0x10008fae 5   7    .text   utf8    3Σ /\a blocks=Basic Latin,Greek and Coptic
419  0x00008fb7 0x10008fb7 5   7    .text   utf8    3£$/\a blocks=Basic Latin,Latin-1 Supplement
420  0x00008fd1 0x10008fd1 4   5    .text   ascii   \r,/\a
421  0x00008fe5 0x10008fe5 4   5    .text   ascii   A\fSU
422  0x0000900c 0x1000900c 5   6    .text   ascii   3- /\a
423  0x00009021 0x10009021 5   6    .text   ascii   3=$/\a
424  0x00009053 0x10009053 5   6    .text   ascii   35,/\a
425  0x0000907b 0x1000907b 4   6    .text   utf8    3͉L$ blocks=Basic Latin,Combining Diacritical Marks
426  0x00009089 0x10009089 4   6    .text   utf8    3ȋD$ blocks=Basic Latin,Latin Extended-B
427  0x0000908f 0x1000908f 4   6    .text   utf8    3ˋ\$ blocks=Basic Latin,Spacing Modifier Letters
428  0x00009095 0x10009095 4   6    .text   utf8    #ŋl$ blocks=Basic Latin,Latin Extended-A
429  0x000090dd 0x100090dd 4   7    .text   utf8    ǋ։l$ blocks=Latin Extended-B,Armenian,Basic Latin
430  0x000090fe 0x100090fe 5   6    .text   ascii   35\b/\a
431  0x00009108 0x10009108 5   6    .text   ascii   3-\f/\a
432  0x00009173 0x10009173 4   6    .text   utf8    3ӉT$ blocks=Basic Latin,Cyrillic
433  0x0000919b 0x1000919b 4   6    .text   utf8    \vID$
434  0x00009204 0x10009204 4   6    .text   utf8    3ىL$ blocks=Basic Latin,Arabic
435  0x00009216 0x10009216 4   6    .text   utf8    #ƋL$ blocks=Basic Latin,Latin Extended-B
436  0x00009222 0x10009222 4   6    .text   utf8    3ЋD$ blocks=Basic Latin,Cyrillic
437  0x000092b3 0x100092b3 4   6    .text   utf8    #͋l$ blocks=Basic Latin,Combining Diacritical Marks
438  0x00009308 0x10009308 4   6    .text   utf8    3IL$
439  0x0000933a 0x1000933a 4   6    .text   utf8    \vŉ|$ blocks=Basic Latin,Latin Extended-A
440  0x000093af 0x100093af 4   6    .text   utf8    3ًL$ blocks=Basic Latin,Arabic
441  0x00009436 0x10009436 4   6    .text   utf8    3ʋT$ blocks=Basic Latin,IPA Extensions
442  0x0000948c 0x1000948c 4   6    .text   utf8    \vÉT$ blocks=Basic Latin,Latin-1 Supplement
443  0x000094c1 0x100094c1 4   6    .text   utf8    3ȋD$ blocks=Basic Latin,Latin Extended-B
444  0x000094d1 0x100094d1 4   6    .text   utf8    3K\$
445  0x0000951b 0x1000951b 4   7    .text   utf8    ǋ։l$ blocks=Latin Extended-B,Armenian,Basic Latin
446  0x000095af 0x100095af 4   6    .text   utf8    3ӉT$ blocks=Basic Latin,Cyrillic
447  0x000095bb 0x100095bb 5   6    .text   ascii   3-t.\a
448  0x000095d7 0x100095d7 4   6    .text   utf8    \vID$
449  0x000095e1 0x100095e1 4   6    .text   utf8    #Ë\$ blocks=Basic Latin,Latin-1 Supplement
450  0x000095f5 0x100095f5 4   5    .text   ascii   =p.\a
451  0x0000964e 0x1000964e 4   6    .text   utf8    3ًL$ blocks=Basic Latin,Arabic
452  0x0000965e 0x1000965e 4   6    .text   utf8    3ЋD$ blocks=Basic Latin,Cyrillic
453  0x00009684 0x10009684 4   5    .text   ascii   -`.\a
454  0x000096e3 0x100096e3 5   6    .text   ascii   3\rT.\a
455  0x000096ef 0x100096ef 4   6    .text   utf8    #͋l$ blocks=Basic Latin,Combining Diacritical Marks
456  0x000096f8 0x100096f8 5   7    .text   utf8    ŋ5X.\a blocks=Latin Extended-A,Basic Latin
457  0x00009701 0x10009701 5   6    .text   ascii   3\r\.\a
458  0x00009744 0x10009744 4   6    .text   utf8    3IL$
459  0x00009770 0x10009770 5   6    .text   ascii   3=L.\a
460  0x00009776 0x10009776 4   6    .text   utf8    \vŉ|$ blocks=Basic Latin,Latin Extended-A
461  0x00009784 0x10009784 5   6    .text   ascii   35H.\a
462  0x0000979f 0x1000979f 4   5    .text   ascii   =@.\a
463  0x000097f5 0x100097f5 5   6    .text   ascii   354.\a
464  0x000097fd 0x100097fd 5   6    .text   ascii   3-<.\a
465  0x00009805 0x10009805 5   6    .text   ascii   3\r0.\a
466  0x0000980b 0x1000980b 4   6    .text   utf8    3Él$ blocks=Basic Latin,Latin-1 Supplement
467  0x00009818 0x10009818 4   5    .text   ascii   -8.\a
468  0x00009874 0x10009874 4   6    .text   utf8    3ʋT$ blocks=Basic Latin,IPA Extensions
469  0x0000987c 0x1000987c 5   6    .text   ascii   3\r$.\a
470  0x00009890 0x10009890 7   9    .text   utf8    \a3ߋ=(.\a blocks=Basic Latin,NKo
471  0x000098c8 0x100098c8 4   6    .text   utf8    \vÉT$ blocks=Basic Latin,Latin-1 Supplement
472  0x000098fd 0x100098fd 4   6    .text   utf8    3ȋD$ blocks=Basic Latin,Latin Extended-B
473  0x0000990d 0x1000990d 4   6    .text   utf8    3K\$
474  0x0000994a 0x1000994a 4   6    .text   utf8    3߉l$ blocks=Basic Latin,NKo
475  0x00009968 0x10009968 4   6    .text   utf8    3ƋT$ blocks=Basic Latin,Latin Extended-B
476  0x00009996 0x10009996 5   6    .text   ascii   3-\f.\a
477  0x000099eb 0x100099eb 4   6    .text   utf8    3ӉT$ blocks=Basic Latin,Cyrillic
478  0x00009a19 0x10009a19 4   6    .text   utf8    \vKL$
479  0x00009a27 0x10009a27 4   6    .text   utf8    #Ë\$ blocks=Basic Latin,Latin-1 Supplement
480  0x00009a7c 0x10009a7c 4   6    .text   utf8    3ىL$ blocks=Basic Latin,Arabic
481  0x00009a8e 0x10009a8e 4   6    .text   utf8    #ƋL$ blocks=Basic Latin,Latin Extended-B
482  0x00009a9a 0x10009a9a 4   6    .text   utf8    3ЋD$ blocks=Basic Latin,Cyrillic
483  0x00009b2b 0x10009b2b 4   6    .text   utf8    #͋l$ blocks=Basic Latin,Combining Diacritical Marks
484  0x00009bb2 0x10009bb2 4   6    .text   utf8    \vŉ|$ blocks=Basic Latin,Latin Extended-A
485  0x00009bf7 0x10009bf7 4   6    .text   utf8    3މL$ blocks=Basic Latin,Thaana
486  0x00009c27 0x10009c27 4   6    .text   utf8    3ًL$ blocks=Basic Latin,Arabic
487  0x00009cba 0x10009cba 4   6    .text   utf8    3ʋT$ blocks=Basic Latin,IPA Extensions
488  0x00009d04 0x10009d04 4   6    .text   utf8    \vÉT$ blocks=Basic Latin,Latin-1 Supplement
489  0x00009d39 0x10009d39 4   6    .text   utf8    3ȋD$ blocks=Basic Latin,Latin Extended-B
490  0x00009d49 0x10009d49 4   6    .text   utf8    3K\$
491  0x00009e27 0x10009e27 4   6    .text   utf8    3ӉT$ blocks=Basic Latin,Cyrillic
492  0x00009e33 0x10009e33 5   6    .text   ascii   3-t-\a
493  0x00009e4d 0x10009e4d 6   8    .text   utf8    3ǋ=p-\a blocks=Basic Latin,Latin Extended-B
494  0x00009e59 0x10009e59 4   6    .text   utf8    \vKL$
495  0x00009ec4 0x10009ec4 5   8    .text   utf8    3ًǋL$ blocks=Basic Latin,Arabic,Latin Extended-B
496  0x00009ed2 0x10009ed2 4   6    .text   utf8    3ЋD$ blocks=Basic Latin,Cyrillic
497  0x00009efc 0x10009efc 4   5    .text   ascii   -`-\a
498  0x00009f5b 0x10009f5b 5   6    .text   ascii   3\rT-\a
499  0x00009f73 0x10009f73 4   5    .text   ascii   5X-\a
500  0x00009f7a 0x10009f7a 5   6    .text   ascii   3\r\-\a
501  0x00009f9a 0x10009f9a 6   8    .text   utf8    3Ӌ-D-\a blocks=Basic Latin,Cyrillic
502  0x00009fd0 0x10009fd0 4   6    .text   utf8    3ى|$ blocks=Basic Latin,Arabic
503  0x00009fea 0x10009fea 5   6    .text   ascii   3=L-\a
504  0x00009ff0 0x10009ff0 4   6    .text   utf8    \vÉ|$ blocks=Basic Latin,Latin-1 Supplement
505  0x00009ffe 0x10009ffe 5   6    .text   ascii   35H-\a
506  0x0000a019 0x1000a019 4   5    .text   ascii   =@-\a
507  0x0000a06f 0x1000a06f 5   6    .text   ascii   354-\a
508  0x0000a07f 0x1000a07f 5   6    .text   ascii   3\r0-\a
509  0x0000a087 0x1000a087 4   6    .text   utf8    3͉\$ blocks=Basic Latin,Combining Diacritical Marks
510  0x0000a0eb 0x1000a0eb 4   5    .text   ascii   \r -\a
511  0x0000a0f2 0x1000a0f2 5   6    .text   ascii   3=(-\a
512  0x0000a104 0x1000a104 5   6    .text   ascii   35$-\a
513  0x0000a12c 0x1000a12c 4   6    .text   utf8    \vKL$
514  0x0000a141 0x1000a141 4   6    .text   utf8    \vƉA\b blocks=Basic Latin,Latin Extended-B
515  0x0000a186 0x1000a186 4   5    .text   ascii   M\fQj
516  0x0000a21c 0x1000a21c 5   6    .text   ascii   t\vj\fV
517  0x0000a478 0x1000a478 7   8    .text   ascii   u\b;q\fs\f
518  0x0000a498 0x1000a498 5   6    .text   ascii   ;p\fs\v
519  0x0000a6c4 0x1000a6c4 5   6    .text   ascii   ;E\fu\a
520  0x0000a725 0x1000a725 4   5    .text   ascii   0SVW
521  0x0000a83a 0x1000a83a 4   6    .text   utf8    #+ڍC blocks=Basic Latin,Arabic
522  0x0000a8ae 0x1000a8ae 5   7    .text   utf8    M$+IM
523  0x0000aa24 0x1000aa24 4   5    .text   ascii   w=RQ
524  0x0000aa78 0x1000aa78 4   5    .text   ascii   $SVW
525  0x0000aa85 0x1000aa85 4   6    .text   utf8    ̉L$$ blocks=Combining Diacritical Marks,Basic Latin
526  0x0000aaa0 0x1000aaa0 4   5    .text   ascii   D$(r
527  0x0000ab0e 0x1000ab0e 5   7    .text   utf8    3ɋD$$ blocks=Basic Latin,Latin Extended-B
528  0x0000ab17 0x1000ab17 7   8    .text   ascii   D$(@PWQ
529  0x0000aba2 0x1000aba2 4   5    .text   ascii   w'RQ
530  0x0000ac43 0x1000ac43 4   5    .text   ascii   QSVW
531  0x0000ace5 0x1000ace5 5   7    .text   utf8    B؉]\fC blocks=Basic Latin,Arabic
532  0x0000ad27 0x1000ad27 5   7    .text   utf8    3ۋE\fV blocks=Basic Latin,Arabic
533  0x0000adf4 0x1000adf4 4   5    .text   ascii   _[^]
534  0x0000aeb5 0x1000aeb5 4   5    .text   ascii   _[^]
535  0x0000aeda 0x1000aeda 5   6    .text   ascii   t\vj\bV
536  0x0000af45 0x1000af45 4   5    .text   ascii   t$0P
537  0x0000afcc 0x1000afcc 4   5    .text   ascii   t$0S
538  0x0000b022 0x1000b022 4   5    .text   ascii   w RQ
539  0x0000b0ae 0x1000b0ae 5   6    .text   ascii   L$\fPV
540  0x0000b2b2 0x1000b2b2 6   7    .text   ascii   +p\b\eP\f
541  0x0000b3d5 0x1000b3d5 4   5    .text   ascii   \tf;M
542  0x0000b48a 0x1000b48a 4   5    .text   ascii   PWh(
543  0x0000b4ed 0x1000b4ed 4   6    .text   utf8    ]Ã}\b blocks=Basic Latin,Latin-1 Supplement
544  0x0000b4f3 0x1000b4f3 5   6    .text   ascii   tJVhX
545  0x0000b5dc 0x1000b5dc 4   5    .text   ascii   9}\bu
546  0x0000b5e1 0x1000b5e1 5   6    .text   ascii   9]\ft@
547  0x0000b65a 0x1000b65a 4   5    .text   ascii   dSVW
548  0x0000b6e2 0x1000b6e2 5   6    .text   ascii   ;K\fs\f
549  0x0000b703 0x1000b703 5   6    .text   ascii   ;p\fs\n
550  0x0000b7b0 0x1000b7b0 4   6    .text   utf8    P 3۸ blocks=Basic Latin,Arabic
551  0x0000b7f7 0x1000b7f7 4   6    .text   utf8    ϋQ\f\v blocks=Greek and Coptic,Basic Latin
552  0x0000b9c2 0x1000b9c2 5   7    .text   utf8    3ɉt$  blocks=Basic Latin,Latin Extended-B
553  0x0000ba0f 0x1000ba0f 4   5    .text   ascii   |$@+
554  0x0000ba4c 0x1000ba4c 4   5    .text   ascii   CD$0
555  0x0000ba5f 0x1000ba5f 4   6    .text   utf8    +ǉL$ blocks=Basic Latin,Latin Extended-B
556  0x0000ba75 0x1000ba75 5   6    .text   ascii   Ct$0Q
557  0x0000bad1 0x1000bad1 4   5    .text   ascii   t$\fF
558  0x0000bb47 0x1000bb47 5   6    .text   ascii   D$4PV
559  0x0000bb70 0x1000bb70 4   5    .text   ascii   L$\bA
560  0x0000bbab 0x1000bbab 5   6    .text   ascii   D$4PV
561  0x0000bbe6 0x1000bbe6 4   5    .text   ascii   C|$0
562  0x0000bc01 0x1000bc01 6   7    .text   ascii   D$8jLP
563  0x0000bc28 0x1000bc28 6   7    .text   ascii   CL$HPQ
564  0x0000bc51 0x1000bc51 4   5    .text   ascii   L$0B
565  0x0000bce2 0x1000bce2 5   7    .text   utf8    3ɉt$  blocks=Basic Latin,Latin Extended-B
566  0x0000bd2f 0x1000bd2f 4   5    .text   ascii   |$@+
567  0x0000bd6c 0x1000bd6c 4   5    .text   ascii   CD$0
568  0x0000bd7f 0x1000bd7f 4   6    .text   utf8    +ǉL$ blocks=Basic Latin,Latin Extended-B
569  0x0000bd95 0x1000bd95 5   6    .text   ascii   Ct$0Q
570  0x0000bdf4 0x1000bdf4 4   5    .text   ascii   t$\fF
571  0x0000be6a 0x1000be6a 5   6    .text   ascii   D$4PV
572  0x0000be90 0x1000be90 4   5    .text   ascii   L$\bA
573  0x0000bec7 0x1000bec7 5   6    .text   ascii   D$4PV
574  0x0000beff 0x1000beff 4   5    .text   ascii   C|$0
575  0x0000bf1a 0x1000bf1a 4   5    .text   ascii   D$8j
576  0x0000bf41 0x1000bf41 6   7    .text   ascii   CL$HPQ
577  0x0000bf6a 0x1000bf6a 4   5    .text   ascii   L$0B
578  0x0000bfea 0x1000bfea 4   5    .text   ascii   D$(P
579  0x0000bff9 0x1000bff9 4   5    .text   ascii   u\fVW
580  0x0000c04a 0x1000c04a 4   5    .text   ascii   D$(P
581  0x0000c059 0x1000c059 4   5    .text   ascii   u\fVW
582  0x0000c0a7 0x1000c0a7 4   5    .text   ascii   D$$P
583  0x0000c0b6 0x1000c0b6 4   5    .text   ascii   u\fVW
584  0x0000c107 0x1000c107 4   5    .text   ascii   D$$P
585  0x0000c116 0x1000c116 4   5    .text   ascii   u\fVW
586  0x0000c138 0x1000c138 4   5    .text   ascii   <SVW
587  0x0000c1ce 0x1000c1ce 4   5    .text   ascii   D$0P
588  0x0000c1e5 0x1000c1e5 4   5    .text   ascii   L$0B
589  0x0000c20d 0x1000c20d 4   5    .text   ascii   D$0P
590  0x0000c224 0x1000c224 4   5    .text   ascii   L$0B
591  0x0000c258 0x1000c258 4   5    .text   ascii   L$(|
592  0x0000c271 0x1000c271 4   5    .text   ascii   \$\f%
593  0x0000c27b 0x1000c27b 4   5    .text   ascii   @t+V
594  0x0000c28a 0x1000c28a 4   5    .text   ascii   u\fPS
595  0x0000c2e2 0x1000c2e2 4   5    .text   ascii   PQVS
596  0x0000c354 0x1000c354 5   6    .text   ascii   Q\f\vU\b
597  0x0000c390 0x1000c390 5   6    .text   ascii   t\vj\bV
598  0x0000c44d 0x1000c44d 5   7    .text   utf8    B؉]\bC blocks=Basic Latin,Arabic
599  0x0000c48f 0x1000c48f 5   7    .text   utf8    3ۋE\bV blocks=Basic Latin,Arabic
600  0x0000c59d 0x1000c59d 5   7    .text   utf8    B؉]\bC blocks=Basic Latin,Arabic
601  0x0000c5df 0x1000c5df 5   7    .text   utf8    3ۋE\bV blocks=Basic Latin,Arabic
602  0x0000c657 0x1000c657 5   6    .text   ascii   Q\bSVW
603  0x0000c6ed 0x1000c6ed 5   7    .text   utf8    B؉]\bC blocks=Basic Latin,Arabic
604  0x0000c72f 0x1000c72f 5   7    .text   utf8    3ۋE\bV blocks=Basic Latin,Arabic
605  0x0000c8bb 0x1000c8bb 4   5    .text   ascii   DSVW
606  0x0000c8cc 0x1000c8cc 4   5    .text   ascii   <-u\a
607  0x0000c8f7 0x1000c8f7 4   5    .text   ascii   <\v0u
608  0x0000c967 0x1000c967 4   5    .text   ascii   |$4j
609  0x0000ca6c 0x1000ca6c 4   5    .text   ascii   L$8Q
610  0x0000ca7f 0x1000ca7f 4   5    .text   ascii   C\$8
611  0x0000cace 0x1000cace 4   5    .text   ascii   L$0;
612  0x0000caf5 0x1000caf5 5   6    .text   ascii   Ct$ +
613  0x0000cb29 0x1000cb29 4   5    .text   ascii   L$$j
614  0x0000cb30 0x1000cb30 4   5    .text   ascii   t$$j
615  0x0000cb42 0x1000cb42 4   7    .text   utf8    NË؊\v blocks=Basic Latin,Latin-1 Supplement,Arabic
616  0x0000cb91 0x1000cb91 4   5    .text   ascii   t>WV
617  0x0000cbab 0x1000cbab 4   5    .text   ascii   L$83
618  0x0000cbb7 0x1000cbb7 5   6    .text   ascii   CL$<Q
619  0x0000cbc2 0x1000cbc2 5   6    .text   ascii   D$8PS
620  0x0000cbd7 0x1000cbd7 4   5    .text   ascii   D$ R
621  0x0000cbdc 0x1000cbdc 5   6    .text   ascii   CD$$P
622  0x0000cbfa 0x1000cbfa 5   6    .text   ascii   D$8PS
623  0x0000cc11 0x1000cc11 4   5    .text   ascii   D$ R
624  0x0000cc16 0x1000cc16 5   6    .text   ascii   CD$$P
625  0x0000cc50 0x1000cc50 5   6    .text   ascii   CD$ +
626  0x0000cc5f 0x1000cc5f 6   7    .text   ascii   D$$RPS
627  0x0000cc7c 0x1000cc7c 4   5    .text   ascii   PQVS
628  0x0000cca3 0x1000cca3 4   5    .text   ascii   L$8B
629  0x0000ccbf 0x1000ccbf 4   5    .text   ascii   wdRQ
630  0x0000ccea 0x1000ccea 4   5    .text   ascii   L$ B
631  0x0000cda9 0x1000cda9 4   5    .text   ascii   $ \fX
632  0x0000cddc 0x1000cddc 4   5    .text   ascii   <-u\a
633  0x0000ce13 0x1000ce13 4   5    .text   ascii   <\v0u
634  0x0000ce4f 0x1000ce4f 4   7    .text   utf8    L$ 詺 blocks=Basic Latin,CJK Unified Ideographs
635  0x0000ce66 0x1000ce66 4   6    .text   utf8    ˉ\$$ blocks=Spacing Modifier Letters,Basic Latin
636  0x0000ce71 0x1000ce71 4   5    .text   ascii   D$ P
637  0x0000ceb8 0x1000ceb8 4   5    .text   ascii   t$Dj
638  0x0000cf72 0x1000cf72 4   6    .text   utf8    CKM 
639  0x0000cfc5 0x1000cfc5 4   5    .text   ascii   L$HQ
640  0x0000cfe7 0x1000cfe7 4   6    .text   utf8    ҃|$D blocks=Cyrillic,Basic Latin
641  0x0000cff2 0x1000cff2 5   6    .text   ascii   CL$0;
642  0x0000cffc 0x1000cffc 4   5    .text   ascii   D|$(
643  0x0000d00a 0x1000d00a 4   5    .text   ascii   C\$H
644  0x0000d03e 0x1000d03e 4   5    .text   ascii   L$@;
645  0x0000d065 0x1000d065 5   6    .text   ascii   Ct$0+
646  0x0000d099 0x1000d099 4   5    .text   ascii   L$4j
647  0x0000d0a0 0x1000d0a0 4   5    .text   ascii   t$4j
648  0x0000d104 0x1000d104 4   5    .text   ascii   t>VW
649  0x0000d11e 0x1000d11e 4   5    .text   ascii   L$H3
650  0x0000d12a 0x1000d12a 5   6    .text   ascii   CL$LQ
651  0x0000d135 0x1000d135 5   6    .text   ascii   D$HPS
652  0x0000d14a 0x1000d14a 4   5    .text   ascii   D$0R
653  0x0000d14f 0x1000d14f 5   6    .text   ascii   CD$4P
654  0x0000d16d 0x1000d16d 5   6    .text   ascii   D$HPS
655  0x0000d184 0x1000d184 4   5    .text   ascii   D$0R
656  0x0000d189 0x1000d189 5   6    .text   ascii   CD$4P
657  0x0000d1c3 0x1000d1c3 5   6    .text   ascii   CD$0+
658  0x0000d1d2 0x1000d1d2 6   7    .text   ascii   D$4RPS
659  0x0000d1ef 0x1000d1ef 4   5    .text   ascii   PQVS
660  0x0000d219 0x1000d219 4   5    .text   ascii   L$HB
661  0x0000d235 0x1000d235 4   5    .text   ascii   wdRQ
662  0x0000d260 0x1000d260 4   5    .text   ascii   L$0B
663  0x0000d316 0x1000d316 4   6    .text   utf8    M\fME
664  0x0000d35b 0x1000d35b 4   6    .text   utf8    M\fMe
665  0x0000d40a 0x1000d40a 4   5    .text   ascii   \bSVW
666  0x0000d529 0x1000d529 4   5    .text   ascii   SVWj
667  0x0000d578 0x1000d578 4   5    .text   ascii   ;y\fs
668  0x0000d59a 0x1000d59a 4   5    .text   ascii   ;x\fs
669  0x0000d66a 0x1000d66a 4   5    .text   ascii   0SVW
