[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
4555 0x0001e6a8 0x0041f4a8 4   5    .text   ascii   D$PH
4556 0x0001e6be 0x0041f4be 4   5    .text   ascii   v<PH
4557 0x0001e6d3 0x0041f4d3 5   6    .text   ascii   d$hPH
4558 0x0001e741 0x0041f541 5   6    .text   ascii   \f>1PH
4559 0x0001e7b8 0x0041f5b8 6   8    .text   utf8    ؉\$hPH blocks=Arabic,Basic Latin
4560 0x0001e828 0x0041f628 5   7    .text   utf8    HǄ$PH blocks=Basic Latin,Latin Extended-B
4561 0x0001e85b 0x0041f65b 4   5    .text   ascii   D$hH
4562 0x0001e877 0x0041f677 4   5    .text   ascii   D$PH
4563 0x0001e897 0x0041f697 4   6    .text   utf8    AǆPH blocks=Basic Latin,Latin Extended-B
4564 0x0001e8c1 0x0041f6c1 4   5    .text   ascii   T$xL
4565 0x0001e963 0x0041f763 5   6    .text   ascii   D$(PH
4566 0x0001e96d 0x0041f76d 6   7    .text   ascii   D$0HPH
4567 0x0001e9fd 0x0041f7fd 5   6    .text   ascii   D$0PH
4568 0x0001ea13 0x0041f813 5   6    .text   ascii   D$ PH
4569 0x0001ea1e 0x0041f81e 5   6    .text   ascii   D$(PH
4570 0x0001ea30 0x0041f830 4   5    .text   ascii   T$8I
4571 0x0001ea40 0x0041f840 4   5    .text   ascii   t+PH
4572 0x0001ea7b 0x0041f87b 5   7    .text   utf8    HǄ$PH blocks=Basic Latin,Latin Extended-B
4573 0x0001eae5 0x0041f8e5 5   6    .text   ascii   D$xPH
4574 0x0001eafb 0x0041f8fb 5   6    .text   ascii   L$xPH
4575 0x0001eb01 0x0041f901 4   5    .text   ascii   T$xL
4576 0x0001eb67 0x0041f967 4   5    .text   ascii   D$@ 
4577 0x0001ebac 0x0041f9ac 4   5    .text   ascii   D$PH
4578 0x0001ebb7 0x0041f9b7 4   5    .text   ascii   D$PH
4579 0x0001ebc2 0x0041f9c2 4   5    .text   ascii   D$PH
4580 0x0001ebcd 0x0041f9cd 4   5    .text   ascii   D$PH
4581 0x0001ebd8 0x0041f9d8 4   5    .text   ascii   D$PH
4582 0x0001ebe2 0x0041f9e2 5   6    .text   ascii   D$PPH
4583 0x0001ebe9 0x0041f9e9 4   5    .text   ascii   D$XI
4584 0x0001ebf9 0x0041f9f9 4   5    .text   ascii   tIPH
4585 0x0001ec99 0x0041fa99 4   5    .text   ascii   t PH
4586 0x0001ed5f 0x0041fb5f 4   5    .text   ascii   D$PH
4587 0x0001ed75 0x0041fb75 4   5    .text   ascii   D$PH
4588 0x0001ed7f 0x0041fb7f 5   6    .text   ascii   D$(PH
4589 0x0001ed8a 0x0041fb8a 5   6    .text   ascii   D$0PH
4590 0x0001ed95 0x0041fb95 5   6    .text   ascii   D$8PH
4591 0x0001eda0 0x0041fba0 5   6    .text   ascii   D$@PH
4592 0x0001edc0 0x0041fbc0 6   7    .text   ascii   D$PEPH
4593 0x0001ee2d 0x0041fc2d 4   5    .text   ascii   D$ I
4594 0x0001ee6b 0x0041fc6b 5   7    .text   utf8    HǄ$PH blocks=Basic Latin,Latin Extended-B
4595 0x0001eeb8 0x0041fcb8 6   7    .text   ascii   L$xEPH
4596 0x0001eedb 0x0041fcdb 4   5    .text   ascii   vbPH
4597 0x0001ef26 0x0041fd26 5   7    .text   utf8    Ǆ$\bPH blocks=Latin Extended-B,Basic Latin
4598 0x0001ef48 0x0041fd48 4   6    .text   utf8    Ǆ$PH blocks=Latin Extended-B,Basic Latin
4599 0x0001ef69 0x0041fd69 4   6    .text   utf8    HǄPH blocks=Basic Latin,Latin Extended-B
4600 0x0001ef8a 0x0041fd8a 4   6    .text   utf8    HǄPH blocks=Basic Latin,Latin Extended-B
4601 0x0001efa6 0x0041fda6 4   6    .text   utf8    HǄPH blocks=Basic Latin,Latin Extended-B
4602 0x0001efc8 0x0041fdc8 4   5    .text   ascii   $ PH
4603 0x0001efcd 0x0041fdcd 5   6    .text   ascii   UWVSH
4604 0x0001efd8 0x0041fdd8 10  11   .text   ascii   AWAVAUATPH
4605 0x0001efee 0x0041fdee 5   7    .text   utf8    A]A^Ð blocks=Basic Latin,Latin-1 Supplement
4606 0x0001effd 0x0041fdfd 6   7    .text   ascii   [_A\PH
4607 0x0001f02b 0x0041fe2b 4   5    .text   ascii   nCPH
4608 0x0001f0ba 0x0041feba 4   5    .text   ascii   u0PH
4609 0x0001f0e0 0x0041fee0 5   6    .text   ascii   D$`PH
4610 0x0001f106 0x0041ff06 6   7    .text   ascii   L$XHPH
4611 0x0001f112 0x0041ff12 5   6    .text   ascii   T$8PH
4612 0x0001f118 0x0041ff18 4   5    .text   ascii   |$(H
4613 0x0001f133 0x0041ff33 5   6    .text   ascii   T$`PH
4614 0x0001f155 0x0041ff55 4   5    .text   ascii   D$PH
4615 0x0001f15b 0x0041ff5b 4   5    .text   ascii   D$(`
4616 0x0001f17d 0x0041ff7d 4   5    .text   ascii   D$(`
4617 0x0001f197 0x0041ff97 4   5    .text   ascii   t PH
4618 0x0001f1fb 0x0041fffb 4   5    .text   ascii   L$PH
4619 0x0001f211 0x00420011 4   5    .text   ascii   L$PH
4620 0x0001f21b 0x0042001b 5   6    .text   ascii   D$xPH
4621 0x0001f272 0x00420072 5   7    .text   utf8    AǄ$PH blocks=Basic Latin,Latin Extended-B
4622 0x0001f2ae 0x004200ae 4   5    .text   ascii   l$PH
4623 0x0001f2dd 0x004200dd 5   6    .text   ascii   D$XPH
4624 0x0001f372 0x00420172 5   6    .text   ascii   UATWS
4625 0x0001f378 0x00420178 4   5    .text   ascii   NsPH
4626 0x0001f388 0x00420188 7   8    .text   ascii   \A]A^A_
4627 0x0001f396 0x00420196 7   8    .text   ascii   [^_]APH
4628 0x0001f4a1 0x004202a1 4   5    .text   ascii   E1PH
4629 0x0001f4e8 0x004202e8 4   5    .text   ascii   t$ M
4630 0x0001f509 0x00420309 4   5    .text   ascii   l$(D
4631 0x0001f540 0x00420340 5   6    .text   ascii   D$8PH
4632 0x0001f554 0x00420354 4   5    .text   ascii   t$HH
4633 0x0001f562 0x00420362 4   5    .text   ascii   \$PH
4634 0x0001f597 0x00420397 6   7    .text   ascii   l$ DPH
4635 0x0001f5bf 0x004203bf 5   6    .text   ascii   D$8PH
4636 0x0001f5d3 0x004203d3 4   5    .text   ascii   t$HH
4637 0x0001f5e1 0x004203e1 4   5    .text   ascii   \$PH
4638 0x0001f5e7 0x004203e7 5   6    .text   ascii   T$0E1
4639 0x0001f5f7 0x004203f7 4   5    .text   ascii   \b\bPH
4640 0x0001f65f 0x0042045f 4   5    .text   ascii   D$(A
4641 0x0001f704 0x00420504 5   6    .text   ascii   D$ PH
4642 0x0001f73b 0x0042053b 5   6    .text   ascii   D$0PH
4643 0x0001f773 0x00420573 4   5    .text   ascii   D$PH
4644 0x0001f77d 0x0042057d 5   6    .text   ascii   D$0PH
4645 0x0001f7a4 0x004205a4 4   5    .text   ascii   D$ \b
4646 0x0001f7d6 0x004205d6 4   5    .text   ascii   D$PH
4647 0x0001f854 0x00420654 4   6    .text   utf8    HǄPH blocks=Basic Latin,Latin Extended-B
4648 0x0001f891 0x00420691 4   6    .text   utf8    Ǆ$PH blocks=Latin Extended-B,Basic Latin
4649 0x0001f911 0x00420711 4   5    .text   ascii   L$xH
4650 0x0001f929 0x00420729 4   5    .text   ascii   D$pH
4651 0x0001f942 0x00420742 4   5    .text   ascii   D$PH
4652 0x0001f977 0x00420777 6   7    .text   ascii   L$xEPH
4653 0x0001f984 0x00420784 4   5    .text   ascii   |$PH
4654 0x0001f9ca 0x004207ca 5   7    .text   utf8    HǄ$PH blocks=Basic Latin,Latin Extended-B
4655 0x0001f9e6 0x004207e6 5   7    .text   utf8    HǄ$PH blocks=Basic Latin,Latin Extended-B
4656 0x0001fa71 0x00420871 5   6    .text   ascii   UWVSH
4657 0x0001fa7c 0x0042087c 10  11   .text   ascii   AWAVAUATPH
4658 0x0001fa92 0x00420892 10  11   .text   ascii   _]A\A]A^PH
4659 0x0001faa3 0x004208a3 4   5    .text   ascii   [^PH
4660 0x0001fada 0x004208da 4   5    .text   ascii   L$PH
4661 0x0001fae0 0x004208e0 4   5    .text   ascii   T$PL
4662 0x0001fafb 0x004208fb 4   5    .text   ascii   $\tPH
4663 0x0001fb01 0x00420901 4   5    .text   ascii   L$8H
4664 0x0001fb16 0x00420916 4   5    .text   ascii   L$8H
4665 0x0001fb3d 0x0042093d 4   5    .text   ascii   L$PH
4666 0x0001fb69 0x00420969 4   5    .text   ascii   D$PH
4667 0x0001fb6f 0x0042096f 4   5    .text   ascii   t$hH
4668 0x0001fb74 0x00420974 4   5    .text   ascii   D$PH
4669 0x0001fb7d 0x0042097d 6   7    .text   ascii   D$`LPH
4670 0x0001fbd7 0x004209d7 4   5    .text   ascii   L$PH
4671 0x0001fbed 0x004209ed 4   5    .text   ascii   .LPH
4672 0x0001fc0a 0x00420a0a 7   9    .text   utf8    D$8AǆPH blocks=Basic Latin,Latin Extended-B
4673 0x0001fc2d 0x00420a2d 6   7    .text   ascii   D$PMPH
4674 0x0001fc81 0x00420a81 6   8    .text   utf8    $81\nL5
4675 0x0001fcb3 0x00420ab3 4   5    .text   ascii   L$PH
4676 0x0001fcbb 0x00420abb 4   5    .text   ascii    u&L
4677 0x0001fcdd 0x00420add 6   7    .text   ascii    u^HPH
4678 0x0001fcf5 0x00420af5 4   5    .text   ascii   A9PH
4679 0x0001fd06 0x00420b06 4   5    .text   ascii   L$8H
4680 0x0001fd0b 0x00420b0b 4   5    .text   ascii   D$PH
4681 0x0001fd21 0x00420b21 4   5    .text   ascii   V{PH
4682 0x0001fd37 0x00420b37 4   5    .text   ascii   f{PH
4683 0x0001fd3c 0x00420b3c 4   5    .text   ascii   $rHc
4684 0x0001fd84 0x00420b84 4   5    .text   ascii   H)PH
4685 0x0001fd89 0x00420b89 10  11   .text   ascii   VAUATUWVPH
4686 0x0001fdac 0x00420bac 8   9    .text   ascii   x[^_A\PH
4687 0x0001fdcc 0x00420bcc 6   7    .text   ascii   |$0MZu
4688 0x0001fe02 0x00420c02 4   5    .text   ascii   T$lI
4689 0x0001fe13 0x00420c13 4   5    .text   ascii   HcPH
4690 0x0001fe55 0x00420c55 4   5    .text   ascii   D$PH
4691 0x0001fe66 0x00420c66 6   7    .text   ascii   HcT$lI
4692 0x0001fe80 0x00420c80 5   6    .text   ascii   D$ PH
4693 0x0001fe88 0x00420c88 4   5    .text   ascii   D$(A
4694 0x0001fe92 0x00420c92 4   5    .text   ascii   D$0H
4695 0x0001feb2 0x00420cb2 6   7    .text   ascii   ATWVSH
4696 0x0001fec8 0x00420cc8 6   8    .text   utf8    8A\A]Ð blocks=Basic Latin,Latin-1 Supplement
4697 0x0001fef7 0x00420cf7 4   5    .text   ascii   T$(L
4698 0x0001ff68 0x00420d68 4   5    .text   ascii   l$PH
4699 0x0001ff78 0x00420d78 5   6    .text   ascii   AUATH
4700 0x0001ff83 0x00420d83 4   6    .text   utf8    \A]Ð blocks=Basic Latin,Latin-1 Supplement
4701 0x0001ff93 0x00420d93 5   6    .text   ascii   [_APH
4702 0x0001ffdd 0x00420ddd 4   5    .text   ascii   T$0L
4703 0x0002007b 0x00420e7b 4   5    .text   ascii   H\bPH
4704 0x00020083 0x00420e83 4   5    .text   ascii   D$8L
4705 0x000200f3 0x00420ef3 5   6    .text   ascii   L$@PH
4706 0x0002011b 0x00420f1b 4   5    .text   ascii   D$8H
4707 0x0002014c 0x00420f4c 4   5    .text   ascii   L$PH
4708 0x000201aa 0x00420faa 4   5    .text   ascii   D$8L
4709 0x000201f8 0x00420ff8 4   5    .text   ascii   D$8L
4710 0x00020268 0x00421068 6   7    .text   ascii   L$@APH
4711 0x00020296 0x00421096 4   5    .text   ascii   D$PH
4712 0x000202c2 0x004210c2 4   5    .text   ascii   D$PH
4713 0x00020303 0x00421103 5   6    .text   ascii   d$0PH
4714 0x0002030e 0x0042110e 5   6    .text   ascii   L$(PH
4715 0x00020314 0x00421114 4   6    .text   utf8    Aǅ4\r blocks=Basic Latin,Latin Extended-B
4716 0x00020324 0x00421124 5   6    .text   ascii   \$8PH
4717 0x0002034f 0x0042114f 6   7    .text   ascii   L$(HPH
4718 0x00020367 0x00421167 4   5    .text   ascii   D$PH
4719 0x00020382 0x00421182 7   8    .text   ascii   AUATWSH
4720 0x00020398 0x00421198 10  11   .text   ascii   ]A\A]A^APH
4721 0x000203a8 0x004211a8 5   6    .text   ascii   [^_PH
4722 0x00020453 0x00421253 4   5    .text   ascii   |$ I
4723 0x0002046f 0x0042126f 4   5    .text   ascii   D$PH
4724 0x00020482 0x00421282 6   8    .text   utf8    ɉD$(PH blocks=Latin Extended-B,Basic Latin
4725 0x0002048b 0x0042128b 4   5    .text   ascii   D$0A
4726 0x000204e8 0x004212e8 4   5    .text   ascii   A9PH
4727 0x00020555 0x00421355 5   6    .text   ascii   D$TPH
4728 0x00020596 0x00421396 6   7    .text   ascii   D$@HPH
4729 0x000205bf 0x004213bf 4   5    .text   ascii   l$ I
4730 0x000205d9 0x004213d9 5   6    .text   ascii   D$ PH
4731 0x000205fa 0x004213fa 4   6    .text   utf8    IDPH
4732 0x00020602 0x00421402 7   9    .text   utf8    \tD$0APH
4733 0x00020679 0x00421479 5   7    .text   utf8    ID$(D
4734 0x00020694 0x00421494 4   6    .text   utf8    \tDPH
4735 0x0002069c 0x0042149c 4   5    .text   ascii   D$LL
4736 0x000206ec 0x004214ec 5   6    .text   ascii   =L\bPH
4737 0x00020701 0x00421501 6   7    .text   ascii   D$ EPH
4738 0x00020716 0x00421516 4   5    .text   ascii   D$(H
4739 0x00020729 0x00421529 4   5    .text   ascii   D$0H
4740 0x0002072f 0x0042152f 4   5    .text   ascii   @\bPH
4741 0x00020750 0x00421550 4   5    .text   ascii   L\bPH
4742 0x00020787 0x00421587 4   5    .text   ascii   E1PH
4743 0x00020792 0x00421592 4   5    .text   ascii   L$PH
4744 0x000207cd 0x004215cd 5   7    .text   utf8    HǄ$PH blocks=Basic Latin,Latin Extended-B
4745 0x000207e4 0x004215e4 4   5    .text   ascii   t$`P
4746 0x000207f5 0x004215f5 4   6    .text   utf8    HǄPH blocks=Basic Latin,Latin Extended-B
4747 0x00020849 0x00421649 8   10   .text   utf8    t$Tǁ4\rPH blocks=Basic Latin,Latin Extended-B
4748 0x00020857 0x00421657 6   7    .text   ascii   |$`LPH
4749 0x0002087f 0x0042167f 5   6    .text   ascii   UWVSH
4750 0x0002088a 0x0042168a 10  11   .text   ascii   AWAVAUATPH
4751 0x000208a0 0x004216a0 10  11   .text   ascii   ^A\A]A^APH
4752 0x000208b1 0x004216b1 4   5    .text   ascii   ([PH
4753 0x00020956 0x00421756 4   5    .text   ascii   A9PH
4754 0x0002095e 0x0042175e 4   5    .text   ascii    u.H
4755 0x00020977 0x00421777 4   5    .text   ascii   A9PH
4756 0x00020a27 0x00421827 4   5    .text   ascii   5MPH
4757 0x00020a6e 0x0042186e 10  11   .text   ascii   AWAVAUATPH
4758 0x00020a8f 0x0042188f 10  11   .text   ascii   [A\A]A^APH
4759 0x00020ae2 0x004218e2 4   5    .text   ascii   T$PH
4760 0x00020b5b 0x0042195b 4   5    .text   ascii   taPH
4761 0x00020b7c 0x0042197c 4   5    .text   ascii   tyPH
4762 0x00020b8c 0x0042198c 4   6    .text   utf8    Aǅ4\r blocks=Basic Latin,Latin Extended-B
4763 0x00020bbd 0x004219bd 5   6    .text   ascii    u2PH
4764 0x00020c16 0x00421a16 4   5    .text   ascii   LcPH
4765 0x00020c52 0x00421a52 10  11   .text   ascii   AWAVAUATPH
4766 0x00020c5d 0x00421a5d 9   11   .text   utf8    _]A\A]ÐPH blocks=Basic Latin,Latin-1 Supplement
4767 0x00020c6d 0x00421a6d 5   6    .text   ascii   ([^PH
4768 0x00020c73 0x00421a73 5   6    .text   ascii   ]A\A]
4769 0x00020c82 0x00421a82 6   7    .text   ascii   ([^_PH
4770 0x00020ce2 0x00421ae2 8   10   .text   utf8    }8HcӀ<PH blocks=Basic Latin,Cyrillic
4771 0x00020cfd 0x00421afd 4   5    .text   ascii   tbPH
4772 0x00020d2e 0x00421b2e 10  11   .text   ascii   AUATUWVSPH
4773 0x00020d52 0x00421b52 7   8    .text   ascii   8A\A]PH
4774 0x00020d81 0x00421b81 4   5    .text   ascii   T$PH
4775 0x00020e05 0x00421c05 4   5    .text   ascii   txPH
4776 0x00020e20 0x00421c20 5   6    .text   ascii   AUATH
4777 0x00020e45 0x00421c45 6   7    .text   ascii   8[^_PH
4778 0x00020ec0 0x00421cc0 4   5    .text   ascii   D$PH
4779 0x00020ec8 0x00421cc8 7   8    .text   ascii   qt9qpPH
4780 0x00020f0c 0x00421d0c 5   6    .text   ascii   AhHPH
4781 0x00020f12 0x00421d12 5   6    .text   ascii   UWVSH
4782 0x00020f28 0x00421d28 5   7    .text   utf8    A]A^Ð blocks=Basic Latin,Latin-1 Supplement
4783 0x00020f37 0x00421d37 6   7    .text   ascii   [_A\PH
4784 0x00020ff4 0x00421df4 4   5    .text   ascii   D$PH
4785 0x00021013 0x00421e13 6   7    .text   ascii   |$XLPH
4786 0x00021029 0x00421e29 6   7    .text   ascii   T$HHPH
4787 0x0002103e 0x00421e3e 4   5    .text   ascii   D$HH
4788 0x00021083 0x00421e83 4   5    .text   ascii   L$PH
4789 0x000210af 0x00421eaf 4   5    .text   ascii   k8PH
4790 0x000210ca 0x00421eca 4   5    .text   ascii   D$8H
4791 0x000210cf 0x00421ecf 5   6    .text   ascii   D$ PH
4792 0x000210e0 0x00421ee0 4   5    .text   ascii   D$DH
4793 0x000210e5 0x00421ee5 5   6    .text   ascii   L$PPH
4794 0x00021128 0x00421f28 4   5    .text   ascii   S PH
4795 0x00021185 0x00421f85 5   6    .text   ascii   D$PPH
4796 0x0002118c 0x00421f8c 4   5    .text   ascii   |$<L
4797 0x000211a7 0x00421fa7 4   5    .text   ascii   D$PH
4798 0x000211c8 0x00421fc8 4   5    .text   ascii   D$PH
4799 0x00021225 0x00422025 10  11   .text   ascii   AVAUATWSPH
4800 0x0002125c 0x0042205c 4   6    .text   utf8    ]A^Ð blocks=Basic Latin,Latin-1 Supplement
4801 0x0002126b 0x0042206b 6   7    .text   ascii    A\APH
4802 0x0002127e 0x0042207e 4   5    .text   ascii   t\vE1
4803 0x000212bf 0x004220bf 7   8    .text   ascii   AVAUATH
4804 0x000212e5 0x004220e5 5   6    .text   ascii   \f\nBPH
4805 0x000212f1 0x004220f1 4   5    .text   ascii   M9PH
4806 0x0002130c 0x0042210c 10  11   .text   ascii   ^_A\A]A^PH
4807 0x0002131d 0x0042211d 4   5    .text   ascii   P[PH
4808 0x00021368 0x00422168 6   7    .text   ascii   T$@HPH
4809 0x0002138b 0x0042218b 4   5    .text   ascii   L$PH
4810 0x000213ac 0x004221ac 4   5    .text   ascii   L$PH
4811 0x0002147c 0x0042227c 5   6    .text   ascii   T$HPH
4812 0x00021488 0x00422288 4   5    .text   ascii   D$PH
4813 0x000214be 0x004222be 5   6    .text   ascii   u,HPH
4814 0x000214c4 0x004222c4 4   5    .text   ascii   T$:L
4815 0x00021541 0x00422341 5   7    .text   utf8    ~ي\fPH blocks=Basic Latin,Arabic
4816 0x00021559 0x00422359 4   5    .text   ascii    uPH
4817 0x0002165b 0x0042245b 4   5    .text   ascii   D$Nk
4818 0x00021668 0x00422468 5   6    .text   ascii   D$Lor
4819 0x00021672 0x00422472 9   10   .text   ascii   D$HnetwPH
4820 0x00021680 0x00422480 6   7    .text   ascii   D$>lPH
4821 0x0002168b 0x0042248b 6   7    .text   ascii   D$:lPH
4822 0x00021698 0x00422498 4   5    .text   ascii   D$PH
4823 0x000216d4 0x004224d4 4   5    .text   ascii   WVSH
4824 0x000216da 0x004224da 4   5    .text   ascii   PHPH
4825 0x000216df 0x004224df 10  11   .text   ascii   AWAVAUATPH
4826 0x000216f5 0x004224f5 4   6    .text   utf8    ]A\Ð blocks=Basic Latin,Latin-1 Supplement
4827 0x00021704 0x00422504 6   7    .text   ascii   @[^_PH
4828 0x00021748 0x00422548 4   5    .text   ascii   L$PH
4829 0x00021773 0x00422573 5   6    .text   ascii   t\vHPH
4830 0x000217a6 0x004225a6 4   5    .text   ascii   l$(H
4831 0x000217ab 0x004225ab 4   5    .text   ascii   D$PH
4832 0x000217b4 0x004225b4 6   7    .text   ascii   |$6HPH
4833 0x000217c6 0x004225c6 4   6    .text   utf8    6ǁ4\r blocks=Basic Latin,Latin Extended-B
4834 0x000217d7 0x004225d7 4   5    .text   ascii   |$PH
4835 0x000217e7 0x004225e7 7   8    .text   ascii   ATUWVSH
4836 0x000217fd 0x004225fd 9   11   .text   utf8    A]A^A_ÐPH blocks=Basic Latin,Latin-1 Supplement
4837 0x0002180a 0x0042260a 8   9    .text   ascii   [^_]A\PH
4838 0x0002182f 0x0042262f 4   5    .text   ascii   L$PH
4839 0x00021835 0x00422635 4   5    .text   ascii   T$hL
4840 0x000218f1 0x004226f1 6   9    .text   utf8    D$ 薻PH blocks=Basic Latin,CJK Unified Ideographs
4841 0x0002190b 0x0042270b 4   5    .text   ascii   D$PH
4842 0x0002192b 0x0042272b 5   6    .text   ascii   t$8PH
4843 0x0002194c 0x0042274c 5   6    .text   ascii   |$@PH
4844 0x00021979 0x00422779 4   5    .text   ascii   T$PH
4845 0x00021997 0x00422797 4   5    .text   ascii   T$PH
4846 0x000219ac 0x004227ac 4   5    .text   ascii   L$XH
4847 0x000219e4 0x004227e4 7   8    .text   ascii   L$pE1PH
4848 0x00021a23 0x00422823 5   6    .text   ascii   D$0PH
4849 0x00021a38 0x00422838 5   7    .text   utf8    E1ɺPH blocks=Basic Latin,IPA Extensions
4850 0x00021a4c 0x0042284c 4   5    .text   ascii   t$ L
4851 0x00021ab2 0x004228b2 5   6    .text   ascii   D$(PH
4852 0x00021ae5 0x004228e5 4   5    .text   ascii   t$8L
4853 0x00021b21 0x00422921 4   5    .text   ascii   T$PH
4854 0x00021b3d 0x0042293d 4   5    .text   ascii   T$xH
4855 0x00021b42 0x00422942 4   5    .text   ascii   T$PH
4856 0x00021b4b 0x0042294b 6   7    .text   ascii   L$XHPH
4857 0x00021b77 0x00422977 6   7    .text   ascii   L$pEPH
4858 0x00021bf2 0x004229f2 4   5    .text   ascii   t$PH
4859 0x00021c07 0x00422a07 4   6    .text   utf8    19PH
4860 0x00021c44 0x00422a44 4   6    .text   utf8    Aǆ4\r blocks=Basic Latin,Latin Extended-B
4861 0x00021c74 0x00422a74 5   7    .text   utf8    fǄDPH blocks=Basic Latin,Latin Extended-B
4862 0x00021d05 0x00422b05 4   5    .text   ascii   T$PH
4863 0x00021dc5 0x00422bc5 5   6    .text   ascii   D$hPH
4864 0x00021de2 0x00422be2 4   5    .text   ascii   l$hI
4865 0x00021e02 0x00422c02 5   6    .text   ascii   UWVSH
4866 0x00021e0d 0x00422c0d 10  11   .text   ascii   AWAVAUATPH
4867 0x00021e25 0x00422c25 8   9    .text   ascii   [^A\A]PH
4868 0x00021e5f 0x00422c5f 5   6    .text   ascii   T$ PH
4869 0x00021ec3 0x00422cc3 4   5    .text   ascii   t-PH
4870 0x00021ece 0x00422cce 4   5    .text   ascii   (IPH
4871 0x00021ee3 0x00422ce3 5   6    .text   ascii   5^=PH
4872 0x00021f1b 0x00422d1b 4   5    .text   ascii   u^PH
4873 0x00021f36 0x00422d36 5   6    .text   ascii   D$ PH
4874 0x00021f40 0x00422d40 6   7    .text   ascii   d$ HPH
4875 0x00021f7e 0x00422d7e 10  11   .text   ascii   AVAUATVSPH
4876 0x00021fa2 0x00422da2 7   8    .text   ascii   8A\A]PH
4877 0x00021fd1 0x00422dd1 4   5    .text   ascii   T$PH
4878 0x0002205a 0x00422e5a 5   6    .text   ascii   AUATH
4879 0x00022073 0x00422e73 7   8    .text   ascii   8A\A]PH
4880 0x000220a2 0x00422ea2 4   5    .text   ascii   T$PH
4881 0x0002213c 0x00422f3c 4   5    .text   ascii   D$PH
4882 0x00022152 0x00422f52 4   5    .text   ascii   vgPH
4883 0x000221a5 0x00422fa5 5   7    .text   utf8    AǄ$@\r blocks=Basic Latin,Latin Extended-B
4884 0x000221d0 0x00422fd0 5   6    .text   ascii   D$(PH
4885 0x000221da 0x00422fda 6   7    .text   ascii   l$(HPH
4886 0x000221f7 0x00422ff7 5   6    .text   ascii   AUATH
4887 0x00022202 0x00423002 6   8    .text   utf8    ]A^A_Ð blocks=Basic Latin,Latin-1 Supplement
4888 0x0002220d 0x0042300d 10  11   .text   ascii   h[^_]A\APH
4889 0x0002223c 0x0042303c 4   5    .text   ascii   T$XL
4890 0x00022251 0x00423051 4   5    .text   ascii   L$XH
4891 0x00022272 0x00423072 4   5    .text   ascii   L$XH
4892 0x000222d8 0x004230d8 5   6    .text   ascii   L$HPH
4893 0x0002230a 0x0042310a 4   5    .text   ascii   D$@H
4894 0x0002230f 0x0042310f 5   6    .text   ascii   D$ PH
4895 0x00022318 0x00423118 4   5    .text   ascii   D$(H
4896 0x00022326 0x00423126 4   5    .text   ascii   D$PH
4897 0x00022337 0x00423137 4   5    .text   ascii   L$HH
4898 0x0002233c 0x0042313c 4   5    .text   ascii   L$PH
4899 0x00022345 0x00423145 6   7    .text   ascii   D$8LPH
4900 0x00022373 0x00423173 4   5    .text   ascii   L$PH
4901 0x0002237d 0x0042317d 5   6    .text   ascii   l$ PH
4902 0x00022389 0x00423189 4   5    .text   ascii   D$PH
4903 0x0002239a 0x0042319a 4   5    .text   ascii   D$8H
4904 0x000223c8 0x004231c8 4   5    .text   ascii   L$@A
4905 0x000223d2 0x004231d2 7   9    .text   utf8    l$ 1ɋPH blocks=Basic Latin,Latin Extended-B
4906 0x000223f6 0x004231f6 5   6    .text   ascii   D$8PH
4907 0x00022409 0x00423209 6   9    .text   utf8    L$P薹PH blocks=Basic Latin,CJK Unified Ideographs
4908 0x00022440 0x00423240 4   5    .text   ascii   l$4L
4909 0x00022455 0x00423255 9   10   .text   ascii   L$89t$0PH
4910 0x000224b2 0x004232b2 4   5    .text   ascii   D$PH
4911 0x000224bc 0x004232bc 5   6    .text   ascii   D$HPH
4912 0x000224de 0x004232de 4   5    .text   ascii   D$PH
4913 0x000224f0 0x004232f0 4   5    .text   ascii   D$0I
4914 0x00022504 0x00423304 5   6    .text   ascii   UWVSH
4915 0x0002250f 0x0042330f 10  11   .text   ascii   AWAVAUATPH
4916 0x00022525 0x00423325 4   6    .text   utf8    ]A^Ð blocks=Basic Latin,Latin-1 Supplement
