[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000f0 0x000000f0 4   5            ascii   Rich
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 5   6            ascii   .rsrc
6    0x0000029f 0x0000029f 7   8            ascii   @.reloc
7    0x000004ed 0x004010ed 5   11   .text   utf16le jjjjj
1416 0x0001898a 0x0041958a 4   6    .rdata  utf8    EJjت blocks=Basic Latin,Arabic
1417 0x000189bd 0x004195bd 4   5    .rdata  ascii   0+L\v
1418 0x00018a0a 0x0041960a 4   5    .rdata  ascii   =87M
1419 0x00018ac9 0x004196c9 4   6    .rdata  utf8    6zƞ) blocks=Basic Latin,Latin Extended-B
1420 0x00018aea 0x004196ea 6   9    .rdata  utf8    ¨N2Lɭ3 blocks=Latin-1 Supplement,Basic Latin,IPA Extensions
1421 0x00018af7 0x004196f7 6   7    .rdata  ascii   v2!L.2
1422 0x00018b40 0x00419740 4   5    .rdata  ascii   \tcQr
1423 0x00018b79 0x00419779 4   5    .rdata  ascii   X/4B
1424 0x00018bcd 0x004197cd 4   6    .rdata  utf8    ;҉s} blocks=Basic Latin,Cyrillic
1425 0x00018bf9 0x004197f9 4   6    .rdata  utf8    B(Ȏy blocks=Basic Latin,Latin Extended-B
1426 0x00018c17 0x00419817 4   5    .rdata  ascii   k=yI
1427 0x00018c49 0x00419849 4   6    .rdata  utf8    øBnc blocks=Latin-1 Supplement,Basic Latin
1428 0x00018c7a 0x0041987a 5   6    .rdata  ascii   ^<V7w
1429 0x00018ccd 0x004198cd 6   8    .rdata  utf8    W&|.ڋu blocks=Basic Latin,Arabic
1430 0x00018da8 0x004199a8 5   6    .rdata  ascii   1#INF
1431 0x00018db0 0x004199b0 6   7    .rdata  ascii   1#QNAN
1432 0x00018db8 0x004199b8 6   7    .rdata  ascii   1#SNAN
1433 0x00018dc0 0x004199c0 5   6    .rdata  ascii   1#IND
1434 0x00018de0 0x004199e0 5   6    .rdata  ascii   log10
1435 0x00018e38 0x00419a38 7   16   .rdata  utf16le CONOUT$
1436 0x00018f44 0x00419b44 4   5    .rdata  ascii   lzZ?
1437 0x00019038 0x00419c38 5   6    .rdata  ascii   log10
1438 0x00019048 0x00419c48 4   5    .rdata  ascii   asin
1439 0x00019050 0x00419c50 4   5    .rdata  ascii   acos
1440 0x00019058 0x00419c58 4   5    .rdata  ascii   sqrt
1441 0x0001909c 0x00419c9c 4   5    .rdata  ascii   \tk8=
1442 0x000190cb 0x00419ccb 5   6    .rdata  ascii   \tQ*\e=
1443 0x000190dc 0x00419cdc 4   5    .rdata  ascii   b6\b=
1444 0x00019173 0x00419d73 4   6    .rdata  utf8    N\vָ? blocks=Basic Latin,Hebrew
1445 0x00019187 0x00419d87 6   7    .rdata  ascii   ?5Wg4p
1446 0x00019199 0x00419d99 4   5    .rdata  ascii   Nv$^
1447 0x000191d1 0x00419dd1 4   6    .rdata  utf8     <śm blocks=Basic Latin,Latin Extended-A
1448 0x00019209 0x00419e09 4   5    .rdata  ascii   w(@\t
1449 0x0001924b 0x00419e4b 5   6    .rdata  ascii   BC .=
1450 0x00019269 0x00419e69 4   5    .rdata  ascii   a>-\e
1451 0x00019282 0x00419e82 4   5    .rdata  ascii   (lX 
1452 0x0001934c 0x00419f4c 4   5    .rdata  ascii   #{ =
1453 0x00019351 0x00419f51 4   5    .rdata  ascii   `~R=
1454 0x0001938c 0x00419f8c 4   5    .rdata  ascii   }s"=
1455 0x00019392 0x00419f92 4   5    .rdata  ascii   \tE[\n
1456 0x00019399 0x00419f99 5   6    .rdata  ascii   %S#[k
1457 0x000193e1 0x00419fe1 4   6    .rdata  utf8    x¾/@ blocks=Basic Latin,Latin-1 Supplement
1458 0x000193ea 0x00419fea 6   7    .rdata  ascii   "B <1=
1459 0x000193f9 0x00419ff9 4   5    .rdata  ascii   \-!y
1460 0x0001941a 0x0041a01a 6   7    .rdata  ascii   \f#.X'=
1461 0x0001944c 0x0041a04c 4   5    .rdata  ascii   i9+=
1462 0x00019980 0x0041a580 4   5    .rdata  ascii   sinh
1463 0x00019988 0x0041a588 4   5    .rdata  ascii   cosh
1464 0x00019990 0x0041a590 4   5    .rdata  ascii   tanh
1465 0x00019998 0x0041a598 4   5    .rdata  ascii   atan
1466 0x000199a0 0x0041a5a0 5   6    .rdata  ascii   atan2
1467 0x000199b4 0x0041a5b4 4   5    .rdata  ascii   ceil
1468 0x000199bc 0x0041a5bc 5   6    .rdata  ascii   floor
1469 0x000199c4 0x0041a5c4 4   5    .rdata  ascii   fabs
1470 0x000199cc 0x0041a5cc 4   5    .rdata  ascii   modf
1471 0x000199d4 0x0041a5d4 5   6    .rdata  ascii   ldexp
1472 0x000199dc 0x0041a5dc 5   6    .rdata  ascii   _cabs
1473 0x000199e4 0x0041a5e4 6   7    .rdata  ascii   _hypot
1474 0x000199ec 0x0041a5ec 4   5    .rdata  ascii   fmod
1475 0x000199f4 0x0041a5f4 5   6    .rdata  ascii   frexp
1476 0x00019a08 0x0041a608 5   6    .rdata  ascii   _logb
1477 0x00019a10 0x0041a610 10  11   .rdata  ascii   _nextafter
1478 0x00019b74 0x0041a774 8   9    .rdata  ascii   .text$mn
1479 0x00019b88 0x0041a788 8   9    .rdata  ascii   .idata$5
1480 0x00019b9c 0x0041a79c 6   7    .rdata  ascii   .00cfg
1481 0x00019bac 0x0041a7ac 8   9    .rdata  ascii   .CRT$XCA
1482 0x00019bc0 0x0041a7c0 9   10   .rdata  ascii   .CRT$XCAA
1483 0x00019bd4 0x0041a7d4 8   9    .rdata  ascii   .CRT$XCZ
1484 0x00019be8 0x0041a7e8 8   9    .rdata  ascii   .CRT$XIA
1485 0x00019bfc 0x0041a7fc 9   10   .rdata  ascii   .CRT$XIAA
1486 0x00019c10 0x0041a810 9   10   .rdata  ascii   .CRT$XIAC
1487 0x00019c24 0x0041a824 8   9    .rdata  ascii   .CRT$XIC
1488 0x00019c38 0x0041a838 8   9    .rdata  ascii   .CRT$XIZ
1489 0x00019c4c 0x0041a84c 8   9    .rdata  ascii   .CRT$XPA
1490 0x00019c60 0x0041a860 8   9    .rdata  ascii   .CRT$XPX
1491 0x00019c74 0x0041a874 9   10   .rdata  ascii   .CRT$XPXA
1492 0x00019c88 0x0041a888 8   9    .rdata  ascii   .CRT$XPZ
1493 0x00019c9c 0x0041a89c 8   9    .rdata  ascii   .CRT$XTA
1494 0x00019cb0 0x0041a8b0 8   9    .rdata  ascii   .CRT$XTZ
1495 0x00019cc4 0x0041a8c4 6   7    .rdata  ascii   .rdata
1496 0x00019cd4 0x0041a8d4 13  14   .rdata  ascii   .rdata$sxdata
1497 0x00019cec 0x0041a8ec 13  14   .rdata  ascii   .rdata$voltmd
1498 0x00019d04 0x0041a904 13  14   .rdata  ascii   .rdata$zzzdbg
1499 0x00019d1c 0x0041a91c 8   9    .rdata  ascii   .rtc$IAA
1500 0x00019d30 0x0041a930 8   9    .rdata  ascii   .rtc$IZZ
1501 0x00019d44 0x0041a944 8   9    .rdata  ascii   .rtc$TAA
1502 0x00019d58 0x0041a958 8   9    .rdata  ascii   .rtc$TZZ
1503 0x00019d6c 0x0041a96c 8   9    .rdata  ascii   .xdata$x
1504 0x00019d80 0x0041a980 8   9    .rdata  ascii   .idata$2
1505 0x00019d94 0x0041a994 8   9    .rdata  ascii   .idata$3
1506 0x00019da8 0x0041a9a8 8   9    .rdata  ascii   .idata$4
1507 0x00019dbc 0x0041a9bc 8   9    .rdata  ascii   .idata$6
1508 0x00019dd0 0x0041a9d0 5   6    .rdata  ascii   .data
1509 0x00019de0 0x0041a9e0 4   5    .rdata  ascii   .bss
1510 0x00019df0 0x0041a9f0 8   9    .rdata  ascii   .rsrc$01
1511 0x00019e04 0x0041aa04 8   9    .rdata  ascii   .rsrc$02
1512 0x0001a406 0x0041b006 7   8    .rdata  ascii   NtClose
1513 0x0001a410 0x0041b010 10  11   .rdata  ascii   NtOpenFile
1514 0x0001a41c 0x0041b01c 9   10   .rdata  ascii   ntdll.dll
1515 0x0001a428 0x0041b028 20  21   .rdata  ascii   GetCurrentDirectoryW
1516 0x0001a440 0x0041b040 11  12   .rdata  ascii   CloseHandle
1517 0x0001a44e 0x0041b04e 12  13   .rdata  ascii   GetLastError
1518 0x0001a45e 0x0041b05e 15  16   .rdata  ascii   DeviceIoControl
1519 0x0001a470 0x0041b070 5   6    .rdata  ascii   Sleep
1520 0x0001a478 0x0041b078 17  18   .rdata  ascii   GetCurrentProcess
1521 0x0001a48c 0x0041b08c 19  20   .rdata  ascii   GetCurrentProcessId
1522 0x0001a4a2 0x0041b0a2 14  15   .rdata  ascii   FormatMessageW
1523 0x0001a4b4 0x0041b0b4 8   9    .rdata  ascii   lstrlenW
1524 0x0001a4c0 0x0041b0c0 16  17   .rdata  ascii   GetConsoleWindow
1525 0x0001a4d4 0x0041b0d4 24  25   .rdata  ascii   CreateToolhelp32Snapshot
1526 0x0001a4f0 0x0041b0f0 14  15   .rdata  ascii   Process32First
1527 0x0001a502 0x0041b102 13  14   .rdata  ascii   Process32Next
1528 0x0001a510 0x0041b110 12  13   .rdata  ascii   KERNEL32.dll
1529 0x0001a520 0x0041b120 10  11   .rdata  ascii   ShowWindow
1530 0x0001a52c 0x0041b12c 10  11   .rdata  ascii   USER32.dll
1531 0x0001a53a 0x0041b13a 18  19   .rdata  ascii   CloseServiceHandle
1532 0x0001a550 0x0041b150 14  15   .rdata  ascii   ControlService
1533 0x0001a562 0x0041b162 14  15   .rdata  ascii   CreateServiceW
1534 0x0001a574 0x0041b174 13  14   .rdata  ascii   DeleteService
1535 0x0001a584 0x0041b184 14  15   .rdata  ascii   OpenSCManagerA
1536 0x0001a596 0x0041b196 12  13   .rdata  ascii   OpenServiceW
1537 0x0001a5a6 0x0041b1a6 13  14   .rdata  ascii   StartServiceW
1538 0x0001a5b4 0x0041b1b4 12  13   .rdata  ascii   ADVAPI32.dll
1539 0x0001a5c4 0x0041b1c4 9   10   .rdata  ascii   RtlUnwind
1540 0x0001a5d0 0x0041b1d0 24  25   .rdata  ascii   UnhandledExceptionFilter
1541 0x0001a5ec 0x0041b1ec 27  28   .rdata  ascii   SetUnhandledExceptionFilter
1542 0x0001a60a 0x0041b20a 16  17   .rdata  ascii   TerminateProcess
1543 0x0001a61e 0x0041b21e 25  26   .rdata  ascii   IsProcessorFeaturePresent
1544 0x0001a63a 0x0041b23a 23  24   .rdata  ascii   QueryPerformanceCounter
1545 0x0001a654 0x0041b254 18  19   .rdata  ascii   GetCurrentThreadId
1546 0x0001a66a 0x0041b26a 23  24   .rdata  ascii   GetSystemTimeAsFileTime
1547 0x0001a684 0x0041b284 19  20   .rdata  ascii   InitializeSListHead
1548 0x0001a69a 0x0041b29a 17  18   .rdata  ascii   IsDebuggerPresent
1549 0x0001a6ae 0x0041b2ae 15  16   .rdata  ascii   GetStartupInfoW
1550 0x0001a6c0 0x0041b2c0 16  17   .rdata  ascii   GetModuleHandleW
1551 0x0001a6d4 0x0041b2d4 12  13   .rdata  ascii   SetLastError
1552 0x0001a6e4 0x0041b2e4 20  21   .rdata  ascii   EnterCriticalSection
1553 0x0001a6fc 0x0041b2fc 20  21   .rdata  ascii   LeaveCriticalSection
1554 0x0001a714 0x0041b314 21  22   .rdata  ascii   DeleteCriticalSection
1555 0x0001a72c 0x0041b32c 37  38   .rdata  ascii   InitializeCriticalSectionAndSpinCount
1556 0x0001a754 0x0041b354 8   9    .rdata  ascii   TlsAlloc
1557 0x0001a760 0x0041b360 11  12   .rdata  ascii   TlsGetValue
1558 0x0001a76e 0x0041b36e 11  12   .rdata  ascii   TlsSetValue
1559 0x0001a77c 0x0041b37c 7   8    .rdata  ascii   TlsFree
1560 0x0001a786 0x0041b386 11  12   .rdata  ascii   FreeLibrary
1561 0x0001a794 0x0041b394 14  15   .rdata  ascii   GetProcAddress
1562 0x0001a7a6 0x0041b3a6 14  15   .rdata  ascii   LoadLibraryExW
1563 0x0001a7b8 0x0041b3b8 14  15   .rdata  ascii   RaiseException
1564 0x0001a7ca 0x0041b3ca 12  13   .rdata  ascii   GetStdHandle
1565 0x0001a7da 0x0041b3da 9   10   .rdata  ascii   WriteFile
1566 0x0001a7e6 0x0041b3e6 18  19   .rdata  ascii   GetModuleFileNameW
1567 0x0001a7fc 0x0041b3fc 11  12   .rdata  ascii   ExitProcess
1568 0x0001a80a 0x0041b40a 18  19   .rdata  ascii   GetModuleHandleExW
1569 0x0001a820 0x0041b420 15  16   .rdata  ascii   GetCommandLineA
1570 0x0001a832 0x0041b432 15  16   .rdata  ascii   GetCommandLineW
1571 0x0001a844 0x0041b444 8   9    .rdata  ascii   HeapFree
1572 0x0001a850 0x0041b450 9   10   .rdata  ascii   HeapAlloc
1573 0x0001a85c 0x0041b45c 14  15   .rdata  ascii   CompareStringW
1574 0x0001a86e 0x0041b46e 12  13   .rdata  ascii   LCMapStringW
1575 0x0001a87e 0x0041b47e 11  12   .rdata  ascii   GetFileType
1576 0x0001a88c 0x0041b48c 9   10   .rdata  ascii   FindClose
1577 0x0001a898 0x0041b498 16  17   .rdata  ascii   FindFirstFileExW
1578 0x0001a8ac 0x0041b4ac 13  14   .rdata  ascii   FindNextFileW
1579 0x0001a8bc 0x0041b4bc 15  16   .rdata  ascii   IsValidCodePage
1580 0x0001a8ce 0x0041b4ce 6   7    .rdata  ascii   GetACP
1581 0x0001a8d8 0x0041b4d8 8   9    .rdata  ascii   GetOEMCP
1582 0x0001a8e4 0x0041b4e4 9   10   .rdata  ascii   GetCPInfo
1583 0x0001a8f0 0x0041b4f0 19  20   .rdata  ascii   MultiByteToWideChar
1584 0x0001a906 0x0041b506 19  20   .rdata  ascii   WideCharToMultiByte
1585 0x0001a91c 0x0041b51c 22  23   .rdata  ascii   GetEnvironmentStringsW
1586 0x0001a936 0x0041b536 23  24   .rdata  ascii   FreeEnvironmentStringsW
1587 0x0001a950 0x0041b550 23  24   .rdata  ascii   SetEnvironmentVariableW
1588 0x0001a96a 0x0041b56a 12  13   .rdata  ascii   SetStdHandle
1589 0x0001a97a 0x0041b57a 14  15   .rdata  ascii   GetStringTypeW
1590 0x0001a98c 0x0041b58c 14  15   .rdata  ascii   GetProcessHeap
1591 0x0001a99e 0x0041b59e 16  17   .rdata  ascii   FlushFileBuffers
1592 0x0001a9b2 0x0041b5b2 18  19   .rdata  ascii   GetConsoleOutputCP
1593 0x0001a9c8 0x0041b5c8 14  15   .rdata  ascii   GetConsoleMode
1594 0x0001a9da 0x0041b5da 13  14   .rdata  ascii   GetFileSizeEx
1595 0x0001a9ea 0x0041b5ea 16  17   .rdata  ascii   SetFilePointerEx
1596 0x0001a9fe 0x0041b5fe 8   9    .rdata  ascii   HeapSize
1597 0x0001aa0a 0x0041b60a 11  12   .rdata  ascii   HeapReAlloc
1598 0x0001aa18 0x0041b618 11  12   .rdata  ascii   CreateFileW
1599 0x0001aa26 0x0041b626 13  14   .rdata  ascii   WriteConsoleW
1600 0x0001aa36 0x0041b636 13  14   .rdata  ascii   DecodePointer
1601 0x0001ae8a 0x0041c28a 26  27   .data   ascii                             
1602 0x0001af6a 0x0041c36a 26  27   .data   ascii   abcdefghijklmnopqrstuvwxyz
1603 0x0001af8a 0x0041c38a 26  27   .data   ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZ
1604 0x0001b092 0x0041c492 26  27   .data   ascii                             
1605 0x0001b179 0x0041c579 26  27   .data   ascii   abcdefghijklmnopqrstuvwxyz
1606 0x0001b199 0x0041c599 26  27   .data   ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZ
1607 0x0001b660 0x0041e060 381 382  .rsrc   ascii   <?xml version='1.0' encoding='UTF-8' standalone='yes'?>\r\n<assembly xmlns='urn:schemas-microsoft-com:asm.v1' manifestVersion='1.0'>\r\n  <trustInfo xmlns="urn:schemas-microsoft-com:asm.v3">\r\n    <security>\r\n      <requestedPrivileges>\r\n        <requestedExecutionLevel level='asInvoker' uiAccess='false' />\r\n      </requestedPrivileges>\r\n    </security>\r\n  </trustInfo>\r\n</assembly>\r\n
1608 0x0001b80b 0x0041f00b 9   10   .reloc  ascii   0 0J0Y0p0
1609 0x0001b829 0x0041f029 7   8    .reloc  ascii   1$131w1
1610 0x0001b85b 0x0041f05b 17  18   .reloc  ascii   3 3'303L3S3j3r3|3
1611 0x0001b89b 0x0041f09b 5   6    .reloc  ascii   5A5Z5
1612 0x0001b8a7 0x0041f0a7 9   10   .reloc  ascii   6\t6V6[6a6
1613 0x0001b8b1 0x0041f0b1 11  12   .reloc  ascii   7\t7%737?7J7
1614 0x0001b8cb 0x0041f0cb 5   6    .reloc  ascii   7%8<8
1615 0x0001b8dd 0x0041f0dd 5   6    .reloc  ascii   9f9u9
1616 0x0001b8f1 0x0041f0f1 13  14   .reloc  ascii   : :+:3:=:U:t:
1617 0x0001b913 0x0041f113 5   6    .reloc  ascii   ;";x;
1618 0x0001b929 0x0041f129 13  14   .reloc  ascii   <C<L<S<`<g<p<
1619 0x0001b953 0x0041f153 5   6    .reloc  ascii   = =-=
1620 0x0001b969 0x0041f169 11  12   .reloc  ascii   ?>?S?X?]?~?
1621 0x0001b9a1 0x0041f1a1 25  26   .reloc  ascii   1 1'1.161>1F1R1[1`1f1p1z1
1622 0x0001b9c3 0x0041f1c3 5   6    .reloc  ascii   2?2r2
1623 0x0001b9e1 0x0041f1e1 5   6    .reloc  ascii   3+353
1624 0x0001b9ed 0x0041f1ed 11  12   .reloc  ascii   3#424;4H4^4
1625 0x0001ba0d 0x0041f20d 5   6    .reloc  ascii   6&6F6
1626 0x0001ba1f 0x0041f21f 9   10   .reloc  ascii   7#767Q7n7
1627 0x0001ba2d 0x0041f22d 7   8    .reloc  ascii   7T8]8e8
1628 0x0001ba43 0x0041f243 13  14   .reloc  ascii   9\e9)929T9[9j9
1629 0x0001ba71 0x0041f271 5   6    .reloc  ascii   <5?H?
1630 0x0001ba91 0x0041f291 5   6    .reloc  ascii   2e3q3
1631 0x0001baa1 0x0041f2a1 11  12   .reloc  ascii   5!5'5B5j5~5
1632 0x0001babb 0x0041f2bb 11  12   .reloc  ascii   606>6E6K6c6
1633 0x0001bad3 0x0041f2d3 11  12   .reloc  ascii   7(7P7k7p7u7
1634 0x0001baf7 0x0041f2f7 15  16   .reloc  ascii   8!8&8D8N8Z8_8d8
1635 0x0001bb17 0x0041f317 11  12   .reloc  ascii   9\r:":9:\:q:
1636 0x0001bb3c 0x0041f33c 6   7    .reloc  ascii   81@1G1
1637 0x0001bb49 0x0041f349 7   8    .reloc  ascii   424F4\v6
1638 0x0001bb7c 0x0041f37c 4   5    .reloc  ascii   p1w1
1639 0x0001bb95 0x0041f395 5   6    .reloc  ascii   :];{;
1640 0x0001bba8 0x0041f3a8 6   7    .reloc  ascii   g0`2v2
1641 0x0001bbc1 0x0041f3c1 5   6    .reloc  ascii   3+3u3
1642 0x0001bbcb 0x0041f3cb 15  16   .reloc  ascii   3\a4@4K466@6Y6c6
1643 0x0001bbdf 0x0041f3df 5   6    .reloc  ascii   7J8k8
1644 0x0001bbf5 0x0041f3f5 7   8    .reloc  ascii   8\e9E9`9
1645 0x0001bc0b 0x0041f40b 11  12   .reloc  ascii   :&:+:7:<:P:
1646 0x0001bc17 0x0041f417 15  16   .reloc  ascii   ;&;8;L;T;^;g;x;
1647 0x0001bc2f 0x0041f42f 17  18   .reloc  ascii   ;B<N<S<Y<^<f<l<t<
1648 0x0001bc47 0x0041f447 5   6    .reloc  ascii   <k=t=
1649 0x0001bc65 0x0041f465 7   8    .reloc  ascii   0\v0J0s0
1650 0x0001bc73 0x0041f473 7   8    .reloc  ascii   1#1=1v1
1651 0x0001bc8d 0x0041f48d 9   10   .reloc  ascii   2\n2#24292
1652 0x0001bc99 0x0041f499 13  14   .reloc  ascii   2N3Y3^=L>V>c>
1653 0x0001bcaf 0x0041f4af 7   8    .reloc  ascii   ?5?<?O?
1654 0x0001bccc 0x0041f4cc 4   5    .reloc  ascii   60<0
1655 0x0001bce7 0x0041f4e7 15  16   .reloc  ascii   1\a1\f111M1[1g1s1
1656 0x0001bcff 0x0041f4ff 13  14   .reloc  ascii   102H2X2l2q2v2
1657 0x0001bd13 0x0041f513 17  18   .reloc  ascii   3(3-323M3W3g3l3q3
1658 0x0001bd3b 0x0041f53b 11  12   .reloc  ascii   4'4,414R4b4
1659 0x0001bd4f 0x0041f54f 13  14   .reloc  ascii   4\n515C5O5]5~5
1660 0x0001bd73 0x0041f573 5   6    .reloc  ascii   9P9k9
1661 0x0001bd7d 0x0041f57d 5   6    .reloc  ascii   9":E:
1662 0x0001bd87 0x0041f587 5   6    .reloc  ascii   ;m<t<
1663 0x0001bd9d 0x0041f59d 5   6    .reloc  ascii   081i1
1664 0x0001bda5 0x0041f5a5 5   6    .reloc  ascii   1g2}2
1665 0x0001bdaf 0x0041f5af 9   10   .reloc  ascii   3(4/4P4y4
1666 0x0001bdc3 0x0041f5c3 9   10   .reloc  ascii   4$595I5V5
1667 0x0001bddb 0x0041f5db 9   10   .reloc  ascii   6.686Z6k6
1668 0x0001bdeb 0x0041f5eb 5   6    .reloc  ascii   6;<u?
1669 0x0001bdfd 0x0041f5fd 5   6    .reloc  ascii   2F2x2
1670 0x0001be19 0x0041f619 7   8    .reloc  ascii   :\b;>;O=
1671 0x0001be71 0x0041f671 7   8    .reloc  ascii   3\f494c4
1672 0x0001be79 0x0041f679 7   8    .reloc  ascii   4$5Q5x5
1673 0x0001be89 0x0041f689 9   10   .reloc  ascii   8'949e9s9
1674 0x0001bea3 0x0041f6a3 5   6    .reloc  ascii   ;A<Z<
1675 0x0001bebf 0x0041f6bf 11  12   .reloc  ascii   >#>@>H>q>x>
1676 0x0001bed3 0x0041f6d3 7   8    .reloc  ascii   ?\n?Z?n?
1677 0x0001beef 0x0041f6ef 13  14   .reloc  ascii   0$060H0Z0l0~0
1678 0x0001bf07 0x0041f707 7   8    .reloc  ascii   0\v1d2-3
1679 0x0001bf13 0x0041f713 5   6    .reloc  ascii   4Q5{5
1680 0x0001bf1b 0x0041f71b 5   6    .reloc  ascii   6J6a6
1681 0x0001bf2d 0x0041f72d 9   10   .reloc  ascii   7$8B8`8x8
1682 0x0001bf3f 0x0041f73f 11  12   .reloc  ascii   8\9c9j9q9~9
1683 0x0001bf5b 0x0041f75b 5   6    .reloc  ascii   ;2;^;
1684 0x0001bf70 0x0041f770 8   9    .reloc  ascii   &1m1M2v2
1685 0x0001bf93 0x0041f793 5   6    .reloc  ascii   5M6Y7
1686 0x0001bf9b 0x0041f79b 9   10   .reloc  ascii   7\b8(838A8
1687 0x0001bfa9 0x0041f7a9 9   10   .reloc  ascii   9.989Z9{9
1688 0x0001bfb5 0x0041f7b5 5   6    .reloc  ascii   :5:V:
1689 0x0001bfc3 0x0041f7c3 7   8    .reloc  ascii   ;)<C<v<
1690 0x0001bfcf 0x0041f7cf 5   6    .reloc  ascii   =\v>z>
1691 0x0001bfe0 0x0041f7e0 4   5    .reloc  ascii   t788
1692 0x0001bff4 0x0041f7f4 6   7    .reloc  ascii   h3n4v4
1693 0x0001c018 0x0041f818 4   5    .reloc  ascii   L0[0
1694 0x0001c03d 0x0041f83d 11  12   .reloc  ascii   ;'<-<:<E<U<
1695 0x0001c04d 0x0041f84d 7   8    .reloc  ascii   =(=n=w=
1696 0x0001c055 0x0041f855 5   6    .reloc  ascii   =,>B>
1697 0x0001c05f 0x0041f85f 5   6    .reloc  ascii   >\n?g?
1698 0x0001c079 0x0041f879 5   6    .reloc  ascii   0]1|1
1699 0x0001c083 0x0041f883 7   8    .reloc  ascii   474D4t4
1700 0x0001c091 0x0041f891 5   6    .reloc  ascii   4\n5#5
1701 0x0001c0a7 0x0041f8a7 5   6    .reloc  ascii   ;2<j=
1702 0x0001c0b8 0x0041f8b8 12  13   .reloc  ascii   A0G0L0S0c0q0
1703 0x0001c0d3 0x0041f8d3 15  16   .reloc  ascii   0)11191A1I1g1o1
1704 0x0001c0e9 0x0041f8e9 7   8    .reloc  ascii   1\t2)2p2
1705 0x0001c0fd 0x0041f8fd 5   6    .reloc  ascii   3.4p4
1706 0x0001c11b 0x0041f91b 15  16   .reloc  ascii   7+8,9<9M9U9e9v9
1707 0x0001c131 0x0041f931 11  12   .reloc  ascii   91:@:L:[:n:
1708 0x0001c143 0x0041f943 9   10   .reloc  ascii   ;%;.;7;b;
1709 0x0001c157 0x0041f957 5   6    .reloc  ascii   =B>a>
1710 0x0001c169 0x0041f969 9   10   .reloc  ascii   191O1e1m1
1711 0x0001c185 0x0041f985 5   6    .reloc  ascii   ;1<F<
1712 0x0001c198 0x0041f998 8   9    .reloc  ascii   d1l1x1|1
1713 0x0001c1b1 0x0041f9b1 25  26   .reloc  ascii   ; ;(;0;8;@;H;P;X;`;h;p;x;
1714 0x0001c1f1 0x0041f9f1 25  26   .reloc  ascii   < <(<0<8<@<H<P<X<`<h<p<x<
1715 0x0001c231 0x0041fa31 25  26   .reloc  ascii   = =(=0=8=@=H=P=X=`=h=p=x=
1716 0x0001c271 0x0041fa71 25  26   .reloc  ascii   > >(>0>8>@>H>P>X>`>h>p>x>
1717 0x0001c2bf 0x0041fabf 5   6    .reloc  ascii   ;\b;\f;
1718 0x0001c2c7 0x0041fac7 13  14   .reloc  ascii   ;$;,;0;4;8;<;
1719 0x0001c31b 0x0041fb1b 5   6    .reloc  ascii   2\b2\f2
1720 0x0001c323 0x0041fb23 17  18   .reloc  ascii   2`2d2h2l2p2t2x2|2
1721 0x0001c37f 0x0041fb7f 49  50   .reloc  ascii   3 3$3(3,3034383<3@3D3H3L3P3T3X3\3`3d3h3l3p3t3x3|3
1722 0x0001c3d1 0x0041fbd1 13  14   .reloc  ascii   3 7$7(7,7t?|?
1723 0x0001c40f 0x0041fc0f 25  26   .reloc  ascii   0$0,040<0D0L0T0\0d0l0t0|0
1724 0x0001c44f 0x0041fc4f 25  26   .reloc  ascii   1$1,141<1D1L1T1\1d1l1t1|1
1725 0x0001c48f 0x0041fc8f 25  26   .reloc  ascii   2$2,242<2D2L2T2\2d2l2t2|2
1726 0x0001c4cf 0x0041fccf 25  26   .reloc  ascii   3$3,343<3D3L3T3\3d3l3t3|3
1727 0x0001c50f 0x0041fd0f 25  26   .reloc  ascii   4$4,444<4D4L4T4\4d4l4t4|4
1728 0x0001c54f 0x0041fd4f 25  26   .reloc  ascii   5$5,545<5D5L5T5\5d5l5t5|5
1729 0x0001c58f 0x0041fd8f 25  26   .reloc  ascii   6$6,646<6D6L6T6\6d6l6t6|6
1730 0x0001c5d7 0x0041fdd7 25  26   .reloc  ascii   1 1(10181@1H1P1X1`1h1p1x1
1731 0x0001c617 0x0041fe17 25  26   .reloc  ascii   2 2(20282@2H2P2X2`2h2p2x2
1732 0x0001c657 0x0041fe57 25  26   .reloc  ascii   3 3(30383@3H3P3X3`3h3p3x3
1733 0x0001c697 0x0041fe97 25  26   .reloc  ascii   4 4(40484@4H4P4X4`4h4p4x4
1734 0x0001c6d7 0x0041fed7 25  26   .reloc  ascii   5 5(50585@5H5P5X5`5h5p5x5
1735 0x0001c717 0x0041ff17 25  26   .reloc  ascii   6 6(60686@6H6P6X6`6h6p6x6
1736 0x0001c757 0x0041ff57 25  26   .reloc  ascii   7 7(70787@7H7P7X7`7h7p7x7
1737 0x0001c7b5 0x0041ffb5 25  26   .reloc  ascii   5$5,545<5D5L5T5\5d5l5t5|5
