[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3156 0x00017626 0x00417626 4   5    .text   ascii   .'Iq
3157 0x00017637 0x00417637 6   7    .text   ascii   Iq\nIq1
3158 0x00017642 0x00417642 5   6    .text   ascii   Iq5Iq
3159 0x0001764c 0x0041764c 6   7    .text   ascii   Iq;Iq5
3160 0x00017657 0x00417657 5   6    .text   ascii   :BIqf
3161 0x00017665 0x00417665 4   5    .text   ascii   IqIP
3162 0x00017673 0x00417673 7   8    .text   ascii   \fIq2Iq9
3163 0x000176a2 0x004176a2 5   6    .text   ascii   Iq1Iq
3164 0x000176a8 0x004176a8 6   7    .text   ascii   IqHIqu
3165 0x000176c1 0x004176c1 6   7    .text   ascii   Iq1Iq8
3166 0x000176c8 0x004176c8 5   6    .text   ascii   IqUIq
3167 0x000176d2 0x004176d2 5   6    .text   ascii   Iq2Iq
3168 0x000176dd 0x004176dd 5   7    .text   utf8    &<Iqޅ blocks=Basic Latin,Thaana
3169 0x000176e4 0x004176e4 5   6    .text   ascii   IqgIq
3170 0x000176ea 0x004176ea 5   7    .text   utf8    ȂIq{W blocks=Latin Extended-B,Basic Latin
3171 0x000176f1 0x004176f1 5   7    .text   utf8    IqػIq blocks=Basic Latin,Arabic
3172 0x000176f8 0x004176f8 9   10   .text   ascii   Iq::Iq:Iq
3173 0x0001770e 0x0041770e 9   10   .text   ascii   Iq%Iq} Iq
3174 0x00017718 0x00417718 7   10   .text   utf8    :BIq7Iq
3175 0x00017726 0x00417726 4   5    .text   ascii   HuIq
3176 0x0001773a 0x0041773a 6   7    .text   ascii   uIq3Iq
3177 0x0001774e 0x0041774e 4   5    .text   ascii   ~ Iq
3178 0x00017761 0x00417761 4   5    .text   ascii   Iqjx
3179 0x00017781 0x00417781 5   6    .text   ascii   IqEIq
3180 0x000177a0 0x004177a0 4   5    .text   ascii   9Iq\e
3181 0x000177b6 0x004177b6 4   5    .text   ascii   \f2Iq
3182 0x000177bb 0x004177bb 5   7    .text   utf8    IqǽIq blocks=Basic Latin,Latin Extended-B
3183 0x000177d4 0x004177d4 4   5    .text   ascii   1Iq5
3184 0x000177e4 0x004177e4 4   5    .text   ascii   \n)Iq
3185 0x000177e9 0x004177e9 5   6    .text   ascii   Iq2Iq
3186 0x0001780c 0x0041780c 4   5    .text   ascii   :Iqg
3187 0x00017819 0x00417819 6   8    .text   utf8    Iqܼ=Iq blocks=Basic Latin,Syriac
3188 0x00017829 0x00417829 5   6    .text   ascii   :FIq"
3189 0x00017867 0x00417867 5   6    .text   ascii   Iq#Iq
3190 0x00017879 0x00417879 5   6    .text   ascii   Iq#Iq
3191 0x00017898 0x00417898 5   6    .text   ascii   Iq~Iq
3192 0x000178a2 0x004178a2 6   7    .text   ascii   jIqCIq
3193 0x000178b3 0x004178b3 5   6    .text   ascii   Iq1Iq
3194 0x000178b9 0x004178b9 6   7    .text   ascii   ~IqvIq
3195 0x000178c9 0x004178c9 5   6    .text   ascii   Iq8Iq
3196 0x000178dd 0x004178dd 8   9    .text   ascii   :IqC9Iq%
3197 0x0001790f 0x0041790f 5   6    .text   ascii   Iq,Iq
3198 0x00017919 0x00417919 4   6    .text   utf8    3Iqb
3199 0x0001791f 0x0041791f 5   6    .text   ascii   Iq\fIq
3200 0x00017926 0x00417926 6   7    .text   ascii   1Iq\vIq
3201 0x0001793a 0x0041793a 5   6    .text   ascii   Iq\fIq
3202 0x0001795f 0x0041795f 6   7    .text   ascii   \fIq{Iq
3203 0x000179ac 0x004179ac 5   6    .text   ascii   IqIIq
3204 0x000179b2 0x004179b2 5   6    .text   ascii   Iq*Iq
3205 0x000179df 0x004179df 5   6    .text   ascii   IqJIq
3206 0x000179ec 0x004179ec 5   6    .text   ascii   j-IqI
3207 0x000179ff 0x004179ff 6   7    .text   ascii   uIq{Iq
3208 0x00017a06 0x00417a06 5   7    .text   utf8    IqѩIq blocks=Basic Latin,Cyrillic
3209 0x00017a1b 0x00417a1b 7   8    .text   ascii   \a\tJ.3NK
3210 0x00017a28 0x00417a28 6   7    .text   ascii   \tJ.3NK
3211 0x00017a34 0x00417a34 4   5    .text   ascii   1804
3212 0x00017a3c 0x00417a3c 5   6    .text   ascii   US^O<
3213 0x00017a44 0x00417a44 4   5    .text   ascii   1804
3214 0x00017a4c 0x00417a4c 14  15   .text   ascii   @n\b\t9\a+>\tJ.331
3215 0x00017a5c 0x00417a5c 7   8    .text   ascii   wt\m868
3216 0x00017a64 0x00417a64 6   7    .text   ascii   tzS\v/`
3217 0x00017a70 0x00417a70 4   5    .text   ascii   1804
3218 0x00017a80 0x00417a80 4   5    .text   ascii   1804
3219 0x00017a88 0x00417a88 4   5    .text   ascii   7218
3220 0x00017a90 0x00417a90 7   8    .text   ascii   v5"\vCmb
3221 0x00017a98 0x00417a98 5   6    .text   ascii   wt\mx
3222 0x00017aaa 0x00417aaa 5   6    .text   ascii   IqRIq
3223 0x00017ab8 0x00417ab8 5   6    .text   ascii   Iq\aIq
3224 0x00017ac2 0x00417ac2 4   5    .text   ascii   kIqU
3225 0x00017acf 0x00417acf 6   7    .text   ascii   Iqx=Iq
3226 0x00017ad7 0x00417ad7 9   10   .text   ascii   }IqnIq/Iq
3227 0x00017ae7 0x00417ae7 5   7    .text   utf8    IqlIq
3228 0x00017afa 0x00417afa 6   9    .text   utf8    0IqꟽIq blocks=Basic Latin,Latin Extended-D
3229 0x00017b0a 0x00417b0a 9   10   .text   ascii   Iq+6zIq/n
3230 0x00017b18 0x00417b18 7   8    .text   ascii   0IqU2Iq
3231 0x00017b23 0x00417b23 6   7    .text   ascii   kIq=Iq
3232 0x00017b2a 0x00417b2a 10  11   .text   ascii   Iq|IqOUMIq
3233 0x00017b65 0x00417b65 4   5    .text   ascii   zIqS
3234 0x00017b6a 0x00417b6a 5   6    .text   ascii   Iq>Iq
3235 0x00017b73 0x00417b73 4   5    .text   ascii   =IqY
3236 0x00017b78 0x00417b78 5   6    .text   ascii   IqIIq
3237 0x00017b81 0x00417b81 7   8    .text   ascii   /Iq'Iq`
3238 0x00017b8d 0x00417b8d 7   8    .text   ascii   Iqi0IqU
3239 0x00017bb6 0x00417bb6 6   7    .text   ascii   &IqeIq
3240 0x00017bbe 0x00417bbe 4   5    .text   ascii   Iqq3
3241 0x00017bcf 0x00417bcf 6   8    .text   utf8    IqǬJIq blocks=Basic Latin,Latin Extended-B
3242 0x00017bdb 0x00417bdb 5   6    .text   ascii   IqUIq
3243 0x00017be4 0x00417be4 9   10   .text   ascii   IqwzIqDIq
3244 0x00017c1d 0x00417c1d 4   5    .text   ascii   Iqj*
3245 0x00017c2a 0x00417c2a 5   6    .text   ascii   Iq?Iq
3246 0x00017c73 0x00417c73 6   7    .text   ascii   Iq\eIqo
3247 0x00017c7a 0x00417c7a 7   8    .text   ascii   ,Iqb\aIq
3248 0x00017c89 0x00417c89 7   8    .text   ascii   Iqq:BIq
3249 0x00017c96 0x00417c96 4   5    .text   ascii   /Iq\n
3250 0x00017cb3 0x00417cb3 4   5    .text   ascii   Iq$s
3251 0x00017cc0 0x00417cc0 5   6    .text   ascii   Iq]Iq
3252 0x00017cd1 0x00417cd1 6   7    .text   ascii   IqmIq9
3253 0x00017cd8 0x00417cd8 5   6    .text   ascii   0Iq]U
3254 0x00017ce3 0x00417ce3 5   6    .text   ascii   Iq$Iq
3255 0x00017cf7 0x00417cf7 6   7    .text   ascii   Iq*2Iq
3256 0x00017d04 0x00417d04 4   5    .text   ascii   2Iq\n
3257 0x00017d09 0x00417d09 8   10   .text   utf8    Iq˳Iq"Iq blocks=Basic Latin,Spacing Modifier Letters
3258 0x00017d3a 0x00417d3a 9   11   .text   utf8    IqpIqק/Iq blocks=Basic Latin,Hebrew
3259 0x00017d49 0x00417d49 5   6    .text   ascii   /Iqtw
3260 0x00017d4f 0x00417d4f 4   5    .text   ascii   Iq0w
3261 0x00017d54 0x00417d54 5   8    .text   utf8    Iq喴Iq blocks=Basic Latin,CJK Unified Ideographs
3262 0x00017d74 0x00417d74 6   7    .text   ascii   Iq\a.Iq
3263 0x00017d7b 0x00417d7b 4   5    .text   ascii   Iqu~
3264 0x00017d8f 0x00417d8f 4   5    .text   ascii   *Iq{
3265 0x00017d94 0x00417d94 6   7    .text   ascii   Iq[=Iq
3266 0x00017dac 0x00417dac 4   5    .text   ascii   #Iq*
3267 0x00017db5 0x00417db5 4   5    .text   ascii   \b.Iq
3268 0x00017dba 0x00417dba 6   7    .text   ascii   Iq\OIq
3269 0x00017dcd 0x00417dcd 5   6    .text   ascii   Iq\Iq
3270 0x00017dd7 0x00417dd7 6   7    .text   ascii   gIqtIq
3271 0x00017dde 0x00417dde 4   5    .text   ascii   [0Iq
3272 0x00017dfc 0x00417dfc 6   7    .text   ascii   Iq}Iq)
3273 0x00017e11 0x00417e11 5   7    .text   utf8    IqԇIq blocks=Basic Latin,Cyrillic Supplement
3274 0x00017e18 0x00417e18 4   5    .text   ascii   Iqk$
3275 0x00017e2f 0x00417e2f 6   7    .text   ascii   Iq{$Iq
3276 0x00017e43 0x00417e43 4   5    .text   ascii   IqP'
3277 0x00017e55 0x00417e55 4   5    .text   ascii   fIqW
3278 0x00017e66 0x00417e66 9   10   .text   ascii   Iq,Iq @Iq
3279 0x00017e78 0x00417e78 5   6    .text   ascii   IqUIq
3280 0x00017e8a 0x00417e8a 5   6    .text   ascii   Iq"Iq
3281 0x00017eb9 0x00417eb9 12  14   .text   utf8    Iq,Iq%IqĎIq( blocks=Basic Latin,Latin Extended-A
3282 0x00017ecb 0x00417ecb 7   8    .text   ascii   IqxsDIq
3283 0x00017ee1 0x00417ee1 6   7    .text   ascii   Iql0Iq
3284 0x00017eec 0x00417eec 4   5    .text   ascii   _\fIq
3285 0x00017ef3 0x00417ef3 5   6    .text   ascii   Iq Iq
3286 0x00017eff 0x00417eff 8   9    .text   ascii   Iq(Iq`Iq
3287 0x00017f0a 0x00417f0a 10  11   .text   ascii   Iq'}IqUIq1
3288 0x00017f29 0x00417f29 6   8    .text   utf8    Iq&IqŴ blocks=Basic Latin,Latin Extended-A
3289 0x00017f31 0x00417f31 5   6    .text   ascii   IqlIq
3290 0x00017f3f 0x00417f3f 5   6    .text   ascii   Iq%Iq
3291 0x00017f7b 0x00417f7b 5   6    .text   ascii   IqlIq
3292 0x00017fa7 0x00417fa7 6   7    .text   ascii   Iq&nIq
3293 0x00017fae 0x00417fae 5   6    .text   ascii   Iq<Iq
3294 0x00017fc7 0x00417fc7 8   9    .text   ascii    Iq@RtIq
3295 0x00017fd4 0x00417fd4 4   5    .text   ascii   _vIq
3296 0x00017fda 0x00417fda 8   10   .text   utf8    IqȞIq/Iq blocks=Basic Latin,Latin Extended-B
3297 0x00017fe5 0x00417fe5 5   6    .text   ascii   Iq=Iq
3298 0x00017ff4 0x00417ff4 5   6    .text   ascii   IqWIq
3299 0x00017fff 0x00417fff 5   6    .text   ascii   IqiIq
3300 0x00018005 0x00418005 6   7    .text   ascii   Iq7:Iq
3301 0x00018022 0x00418022 5   6    .text   ascii   Iq+Iq
3302 0x0001802c 0x0041802c 6   7    .text   ascii   AIq[Iq
3303 0x00018033 0x00418033 4   5    .text   ascii   \tAIq
3304 0x00018045 0x00418045 8   10   .text   utf8    IqnhwIqܦ blocks=Basic Latin,Syriac
3305 0x00018075 0x00418075 4   5    .text   ascii   DsIq
3306 0x0001807a 0x0041807a 4   5    .text   ascii   \brIq
3307 0x0001808b 0x0041808b 6   7    .text   ascii   IqWIqr
3308 0x000180b1 0x004180b1 5   6    .text   ascii   IqoIq
3309 0x000180c5 0x004180c5 5   6    .text   ascii   IqZIq
3310 0x000180cb 0x004180cb 5   6    .text   ascii   Iq-Iq
3311 0x000180e3 0x004180e3 4   5    .text   ascii   Iq;!
3312 0x000180ef 0x004180ef 9   10   .text   ascii   UIqL/|Iqw
3313 0x000180f9 0x004180f9 6   7    .text   ascii   uIq(Iq
3314 0x00018100 0x00418100 5   6    .text   ascii   ijIq7
3315 0x00018109 0x00418109 12  15   .text   utf8    *Iq&IqLIq틬Iq blocks=Basic Latin,Hangul Syllables
3316 0x00018118 0x00418118 4   5    .text   ascii   M/Iq
3317 0x00018126 0x00418126 4   5    .text   ascii   \rHIq
3318 0x0001812b 0x0041812b 5   6    .text   ascii   IqLIq
3319 0x00018135 0x00418135 8   9    .text   ascii   yIqi!IqN
3320 0x0001813e 0x0041813e 8   9    .text   ascii   8Iqyi~Iq
3321 0x0001814d 0x0041814d 10  11   .text   ascii   yIqiIq[)Iq
3322 0x0001815f 0x0041815f 8   9    .text   ascii   TIq|irIq
3323 0x00018168 0x00418168 4   5    .text   ascii   {iIq
3324 0x00018175 0x00418175 4   5    .text   ascii   V`Iq
3325 0x0001817b 0x0041817b 6   7    .text   ascii   Iq\aIq/
3326 0x00018182 0x00418182 8   9    .text   ascii   IqYIq_Iq
3327 0x00018194 0x00418194 6   7    .text   ascii   Iq|Iqc
3328 0x000181a5 0x004181a5 6   7    .text   ascii   IqF0Iq
3329 0x000181b5 0x004181b5 4   5    .text   ascii   >Iqj
3330 0x000181c4 0x004181c4 7   8    .text   ascii   IqYo'Iq
3331 0x000181cd 0x004181cd 6   7    .text   ascii   Iqb/Iq
3332 0x000181f4 0x004181f4 6   7    .text   ascii   wIqzIq
3333 0x000181ff 0x004181ff 5   6    .text   ascii   Iq\aIq
3334 0x0001820e 0x0041820e 7   8    .text   ascii   6Iq%AIq
3335 0x0001822b 0x0041822b 6   7    .text   ascii   Iq\ejIq
3336 0x00018239 0x00418239 4   5    .text   ascii   Iq+0
3337 0x00018254 0x00418254 5   6    .text   ascii   Iq3Iq
3338 0x0001825f 0x0041825f 5   6    .text   ascii   Iq|Iq
3339 0x0001826f 0x0041826f 5   6    .text   ascii   Iq"Iq
3340 0x00018283 0x00418283 5   6    .text   ascii   IqaIq
3341 0x0001829c 0x0041829c 7   8    .text   ascii   Iq1IqZ:
3342 0x000182db 0x004182db 4   5    .text   ascii   `/Iq
3343 0x000182f7 0x004182f7 6   7    .text   ascii   IqwIq_
3344 0x000182fe 0x004182fe 6   7    .text   ascii   pIqwIq
3345 0x00018308 0x00418308 4   5    .text   ascii   *DIq
3346 0x00018314 0x00418314 14  16   .text   utf8    IqȦIqJIqqIqGIq blocks=Basic Latin,Latin Extended-B
3347 0x00018343 0x00418343 5   6    .text   ascii   Iq\Iq
3348 0x0001835f 0x0041835f 8   9    .text   ascii   Iq~APIq#
3349 0x00018378 0x00418378 4   5    .text   ascii   7sIq
3350 0x00018386 0x00418386 5   6    .text   ascii   IqDIq
3351 0x0001838c 0x0041838c 4   5    .text   ascii   Iq~|
3352 0x0001839c 0x0041839c 8   9    .text   ascii   Iqi%hIqc
3353 0x000183a8 0x004183a8 7   8    .text   ascii   Iqg,0Iq
3354 0x000183b0 0x004183b0 5   6    .text   ascii   IqUIq
3355 0x000183be 0x004183be 10  11   .text   ascii   0}IqfIq@Iq
3356 0x000183da 0x004183da 5   6    .text   ascii   Iq]Iq
3357 0x000183e4 0x004183e4 10  11   .text   ascii   -\fIq,Iq8Iq
3358 0x000183ef 0x004183ef 4   5    .text   ascii   kIq0
3359 0x00018413 0x00418413 8   9    .text   ascii   Iq[)rIqv
3360 0x00018422 0x00418422 4   5    .text   ascii   Iql!
3361 0x0001844a 0x0041844a 4   5    .text   ascii   Iq)a
3362 0x0001844f 0x0041844f 7   8    .text   ascii   Iq$'&Iq
3363 0x00018457 0x00418457 9   13   .text   utf8    >Iq괴Iq̙Iq blocks=Basic Latin,Hangul Syllables,Combining Diacritical Marks
3364 0x00018473 0x00418473 4   5    .text   ascii   1Iq_
3365 0x0001847b 0x0041847b 5   6    .text   ascii   IqzIq
3366 0x00018481 0x00418481 4   5    .text   ascii   tIqy
3367 0x00018490 0x00418490 5   6    .text   ascii   Iq+Iq
3368 0x000184ac 0x004184ac 5   6    .text   ascii   IqAIq
3369 0x000184b4 0x004184b4 5   6    .text   ascii   IqRIq
3370 0x000184c1 0x004184c1 6   7    .text   ascii   Iq\aaIq
3371 0x000184ec 0x004184ec 5   6    .text   ascii   Iq2Iq
3372 0x00018503 0x00418503 5   6    .text   ascii   IqyIq
3373 0x00018512 0x00418512 5   7    .text   utf8    Iq/Iq
3374 0x00018522 0x00418522 4   5    .text   ascii   /Iq#
3375 0x00018544 0x00418544 6   7    .text   ascii   Iq_Iqv
3376 0x00018552 0x00418552 5   6    .text   ascii   Iq/Iq
3377 0x0001856f 0x0041856f 5   6    .text   ascii   Iq+Iq
3378 0x0001857f 0x0041857f 4   5    .text   ascii   q Iq
3379 0x000185a5 0x004185a5 4   5    .text   ascii   Iq'G
3380 0x000185b5 0x004185b5 6   7    .text   ascii   Iq~Iq/
3381 0x000185eb 0x004185eb 4   5    .text   ascii   1IqJ
3382 0x000185fc 0x004185fc 4   6    .text   utf8    ٖIq) blocks=Arabic,Basic Latin
3383 0x00018605 0x00418605 6   7    .text   ascii   Iq;)Iq
3384 0x0001861e 0x0041861e 6   7    .text   ascii   Iq&&Iq
3385 0x00018627 0x00418627 4   5    .text   ascii   Iq}V
3386 0x0001862c 0x0041862c 5   7    .text   utf8    IqҭIq blocks=Basic Latin,Cyrillic
3387 0x00018668 0x00418668 4   5    .text   ascii   1804
3388 0x00018686 0x00418686 4   5    .text   ascii   Iq0!
3389 0x000186ad 0x004186ad 5   6    .text   ascii   IqrIq
3390 0x000186b7 0x004186b7 6   8    .text   utf8    IqrަIq blocks=Basic Latin,Thaana
3391 0x000186cb 0x004186cb 4   5    .text   ascii   $Iq/
3392 0x000186d0 0x004186d0 5   7    .text   utf8    Iq׳Iq blocks=Basic Latin,Hebrew
3393 0x000186d7 0x004186d7 4   5    .text   ascii   Iqm7
3394 0x000186df 0x004186df 4   5    .text   ascii   /Iq|
3395 0x00018700 0x00418700 6   7    .text   ascii   \aIqCIq
3396 0x00018707 0x00418707 4   5    .text   ascii   !rIq
3397 0x0001873b 0x0041873b 6   7    .text   ascii   Iq*cIq
3398 0x00018757 0x00418757 4   5    .text   ascii   &3Iq
3399 0x00018777 0x00418777 4   5    .text   ascii   IqY3
3400 0x00018783 0x00418783 4   5    .text   ascii   $Iqy
3401 0x00018796 0x00418796 6   7    .text   ascii   Iq&KIq
3402 0x000187b7 0x004187b7 5   6    .text   ascii   Iq_Iq
3403 0x000187bf 0x004187bf 5   6    .text   ascii   Iq_Iq
3404 0x000187c6 0x004187c6 5   6    .text   ascii   IqkIq
3405 0x000187d3 0x004187d3 5   6    .text   ascii   Iq&Iq
3406 0x000187ec 0x004187ec 7   8    .text   ascii   qAIq-Iq
3407 0x000187f5 0x004187f5 8   9    .text   ascii   Iq>Iq\aIq
3408 0x00018804 0x00418804 6   7    .text   ascii   IqQIq8
3409 0x00018819 0x00418819 10  11   .text   ascii   Iq&mIq|WIq
3410 0x0001882f 0x0041882f 6   8    .text   utf8    IqHIqڴ blocks=Basic Latin,Arabic
3411 0x0001884d 0x0041884d 6   7    .text   ascii   Iq2`Iq
3412 0x0001887b 0x0041887b 5   6    .text   ascii   IqUIq
3413 0x0001888a 0x0041888a 7   8    .text   ascii   Iq+\e&Iq
3414 0x0001889b 0x0041889b 17  18   .text   ascii   IqHIq/Iq7qIq1(7Iq
3415 0x000188b5 0x004188b5 4   5    .text   ascii    wIq
3416 0x000188c2 0x004188c2 4   5    .text   ascii   DIqc
3417 0x000188c8 0x004188c8 4   5    .text   ascii   Iq9~
3418 0x000188cd 0x004188cd 7   8    .text   ascii   Iq\vf\rIq
3419 0x000188da 0x004188da 4   5    .text   ascii   \a&Iq
3420 0x000188e0 0x004188e0 5   6    .text   ascii   Iq.Iq
3421 0x000188e7 0x004188e7 13  14   .text   ascii   Iq\tIq,IqqIq\e\e
3422 0x00018924 0x00418924 6   8    .text   utf8    IqZ̠Iq blocks=Basic Latin,Combining Diacritical Marks
3423 0x0001892d 0x0041892d 5   6    .text   ascii   Iq_Iq
3424 0x00018936 0x00418936 4   5    .text   ascii   lIq\e
3425 0x00018944 0x00418944 6   7    .text   ascii   oIqTIq
3426 0x00018950 0x00418950 5   7    .text   utf8    IqȧIq blocks=Basic Latin,Latin Extended-B
3427 0x00018958 0x00418958 5   6    .text   ascii   Iq_Iq
3428 0x0001895e 0x0041895e 5   6    .text   ascii   IqjIq
3429 0x00018967 0x00418967 8   9    .text   ascii   e0IqzIqT
3430 0x00018970 0x00418970 4   5    .text   ascii   0Iq1
3431 0x0001897a 0x0041897a 5   6    .text   ascii   IqRIq
3432 0x00018984 0x00418984 8   10   .text   utf8    ڛIq*<RIq blocks=Arabic,Basic Latin
3433 0x0001899e 0x0041899e 5   6    .text   ascii   IqoIq
3434 0x000189b7 0x004189b7 6   7    .text   ascii   GIqiIq
3435 0x000189d3 0x004189d3 7   8    .text   ascii   IqC9JIq
3436 0x000189dc 0x004189dc 11  12   .text   ascii   pIq\aIq!F\Iq
3437 0x000189f5 0x004189f5 5   7    .text   utf8    IqޯIq blocks=Basic Latin,Thaana
3438 0x00018a15 0x00418a15 8   10   .text   utf8    `Iqӏ/Iqr blocks=Basic Latin,Cyrillic
3439 0x00018a49 0x00418a49 5   6    .text   ascii   Iq4Iq
3440 0x00018a50 0x00418a50 4   5    .text   ascii   !Iq%
3441 0x00018a55 0x00418a55 4   5    .text   ascii   \eIqx
3442 0x00018a63 0x00418a63 6   7    .text   ascii   \Iq.Iq
3443 0x00018a6a 0x00418a6a 5   6    .text   ascii   IqRIq
3444 0x00018a72 0x00418a72 11  12   .text   ascii   Iq9\eIq'i*Iq
3445 0x00018a80 0x00418a80 5   6    .text   ascii   IqlIq
3446 0x00018a86 0x00418a86 6   7    .text   ascii   Iqp1Iq
3447 0x00018a94 0x00418a94 5   6    .text   ascii   Iq5Iq
3448 0x00018aa1 0x00418aa1 7   8    .text   ascii   IqO/2Iq
3449 0x00018aae 0x00418aae 7   8    .text   ascii   Iq_~\aIq
3450 0x00018ab6 0x00418ab6 7   8    .text   ascii   bIq\IqZ
3451 0x00018ac1 0x00418ac1 5   6    .text   ascii   IqTIq
3452 0x00018ad0 0x00418ad0 5   6    .text   ascii   Iq\rIq
3453 0x00018af1 0x00418af1 4   5    .text   ascii   ;Iq^
3454 0x00018b17 0x00418b17 11  12   .text   ascii   Iq'j|Iq9Iq,
3455 0x00018b37 0x00418b37 9   10   .text   ascii   Iq CIq\Iq
3456 0x00018b4e 0x00418b4e 7   8    .text   ascii   eIq)OIq
3457 0x00018b61 0x00418b61 5   6    .text   ascii   \e$IqR
3458 0x00018b67 0x00418b67 5   7    .text   utf8    Iq̣Iq blocks=Basic Latin,Combining Diacritical Marks
3459 0x00018b88 0x00418b88 5   6    .text   ascii   Iq*Iq
3460 0x00018b90 0x00418b90 5   6    .text   ascii   Iq1Iq
3461 0x00018b9b 0x00418b9b 5   6    .text   ascii   IqXIq
3462 0x00018ba8 0x00418ba8 8   9    .text   ascii   Iq\vIqpIq
3463 0x00018bb1 0x00418bb1 4   5    .text   ascii   &0Iq
3464 0x00018bf6 0x00418bf6 5   6    .text   ascii   IqbIq
3465 0x00018c03 0x00418c03 6   7    .text   ascii   Iq}IqV
3466 0x00018c29 0x00418c29 6   7    .text   ascii   Iq\rIqo
3467 0x00018c54 0x00418c54 5   6    .text   ascii   IqzIq
3468 0x00018c5a 0x00418c5a 9   10   .text   ascii   Iq.IqbUIq
3469 0x00018c6b 0x00418c6b 4   5    .text   ascii   ?Iql
3470 0x00018c78 0x00418c78 9   10   .text   ascii   Iqf<Iq$Iq
3471 0x00018c96 0x00418c96 4   5    .text   ascii   0pIq
3472 0x00018cab 0x00418cab 7   9    .text   utf8    \eIqɳ\aIq blocks=Basic Latin,IPA Extensions
3473 0x00018cb6 0x00418cb6 5   6    .text   ascii   IqQIq
3474 0x00018ccd 0x00418ccd 9   11   .text   utf8    IqܱIq\aIqR blocks=Basic Latin,Syriac
3475 0x00018d02 0x00418d02 6   7    .text   ascii   Iq]Iq,
3476 0x00018d0d 0x00418d0d 8   9    .text   ascii   Iq_8Iqor
3477 0x00018d25 0x00418d25 5   6    .text   ascii   Iq"Iq
3478 0x00018d4a 0x00418d4a 4   5    .text   ascii   IqRu
3479 0x00018d5d 0x00418d5d 4   5    .text   ascii   EIq/
3480 0x00018d6e 0x00418d6e 8   9    .text   ascii   Iq'IquIq
3481 0x00018d7a 0x00418d7a 5   6    .text   ascii   t:Iq'
3482 0x00018d8e 0x00418d8e 5   6    .text   ascii   z"Iq@
3483 0x00018d97 0x00418d97 4   5    .text   ascii   C6Iq
3484 0x00018da1 0x00418da1 5   6    .text   ascii   IqqIq
3485 0x00018db4 0x00418db4 5   6    .text   ascii   IqPIq
3486 0x00018dc2 0x00418dc2 8   9    .text   ascii   Iq\aIqBIq
3487 0x00018dcb 0x00418dcb 6   7    .text   ascii   &IqsIq
3488 0x00018de2 0x00418de2 5   6    .text   ascii   IqRIq
3489 0x00018de8 0x00418de8 5   6    .text   ascii   IqtIq
3490 0x00018df3 0x00418df3 8   9    .text   ascii   IqtZ Iqa
3491 0x00018e04 0x00418e04 5   7    .text   utf8    Iq˵Iq blocks=Basic Latin,Spacing Modifier Letters
3492 0x00018e12 0x00418e12 6   7    .text   ascii   Iq8IqA
3493 0x00018e1e 0x00418e1e 5   6    .text   ascii   Iq/Iq
3494 0x00018e2b 0x00418e2b 6   7    .text   ascii   IqCIq8
3495 0x00018e32 0x00418e32 6   7    .text   ascii   IqZIqf
3496 0x00018e5f 0x00418e5f 4   5    .text   ascii   Iqx 
3497 0x00018e64 0x00418e64 5   6    .text   ascii   IqPIq
3498 0x00018e71 0x00418e71 5   6    .text   ascii   IqtIq
3499 0x00018e77 0x00418e77 4   5    .text   ascii   Iq\r,
3500 0x00018e88 0x00418e88 5   6    .text   ascii   Iq_Iq
3501 0x00018e95 0x00418e95 5   6    .text   ascii   IqoIq
3502 0x00018ea1 0x00418ea1 4   5    .text   ascii   tIqu
3503 0x00018ebd 0x00418ebd 5   6    .text   ascii   IqgIq
3504 0x00018eeb 0x00418eeb 8   9    .text   ascii   Iq"Iq$Iq
