[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2547 0x0001c524 0x1001d124 9   10   .text   ascii   <xt\f<Xt\bA
2548 0x0001c54f 0x1001d14f 5   6    .text   ascii   <Xu\b@
2549 0x0001c5b3 0x1001d1b3 4   5    .text   ascii   r&A;
2550 0x0001c64c 0x1001d24c 4   6    .text   utf8    ހ|$H blocks=Thaana,Basic Latin
2551 0x0001c66d 0x1001d26d 8   9    .text   ascii   @8t$Ht\fH
2552 0x0001c684 0x1001d284 4   5    .text   ascii   l$xH
2553 0x0001c689 0x1001d289 4   5    .text   ascii   t$pH
2554 0x0001c696 0x1001d296 4   5    .text   ascii   |$hL
2555 0x0001c69b 0x1001d29b 4   5    .text   ascii   t$PL
2556 0x0001c6a0 0x1001d2a0 4   5    .text   ascii   l$XL
2557 0x0001c6a5 0x1001d2a5 4   5    .text   ascii   d$`H
2558 0x0001c70f 0x1001d30f 4   5    .text   ascii   d$ L
2559 0x0001c732 0x1001d332 4   5    .text   ascii   L$\bH
2560 0x0001c7b1 0x1001d3b1 4   5    .text   ascii   L$XH
2561 0x0001c7ca 0x1001d3ca 4   5    .text   ascii   l$`D
2562 0x0001c7d9 0x1001d3d9 4   5    .text   ascii   l$@@
2563 0x0001c801 0x1001d401 4   5    .text   ascii   H;\rh
2564 0x0001c80a 0x1001d40a 4   5    .text   ascii   L$pH
2565 0x0001c816 0x1001d416 5   6    .text   ascii   D$xt%
2566 0x0001c838 0x1001d438 4   5    .text   ascii   D$pH
2567 0x0001c83d 0x1001d43d 5   6    .text   ascii   D$xH;
2568 0x0001c890 0x1001d490 4   5    .text   ascii   L$pH
2569 0x0001c9cc 0x1001d5cc 4   5    .text   ascii   |$XL
2570 0x0001ca09 0x1001d609 4   5    .text   ascii   L$LD
2571 0x0001ca0e 0x1001d60e 4   5    .text   ascii   L$DE
2572 0x0001cabd 0x1001d6bd 4   5    .text   ascii   L$hD
2573 0x0001cac2 0x1001d6c2 4   5    .text   ascii   L$`D
2574 0x0001cac7 0x1001d6c7 4   5    .text   ascii   L$HE
2575 0x0001cae0 0x1001d6e0 4   5    .text   ascii    tA@
2576 0x0001cae6 0x1001d6e6 4   5    .text   ascii   #t1@
2577 0x0001caec 0x1001d6ec 4   5    .text   ascii   +t"@
2578 0x0001cb4f 0x1001d74f 4   6    .text   utf8    ؉D$` blocks=Arabic,Basic Latin
2579 0x0001cb63 0x1001d763 7   10   .text   utf8    ōDHЉD$` blocks=Latin Extended-A,Basic Latin,Cyrillic
2580 0x0001cb7c 0x1001d77c 4   5    .text   ascii   *u D
2581 0x0001cbb5 0x1001d7b5 4   5    .text   ascii   ItE@
2582 0x0001cbbb 0x1001d7bb 4   5    .text   ascii   ht6@
2583 0x0001cc67 0x1001d867 4   5    .text   ascii   L$d@
2584 0x0001cc70 0x1001d870 4   5    .text   ascii   T$pD
2585 0x0001cc87 0x1001d887 4   5    .text   ascii   @t\rI
2586 0x0001ccda 0x1001d8da 4   5    .text   ascii   @t/I
2587 0x0001cce6 0x1001d8e6 4   5    .text   ascii   D$dA
2588 0x0001ccf6 0x1001d8f6 6   8    .text   utf8    t$LE3ɺ blocks=Basic Latin,IPA Extensions
2589 0x0001cd36 0x1001d936 4   5    .text   ascii   D$dD
2590 0x0001cd3d 0x1001d93d 5   6    .text   ascii   D$LE3
2591 0x0001cd5c 0x1001d95c 4   5    .text   ascii   D$dA
2592 0x0001cd6c 0x1001d96c 6   8    .text   utf8    t$LE3ɺ blocks=Basic Latin,IPA Extensions
2593 0x0001cdd6 0x1001d9d6 4   5    .text   ascii   L$DH
2594 0x0001ce1c 0x1001da1c 4   5    .text   ascii   t$@H
2595 0x0001ce38 0x1001da38 6   7    .text   ascii   |$Xt>H
2596 0x0001ce57 0x1001da57 4   5    .text   ascii   t$@+
2597 0x0001ce83 0x1001da83 4   5    .text   ascii   t$@3
2598 0x0001cecd 0x1001dacd 6   7    .text   ascii   |$Xt=H
2599 0x0001cee3 0x1001dae3 5   7    .text   utf8    \tt$@H
2600 0x0001cf32 0x1001db32 8   10   .text   utf8    t$@+ˉL$D blocks=Basic Latin,Spacing Modifier Letters
2601 0x0001cf46 0x1001db46 4   5    .text   ascii   |$XH
2602 0x0001cfb3 0x1001dbb3 4   5    .text   ascii   guDA
2603 0x0001cffc 0x1001dbfc 4   5    .text   ascii   D$XH
2604 0x0001d013 0x1001dc13 4   5    .text   ascii   D$XH
2605 0x0001d029 0x1001dc29 4   5    .text   ascii   L$pH
2606 0x0001d03a 0x1001dc3a 5   7    .text   utf8    ωL$(H blocks=Greek and Coptic,Basic Latin
2607 0x0001d072 0x1001dc72 4   5    .text   ascii   T$pH
2608 0x0001d092 0x1001dc92 4   5    .text   ascii   T$pH
2609 0x0001d099 0x1001dc99 6   8    .text   utf8    Ѐ;-u\tA blocks=Cyrillic,Basic Latin
2610 0x0001d0a9 0x1001dca9 4   5    .text   ascii   t$@3
2611 0x0001d0cb 0x1001dccb 4   5    .text   ascii   D$HA
2612 0x0001d0db 0x1001dcdb 4   5    .text   ascii   D$HA
2613 0x0001d119 0x1001dd19 4   5    .text   ascii   D$P0
2614 0x0001d11e 0x1001dd1e 4   5    .text   ascii   D$QA
2615 0x0001d133 0x1001dd33 4   5    .text   ascii   D$HA
2616 0x0001d144 0x1001dd44 4   5    .text   ascii   D$HA
2617 0x0001d154 0x1001dd54 4   5    .text   ascii   |$XH
2618 0x0001d16a 0x1001dd6a 4   5    .text   ascii   |$XH
2619 0x0001d176 0x1001dd76 4   5    .text   ascii    t%A
2620 0x0001d185 0x1001dd85 4   5    .text   ascii   |$XH
2621 0x0001d1aa 0x1001ddaa 5   6    .text   ascii   |$XHc
2622 0x0001d1c2 0x1001ddc2 4   5    .text   ascii   @t\rH
2623 0x0001d20f 0x1001de0f 6   8    .text   utf8    DID$HA
2624 0x0001d262 0x1001de62 5   6    .text   ascii   D$Ds-
2625 0x0001d271 0x1001de71 4   5    .text   ascii   t$@H
2626 0x0001d2a6 0x1001dea6 4   5    .text   ascii   @tCA
2627 0x0001d2b6 0x1001deb6 4   5    .text   ascii   D$P-
2628 0x0001d2cc 0x1001decc 4   5    .text   ascii   D$P+
2629 0x0001d2e2 0x1001dee2 4   5    .text   ascii   D$P 
2630 0x0001d2f7 0x1001def7 8   9    .text   ascii   l$`+l$D+
2631 0x0001d308 0x1001df08 4   5    .text   ascii   L$LM
2632 0x0001d319 0x1001df19 4   5    .text   ascii   L$LH
2633 0x0001d31e 0x1001df1e 4   5    .text   ascii   L$PM
2634 0x0001d339 0x1001df39 4   5    .text   ascii   L$LM
2635 0x0001d34b 0x1001df4b 5   6    .text   ascii   |$Dtm
2636 0x0001d397 0x1001df97 4   5    .text   ascii   L$LH
2637 0x0001d3bf 0x1001dfbf 4   5    .text   ascii   L$LM
2638 0x0001d3d1 0x1001dfd1 4   5    .text   ascii   t$LE
2639 0x0001d3e1 0x1001dfe1 4   5    .text   ascii   L$LM
2640 0x0001d3f2 0x1001dff2 4   5    .text   ascii   t$LH
2641 0x0001d414 0x1001e014 5   6    .text   ascii   D$dE3
2642 0x0001d440 0x1001e040 5   6    .text   ascii   D$dE3
2643 0x0001d607 0x1001e207 4   5    .text   ascii   L$03
2644 0x0001d623 0x1001e223 4   5    .text   ascii   D$@H
2645 0x0001d635 0x1001e235 4   5    .text   ascii   D$ H
2646 0x0001d6a6 0x1001e2a6 4   5    .text   ascii   \$PH
2647 0x0001d6ab 0x1001e2ab 5   6    .text   ascii   l$X@2
2648 0x0001d6b6 0x1001e2b6 4   5    .text   ascii   |$hH
2649 0x0001d6be 0x1001e2be 4   5    .text   ascii   l$8L
2650 0x0001d6c3 0x1001e2c3 6   7    .text   ascii   d$@utH
2651 0x0001d70b 0x1001e30b 4   5    .text   ascii   t$`t
2652 0x0001d741 0x1001e341 4   5    .text   ascii   L$ H
2653 0x0001d751 0x1001e351 4   5    .text   ascii   l$8H
2654 0x0001d756 0x1001e356 4   5    .text   ascii   |$0L
2655 0x0001d79f 0x1001e39f 4   5    .text   ascii   d$@H
2656 0x0001d7c5 0x1001e3c5 4   5    .text   ascii   \$P@
2657 0x0001d7cd 0x1001e3cd 5   6    .text   ascii   l$Xt\a
2658 0x0001d7db 0x1001e3db 4   5    .text   ascii   |$hH
2659 0x0001d7f6 0x1001e3f6 4   5    .text   ascii   \$PH
2660 0x0001d7fb 0x1001e3fb 4   5    .text   ascii   l$XH
2661 0x0001d800 0x1001e400 4   5    .text   ascii   |$hL
2662 0x0001d805 0x1001e405 5   6    .text   ascii   d$@E2
2663 0x0001d810 0x1001e410 4   5    .text   ascii   d$8H
2664 0x0001d833 0x1001e433 4   5    .text   ascii   H;-6
2665 0x0001d85b 0x1001e45b 4   5    .text   ascii   t$`t
2666 0x0001d891 0x1001e491 4   5    .text   ascii   L$ H
2667 0x0001d8a2 0x1001e4a2 4   5    .text   ascii   d$8H
2668 0x0001d8a7 0x1001e4a7 4   5    .text   ascii   |$0H
2669 0x0001d8e8 0x1001e4e8 4   5    .text   ascii   <Et\v
2670 0x0001d8ff 0x1001e4ff 5   6    .text   ascii   ;0u\tH
2671 0x0001d934 0x1001e534 4   5    .text   ascii   l$XH
2672 0x0001d939 0x1001e539 4   5    .text   ascii   \$PE
2673 0x0001d941 0x1001e541 5   6    .text   ascii   d$@t\a
2674 0x0001d94f 0x1001e54f 4   5    .text   ascii   |$hH
2675 0x0001d9a2 0x1001e5a2 4   5    .text   ascii   \$ L
2676 0x0001d9ba 0x1001e5ba 4   5    .text   ascii   \$@D
2677 0x0001d9f2 0x1001e5f2 4   5    .text   ascii   \$HL
2678 0x0001da0a 0x1001e60a 4   5    .text   ascii   \$0D
2679 0x0001da42 0x1001e642 4   5    .text   ascii   L$ H
2680 0x0001daa3 0x1001e6a3 4   6    .text   utf8    H;=Ƅ blocks=Basic Latin,Latin Extended-B
2681 0x0001db14 0x1001e714 4   5    .text   ascii   T$0H
2682 0x0001db24 0x1001e724 4   5    .text   ascii   |$0D
2683 0x0001db2a 0x1001e72a 4   5    .text   ascii   d$HH
2684 0x0001db2f 0x1001e72f 4   5    .text   ascii   \$@H
2685 0x0001dbe2 0x1001e7e2 4   5    .text   ascii   t$`E
2686 0x0001dceb 0x1001e8eb 5   6    .text   ascii   80tWE
2687 0x0001dd28 0x1001e928 5   6    .text   ascii   gfffA
2688 0x0001dd4f 0x1001e94f 4   5    .text   ascii   t$`t
2689 0x0001dd78 0x1001e978 4   5    .text   ascii   |$XL
2690 0x0001dd7d 0x1001e97d 4   5    .text   ascii   l$hL
2691 0x0001dd82 0x1001e982 4   5    .text   ascii   d$pH
2692 0x0001dd87 0x1001e987 4   5    .text   ascii   |$xH
2693 0x0001ddc6 0x1001e9c6 4   5    .text   ascii   D$pH
2694 0x0001de35 0x1001ea35 4   5    .text   ascii   L$@3
2695 0x0001de96 0x1001ea96 4   5    .text   ascii   D$@H
2696 0x0001de9b 0x1001ea9b 4   5    .text   ascii   l$0D
2697 0x0001ded8 0x1001ead8 5   6    .text   ascii   L$pH3
2698 0x0001def2 0x1001eaf2 4   5    .text   ascii   L$\bH
2699 0x0001df86 0x1001eb86 5   6    .text   ascii   L;5c}
2700 0x0001dfce 0x1001ebce 4   5    .text   ascii   L$0H
2701 0x0001dfdf 0x1001ebdf 4   5    .text   ascii   |$HH
2702 0x0001dfe4 0x1001ebe4 4   5    .text   ascii   t$@L
2703 0x0001e0bd 0x1001ecbd 4   5    .text   ascii   T$ H
2704 0x0001e280 0x1001ee80 4   5    .text   ascii   9u\tA
2705 0x0001e305 0x1001ef05 5   6    .text   ascii   \a0|4H
2706 0x0001e327 0x1001ef27 5   7    .text   utf8    ЍB0Hi blocks=Cyrillic,Basic Latin
2707 0x0001e340 0x1001ef40 4   5    .text   ascii   d|/H
2708 0x0001e345 0x1001ef45 7   10   .text   utf8    \vףp=\nףH blocks=Basic Latin,Hebrew
2709 0x0001e364 0x1001ef64 6   9    .text   utf8    ЍB0HkҜ blocks=Cyrillic,Basic Latin
2710 0x0001e37a 0x1001ef7a 4   5    .text   ascii   \n|,H
2711 0x0001e37f 0x1001ef7f 9   10   .text   ascii   gfffffffH
2712 0x0001e39b 0x1001ef9b 5   7    .text   utf8    ЍB0Hk blocks=Cyrillic,Basic Latin
2713 0x0001e3c2 0x1001efc2 4   5    .text   ascii   |$XL
2714 0x0001e3c7 0x1001efc7 4   5    .text   ascii   t$`L
2715 0x0001e3cc 0x1001efcc 4   5    .text   ascii   l$hL
2716 0x0001e3d1 0x1001efd1 4   5    .text   ascii   d$pH
2717 0x0001e3d6 0x1001efd6 4   5    .text   ascii   |$xH
2718 0x0001e4d7 0x1001f0d7 4   5    .text   ascii   D$0I
2719 0x0001e4e7 0x1001f0e7 4   5    .text   ascii   D$0D
2720 0x0001e4ed 0x1001f0ed 4   5    .text   ascii   d$HH
2721 0x0001e4f2 0x1001f0f2 4   5    .text   ascii   t$@H
2722 0x0001e55b 0x1001f15b 4   5    .text   ascii   >-Hc
2723 0x0001e571 0x1001f171 4   5    .text   ascii   >-u\b
2724 0x0001e642 0x1001f242 4   6    .text   utf8    Lcú0 blocks=Basic Latin,Latin-1 Supplement
2725 0x0001e662 0x1001f262 4   5    .text   ascii   |$XL
2726 0x0001e667 0x1001f267 4   5    .text   ascii   t$`L
2727 0x0001e66c 0x1001f26c 4   5    .text   ascii   l$hL
2728 0x0001e671 0x1001f271 4   5    .text   ascii   d$pH
2729 0x0001e676 0x1001f276 4   5    .text   ascii   |$xH
2730 0x0001e6b6 0x1001f2b6 4   5    .text   ascii   D$`H
2731 0x0001e722 0x1001f322 4   5    .text   ascii   L$03
2732 0x0001e744 0x1001f344 4   5    .text   ascii   D$4D
2733 0x0001e769 0x1001f369 4   5    .text   ascii   L$0D
2734 0x0001e786 0x1001f386 4   5    .text   ascii   |$xH
2735 0x0001e7a3 0x1001f3a3 5   6    .text   ascii   L$`H3
2736 0x0001e7d6 0x1001f3d6 4   5    .text   ascii   D$pH
2737 0x0001e857 0x1001f457 4   5    .text   ascii   d$DA
2738 0x0001e85f 0x1001f45f 4   5    .text   ascii   |$@-
2739 0x0001e87d 0x1001f47d 4   5    .text   ascii   L$@D
2740 0x0001e8c0 0x1001f4c0 4   5    .text   ascii   L$@D
2741 0x0001e8e7 0x1001f4e7 4   5    .text   ascii   D$@L
2742 0x0001e8ec 0x1001f4ec 4   5    .text   ascii   l$0D
2743 0x0001e939 0x1001f539 5   6    .text   ascii   L$pH3
2744 0x0001e957 0x1001f557 4   5    .text   ascii   etsA
2745 0x0001e95d 0x1001f55d 4   5    .text   ascii   EtmA
2746 0x0001e968 0x1001f568 4   5    .text   ascii   D$pD
2747 0x0001e96d 0x1001f56d 4   5    .text   ascii   L$`H
2748 0x0001e982 0x1001f582 4   5    .text   ascii   at'A
2749 0x0001e988 0x1001f588 4   5    .text   ascii   At!H
2750 0x0001e98d 0x1001f58d 4   5    .text   ascii   D$pD
2751 0x0001e992 0x1001f592 4   5    .text   ascii   L$`H
2752 0x0001e9ae 0x1001f5ae 4   5    .text   ascii   D$pD
2753 0x0001e9b3 0x1001f5b3 4   5    .text   ascii   L$`H
2754 0x0001e9cf 0x1001f5cf 4   5    .text   ascii   D$pD
2755 0x0001e9d4 0x1001f5d4 4   5    .text   ascii   L$`H
2756 0x0001e9f7 0x1001f5f7 4   5    .text   ascii   etpA
2757 0x0001e9fd 0x1001f5fd 4   5    .text   ascii   EtjA
2758 0x0001ea08 0x1001f608 4   5    .text   ascii   L$`H
2759 0x0001ea21 0x1001f621 4   5    .text   ascii   at&A
2760 0x0001ea2b 0x1001f62b 4   5    .text   ascii   D$hD
2761 0x0001ea30 0x1001f630 4   5    .text   ascii   L$`H
2762 0x0001ea48 0x1001f648 6   8    .text   utf8    8ËD$hD blocks=Basic Latin,Latin-1 Supplement
2763 0x0001ea50 0x1001f650 4   5    .text   ascii   L$`H
2764 0x0001ea68 0x1001f668 6   8    .text   utf8    8ËD$hD blocks=Basic Latin,Latin-1 Supplement
2765 0x0001ea70 0x1001f670 4   5    .text   ascii   L$`H
2766 0x0001eb60 0x1001f760 4   5    .text   ascii   L$0H
2767 0x0001ebe1 0x1001f7e1 4   5    .text   ascii   H95(
2768 0x0001ec07 0x1001f807 4   5    .text   ascii   L$8A
2769 0x0001ec12 0x1001f812 4   5    .text   ascii   L$ A
2770 0x0001ec1b 0x1001f81b 4   5    .text   ascii   D$@H
2771 0x0001ecb3 0x1001f8b3 4   5    .text   ascii   l$XL
2772 0x0001ecb8 0x1001f8b8 4   5    .text   ascii   d$`H
2773 0x0001eccd 0x1001f8cd 4   5    .text   ascii   l$xH
2774 0x0001ecd2 0x1001f8d2 4   5    .text   ascii   \$pH
2775 0x0001ed46 0x1001f946 4   5    .text   ascii   \$8H
2776 0x0001ed4b 0x1001f94b 4   5    .text   ascii   t$@H
2777 0x0001ed57 0x1001f957 4   5    .text   ascii   |$HH
2778 0x0001edb4 0x1001f9b4 4   5    .text   ascii   |$HH
2779 0x0001edb9 0x1001f9b9 4   5    .text   ascii   t$@H
2780 0x0001edc1 0x1001f9c1 4   5    .text   ascii   \$8H
2781 0x0001eddd 0x1001f9dd 4   5    .text   ascii   \$8H
2782 0x0001ede2 0x1001f9e2 4   5    .text   ascii   t$@H
2783 0x0001edfa 0x1001f9fa 4   5    .text   ascii   |$HH
2784 0x0001ee3b 0x1001fa3b 4   5    .text   ascii   |$HH
2785 0x0001ee40 0x1001fa40 4   5    .text   ascii   t$@H
2786 0x0001ee45 0x1001fa45 4   5    .text   ascii   \$8H
2787 0x0001ee4f 0x1001fa4f 4   5    .text   ascii   |$HH
2788 0x0001ee5f 0x1001fa5f 4   5    .text   ascii   t$@H
2789 0x0001ee64 0x1001fa64 4   5    .text   ascii   \$8H
2790 0x0001ee72 0x1001fa72 4   5    .text   ascii   t$@H
2791 0x0001ee77 0x1001fa77 4   5    .text   ascii   \$8H
2792 0x0001eeea 0x1001faea 4   5    .text   ascii   \$@H
2793 0x0001eef6 0x1001faf6 4   5    .text   ascii   |$HH
2794 0x0001ef12 0x1001fb12 6   7    .text   ascii   |$Ht\bH
2795 0x0001ef24 0x1001fb24 4   5    .text   ascii   \$@H
2796 0x0001ef94 0x1001fb94 4   5    .text   ascii   D$0H
2797 0x0001efa7 0x1001fba7 4   5    .text   ascii   D$ I
2798 0x0001efb3 0x1001fbb3 6   7    .text   ascii   T$(t#A
2799 0x0001efce 0x1001fbce 4   5    .text   ascii   \$0H
2800 0x0001efd3 0x1001fbd3 4   5    .text   ascii   T$(H
2801 0x0001efd8 0x1001fbd8 5   6    .text   ascii   D$ H;
2802 0x0001effa 0x1001fbfa 4   5    .text   ascii   \$0H
2803 0x0001efff 0x1001fbff 4   5    .text   ascii   D$(H
2804 0x0001f004 0x1001fc04 4   5    .text   ascii   D$ A
2805 0x0001f01b 0x1001fc1b 4   5    .text   ascii   \$0H
2806 0x0001f0a6 0x1001fca6 4   5    .text   ascii   D$0H
2807 0x0001f0b9 0x1001fcb9 4   5    .text   ascii   D$ I
2808 0x0001f0c5 0x1001fcc5 6   7    .text   ascii   T$(t#A
2809 0x0001f0e0 0x1001fce0 4   5    .text   ascii   \$0H
2810 0x0001f0e5 0x1001fce5 4   5    .text   ascii   T$(H
2811 0x0001f0ea 0x1001fcea 5   6    .text   ascii   D$ H;
2812 0x0001f10c 0x1001fd0c 4   5    .text   ascii   \$0H
2813 0x0001f111 0x1001fd11 4   5    .text   ascii   D$(H
2814 0x0001f116 0x1001fd16 4   5    .text   ascii   D$ A
2815 0x0001f12d 0x1001fd2d 4   5    .text   ascii   \$0H
2816 0x0001f1b4 0x1001fdb4 4   5    .text   ascii   D$0H
2817 0x0001f1c7 0x1001fdc7 4   5    .text   ascii   D$ I
2818 0x0001f1d3 0x1001fdd3 6   7    .text   ascii   T$(t#A
2819 0x0001f1ee 0x1001fdee 4   5    .text   ascii   \$0H
2820 0x0001f1f3 0x1001fdf3 4   5    .text   ascii   T$(H
2821 0x0001f1f8 0x1001fdf8 5   6    .text   ascii   D$ H;
2822 0x0001f21a 0x1001fe1a 4   5    .text   ascii   \$0H
2823 0x0001f21f 0x1001fe1f 4   5    .text   ascii   D$(H
2824 0x0001f224 0x1001fe24 4   5    .text   ascii   D$ A
2825 0x0001f23b 0x1001fe3b 4   5    .text   ascii   \$0H
2826 0x0001f296 0x1001fe96 5   6    .text   ascii   \$PHc
2827 0x0001f2ca 0x1001feca 4   5    .text   ascii   |$XH
2828 0x0001f2cf 0x1001fecf 4   5    .text   ascii   \$PH
2829 0x0001f2d5 0x1001fed5 6   8    .text   utf8    8ËT$ L blocks=Basic Latin,Latin-1 Supplement
2830 0x0001f2dd 0x1001fedd 4   5    .text   ascii   D$$D
2831 0x0001f2f0 0x1001fef0 5   6    .text   ascii   D$ u'
2832 0x0001f30f 0x1001ff0f 4   5    .text   ascii   |$XH
2833 0x0001f314 0x1001ff14 4   5    .text   ascii   \$PH
2834 0x0001f328 0x1001ff28 4   5    .text   ascii   \$PH
2835 0x0001f340 0x1001ff40 4   6    .text   utf8    Ѐd\b\b blocks=Cyrillic,Basic Latin
2836 0x0001f348 0x1001ff48 4   5    .text   ascii   D$ H
2837 0x0001f34e 0x1001ff4e 6   8    .text   utf8    8ÉL$\bH blocks=Basic Latin,Latin-1 Supplement
2838 0x0001f3ed 0x1001ffed 5   6    .text   ascii   |$ E3
2839 0x0001f467 0x10020067 5   6    .text   ascii   |$ E3
2840 0x0001f487 0x10020087 4   5    .text   ascii   t$`H
2841 0x0001f48c 0x1002008c 4   5    .text   ascii   |$XL
2842 0x0001f491 0x10020091 4   5    .text   ascii   d$PL
2843 0x0001f496 0x10020096 4   5    .text   ascii   l$HL
2844 0x0001f49b 0x1002009b 4   5    .text   ascii   t$@H
2845 0x0001f584 0x10020184 4   5    .text   ascii   |$PL
2846 0x0001f589 0x10020189 4   5    .text   ascii   l$XA
2847 0x0001f58f 0x1002018f 4   5    .text   ascii   |\r8@
2848 0x0001f5db 0x100201db 8   10   .text   utf8    D\r\b t\r3ҋ blocks=Basic Latin,Cyrillic
2849 0x0001f61d 0x1002021d 4   5    .text   ascii   T$HH
2850 0x0001f661 0x10020261 4   5    .text   ascii   t$LD
2851 0x0001f668 0x10020268 4   5    .text   ascii   D$HI
2852 0x0001f676 0x10020276 5   6    .text   ascii   |$Hff
2853 0x0001f6a5 0x100202a5 4   5    .text   ascii   L$@H
2854 0x0001f6d0 0x100202d0 4   5    .text   ascii   L$@A
2855 0x0001f6ee 0x100202ee 4   5    .text   ascii   D$@A
2856 0x0001f6f9 0x100202f9 4   5    .text   ascii   D$8H
2857 0x0001f6fe 0x100202fe 4   5    .text   ascii   D$0H
2858 0x0001f703 0x10020303 4   5    .text   ascii   D$`3
2859 0x0001f715 0x10020315 4   5    .text   ascii   D$ H
2860 0x0001f72b 0x1002032b 4   5    .text   ascii   D$PH
2861 0x0001f737 0x10020337 4   5    .text   ascii   L$LH
2862 0x0001f740 0x10020340 4   5    .text   ascii   D$XH
2863 0x0001f745 0x10020345 4   5    .text   ascii   T$`H
2864 0x0001f767 0x10020367 4   5    .text   ascii   D$LD
2865 0x0001f781 0x10020381 5   6    .text   ascii   D$`\rH
2866 0x0001f792 0x10020392 4   5    .text   ascii   D$XL
2867 0x0001f797 0x10020397 4   5    .text   ascii   L$LH
2868 0x0001f7a0 0x100203a0 4   5    .text   ascii   T$`A
2869 0x0001f7f8 0x100203f8 4   5    .text   ascii   D$@A
2870 0x0001f819 0x10020419 8   9    .text   ascii   f;D$@uhA
2871 0x0001f82f 0x1002042f 4   5    .text   ascii   D$@\r
2872 0x0001f839 0x10020439 8   9    .text   ascii   f;D$@u:A
2873 0x0001f8e2 0x100204e2 5   7    .text   utf8    \$p3ɋ blocks=Basic Latin,Latin Extended-B
2874 0x0001f91e 0x1002051e 4   5    .text   ascii   D$pD
2875 0x0001f926 0x10020526 5   6    .text   ascii   L$DD+
2876 0x0001f92e 0x1002052e 4   5    .text   ascii   D$PL
2877 0x0001f933 0x10020533 4   5    .text   ascii   |$ H
2878 0x0001f93c 0x1002053c 4   5    .text   ascii   T$pI
2879 0x0001f94c 0x1002054c 8   9    .text   ascii   t2HcD$DH
2880 0x0001f955 0x10020555 5   6    .text   ascii   L$pH+
2881 0x0001f9b2 0x100205b2 5   7    .text   utf8    \$p3ɋ blocks=Basic Latin,Latin Extended-B
2882 0x0001f9f3 0x100205f3 4   5    .text   ascii   D$pD
2883 0x0001f9fb 0x100205fb 5   6    .text   ascii   L$DD+
2884 0x0001fa03 0x10020603 4   5    .text   ascii   D$PL
2885 0x0001fa08 0x10020608 4   5    .text   ascii   |$ H
2886 0x0001fa11 0x10020611 4   5    .text   ascii   T$pI
2887 0x0001fa21 0x10020621 8   9    .text   ascii   t2HcD$DH
2888 0x0001fa2a 0x1002062a 5   6    .text   ascii   L$pH+
2889 0x0001fac1 0x100206c1 4   5    .text   ascii   t$8H
2890 0x0001fac6 0x100206c6 4   5    .text   ascii   t$0+
2891 0x0001faee 0x100206ee 4   5    .text   ascii   D$pH
2892 0x0001fb12 0x10020712 5   6    .text   ascii   D$PHc
2893 0x0001fb1d 0x1002071d 4   5    .text   ascii   T\fpH
2894 0x0001fb29 0x10020729 4   5    .text   ascii   L$DH
2895 0x0001fb32 0x10020732 5   6    .text   ascii   D$XD+
2896 0x0001fb4c 0x1002074c 5   6    .text   ascii   \$DD;
2897 0x0001fb87 0x10020787 4   5    .text   ascii   L$DD
2898 0x0001fba1 0x100207a1 5   6    .text   ascii   t$DE3
2899 0x0001fbe9 0x100207e9 4   5    .text   ascii   l$XH
2900 0x0001fbf5 0x100207f5 4   5    .text   ascii   D$PH
2901 0x0001fc00 0x10020800 5   6    .text   ascii   \b@t\vA
2902 0x0001fc8f 0x1002088f 5   7    .text   utf8    ̉L$\bH blocks=Combining Diacritical Marks,Basic Latin
2903 0x0001fd2c 0x1002092c 5   6    .text   ascii   |$ E3
2904 0x0001fda1 0x100209a1 5   6    .text   ascii   |$ E3
2905 0x0001fdc0 0x100209c0 4   5    .text   ascii   t$`H
2906 0x0001fdc5 0x100209c5 4   5    .text   ascii   |$XL
2907 0x0001fdca 0x100209ca 4   5    .text   ascii   d$PL
2908 0x0001fdcf 0x100209cf 4   5    .text   ascii   l$HL
2909 0x0001fdd4 0x100209d4 4   5    .text   ascii   t$@H
2910 0x0001fe7d 0x10020a7d 5   6    .text   ascii   x2;\rC
2911 0x0001fe85 0x10020a85 4   5    .text   ascii   s*Hc
2912 0x0001ff11 0x10020b11 4   6    .text   utf8    HcȺ\b blocks=Basic Latin,Latin Extended-B
2913 0x00020036 0x10020c36 4   5    .text   ascii   w$H+
