[Strings]
nth   paddr      vaddr      len  size section       type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
8346  0x000c8376 0x004e5976 13   14   .debug_info   ascii   IID_IOleCache
8347  0x000c838c 0x004e598c 14   15   .debug_info   ascii   IID_IOleCache2
8348  0x000c83a3 0x004e59a3 20   21   .debug_info   ascii   IID_IOleCacheControl
8349  0x000c83c0 0x004e59c0 21   22   .debug_info   ascii   IID_IParseDisplayName
8350  0x000c83de 0x004e59de 17   18   .debug_info   ascii   IID_IOleContainer
8351  0x000c83f8 0x004e59f8 18   19   .debug_info   ascii   IID_IOleClientSite
8352  0x000c8413 0x004e5a13 14   15   .debug_info   ascii   IID_IOleObject
8353  0x000c842a 0x004e5a2a 23   24   .debug_info   ascii   IOLETypes_v0_0_c_ifspec
8354  0x000c844a 0x004e5a4a 23   24   .debug_info   ascii   IOLETypes_v0_0_s_ifspec
8355  0x000c846a 0x004e5a6a 14   15   .debug_info   ascii   IID_IOleWindow
8356  0x000c8481 0x004e5a81 12   13   .debug_info   ascii   IID_IOleLink
8357  0x000c8496 0x004e5a96 21   22   .debug_info   ascii   IID_IOleItemContainer
8358  0x000c84b4 0x004e5ab4 23   24   .debug_info   ascii   IID_IOleInPlaceUIWindow
8359  0x000c84d4 0x004e5ad4 27   28   .debug_info   ascii   IID_IOleInPlaceActiveObject
8360  0x000c84f8 0x004e5af8 20   21   .debug_info   ascii   IID_IOleInPlaceFrame
8361  0x000c8515 0x004e5b15 21   22   .debug_info   ascii   IID_IOleInPlaceObject
8362  0x000c8533 0x004e5b33 19   20   .debug_info   ascii   IID_IOleInPlaceSite
8363  0x000c854f 0x004e5b4f 13   14   .debug_info   ascii   IID_IContinue
8364  0x000c8565 0x004e5b65 15   16   .debug_info   ascii   IID_IViewObject
8365  0x000c857d 0x004e5b7d 16   17   .debug_info   ascii   IID_IViewObject2
8366  0x000c8596 0x004e5b96 15   16   .debug_info   ascii   IID_IDropSource
8367  0x000c85ae 0x004e5bae 15   16   .debug_info   ascii   IID_IDropTarget
8368  0x000c85c6 0x004e5bc6 21   22   .debug_info   ascii   IID_IDropSourceNotify
8369  0x000c85e4 0x004e5be4 16   17   .debug_info   ascii   IID_IEnumOLEVERB
8370  0x000c85fd 0x004e5bfd 20   21   .debug_info   ascii   IID_IServiceProvider
8371  0x000c8619 0x004e5c19 33   34   .debug_info   ascii   IOleAutomationTypes_v1_0_c_ifspec
8372  0x000c8643 0x004e5c43 33   34   .debug_info   ascii   IOleAutomationTypes_v1_0_s_ifspec
8373  0x000c866d 0x004e5c6d 19   20   .debug_info   ascii   IID_ICreateTypeInfo
8374  0x000c8689 0x004e5c89 20   21   .debug_info   ascii   IID_ICreateTypeInfo2
8375  0x000c86a6 0x004e5ca6 18   19   .debug_info   ascii   IID_ICreateTypeLib
8376  0x000c86c1 0x004e5cc1 19   20   .debug_info   ascii   IID_ICreateTypeLib2
8377  0x000c86dd 0x004e5cdd 13   14   .debug_info   ascii   IID_IDispatch
8378  0x000c86f3 0x004e5cf3 16   17   .debug_info   ascii   IID_IEnumVARIANT
8379  0x000c870c 0x004e5d0c 13   14   .debug_info   ascii   IID_ITypeComp
8380  0x000c8722 0x004e5d22 13   14   .debug_info   ascii   IID_ITypeInfo
8381  0x000c8738 0x004e5d38 14   15   .debug_info   ascii   IID_ITypeInfo2
8382  0x000c874f 0x004e5d4f 12   13   .debug_info   ascii   IID_ITypeLib
8383  0x000c8764 0x004e5d64 13   14   .debug_info   ascii   IID_ITypeLib2
8384  0x000c877a 0x004e5d7a 21   22   .debug_info   ascii   IID_ITypeChangeEvents
8385  0x000c8798 0x004e5d98 14   15   .debug_info   ascii   IID_IErrorInfo
8386  0x000c87af 0x004e5daf 20   21   .debug_info   ascii   IID_ICreateErrorInfo
8387  0x000c87cc 0x004e5dcc 21   22   .debug_info   ascii   IID_ISupportErrorInfo
8388  0x000c87ea 0x004e5dea 16   17   .debug_info   ascii   IID_ITypeFactory
8389  0x000c8803 0x004e5e03 16   17   .debug_info   ascii   IID_ITypeMarshal
8390  0x000c881c 0x004e5e1c 15   16   .debug_info   ascii   IID_IRecordInfo
8391  0x000c8834 0x004e5e34 13   14   .debug_info   ascii   IID_IErrorLog
8392  0x000c884a 0x004e5e4a 16   17   .debug_info   ascii   IID_IPropertyBag
8393  0x000c8863 0x004e5e63 35   36   .debug_info   ascii   __MIDL_itf_msxml_0000_v0_0_c_ifspec
8394  0x000c888e 0x004e5e8e 35   36   .debug_info   ascii   __MIDL_itf_msxml_0000_v0_0_s_ifspec
8395  0x000c88b9 0x004e5eb9 11   12   .debug_info   ascii   LIBID_MSXML
8396  0x000c88cc 0x004e5ecc 25   26   .debug_info   ascii   IID_IXMLDOMImplementation
8397  0x000c88ee 0x004e5eee 15   16   .debug_info   ascii   IID_IXMLDOMNode
8398  0x000c8906 0x004e5f06 27   28   .debug_info   ascii   IID_IXMLDOMDocumentFragment
8399  0x000c892a 0x004e5f2a 19   20   .debug_info   ascii   IID_IXMLDOMDocument
8400  0x000c8946 0x004e5f46 19   20   .debug_info   ascii   IID_IXMLDOMNodeList
8401  0x000c8962 0x004e5f62 23   24   .debug_info   ascii   IID_IXMLDOMNamedNodeMap
8402  0x000c8982 0x004e5f82 24   25   .debug_info   ascii   IID_IXMLDOMCharacterData
8403  0x000c89a3 0x004e5fa3 20   21   .debug_info   ascii   IID_IXMLDOMAttribute
8404  0x000c89c0 0x004e5fc0 18   19   .debug_info   ascii   IID_IXMLDOMElement
8405  0x000c89db 0x004e5fdb 15   16   .debug_info   ascii   IID_IXMLDOMText
8406  0x000c89f3 0x004e5ff3 18   19   .debug_info   ascii   IID_IXMLDOMComment
8407  0x000c8a0e 0x004e600e 32   33   .debug_info   ascii   IID_IXMLDOMProcessingInstruction
8408  0x000c8a37 0x004e6037 23   24   .debug_info   ascii   IID_IXMLDOMCDATASection
8409  0x000c8a57 0x004e6057 23   24   .debug_info   ascii   IID_IXMLDOMDocumentType
8410  0x000c8a77 0x004e6077 19   20   .debug_info   ascii   IID_IXMLDOMNotation
8411  0x000c8a93 0x004e6093 17   18   .debug_info   ascii   IID_IXMLDOMEntity
8412  0x000c8aad 0x004e60ad 26   27   .debug_info   ascii   IID_IXMLDOMEntityReference
8413  0x000c8ad0 0x004e60d0 21   22   .debug_info   ascii   IID_IXMLDOMParseError
8414  0x000c8aee 0x004e60ee 15   16   .debug_info   ascii   IID_IXTLRuntime
8415  0x000c8b06 0x004e6106 25   26   .debug_info   ascii   DIID_XMLDOMDocumentEvents
8416  0x000c8b28 0x004e6128 17   18   .debug_info   ascii   CLSID_DOMDocument
8417  0x000c8b42 0x004e6142 29   30   .debug_info   ascii   CLSID_DOMFreeThreadedDocument
8418  0x000c8b68 0x004e6168 19   20   .debug_info   ascii   IID_IXMLHttpRequest
8419  0x000c8b84 0x004e6184 20   21   .debug_info   ascii   CLSID_XMLHTTPRequest
8420  0x000c8ba1 0x004e61a1 18   19   .debug_info   ascii   IID_IXMLDSOControl
8421  0x000c8bbc 0x004e61bc 19   20   .debug_info   ascii   CLSID_XMLDSOControl
8422  0x000c8bd8 0x004e61d8 25   26   .debug_info   ascii   IID_IXMLElementCollection
8423  0x000c8bfa 0x004e61fa 16   17   .debug_info   ascii   IID_IXMLDocument
8424  0x000c8c13 0x004e6213 17   18   .debug_info   ascii   IID_IXMLDocument2
8425  0x000c8c2d 0x004e622d 15   16   .debug_info   ascii   IID_IXMLElement
8426  0x000c8c45 0x004e6245 16   17   .debug_info   ascii   IID_IXMLElement2
8427  0x000c8c5e 0x004e625e 17   18   .debug_info   ascii   IID_IXMLAttribute
8428  0x000c8c78 0x004e6278 13   14   .debug_info   ascii   IID_IXMLError
8429  0x000c8c8e 0x004e628e 17   18   .debug_info   ascii   CLSID_XMLDocument
8430  0x000c8ca8 0x004e62a8 23   24   .debug_info   ascii   CLSID_SBS_StdURLMoniker
8431  0x000c8cc8 0x004e62c8 22   23   .debug_info   ascii   CLSID_SBS_HttpProtocol
8432  0x000c8ce7 0x004e62e7 21   22   .debug_info   ascii   CLSID_SBS_FtpProtocol
8433  0x000c8d05 0x004e6305 24   25   .debug_info   ascii   CLSID_SBS_GopherProtocol
8434  0x000c8d26 0x004e6326 23   24   .debug_info   ascii   CLSID_SBS_HttpSProtocol
8435  0x000c8d46 0x004e6346 22   23   .debug_info   ascii   CLSID_SBS_FileProtocol
8436  0x000c8d65 0x004e6365 20   21   .debug_info   ascii   CLSID_SBS_MkProtocol
8437  0x000c8d82 0x004e6382 22   23   .debug_info   ascii   CLSID_SBS_UrlMkBindCtx
8438  0x000c8da1 0x004e63a1 21   22   .debug_info   ascii   CLSID_SBS_SoftDistExt
8439  0x000c8dbf 0x004e63bf 21   22   .debug_info   ascii   CLSID_SBS_CdlProtocol
8440  0x000c8ddd 0x004e63dd 28   29   .debug_info   ascii   CLSID_SBS_ClassInstallFilter
8441  0x000c8e02 0x004e6402 33   34   .debug_info   ascii   CLSID_SBS_InternetSecurityManager
8442  0x000c8e2c 0x004e642c 29   30   .debug_info   ascii   CLSID_SBS_InternetZoneManager
8443  0x000c8e52 0x004e6452 17   18   .debug_info   ascii   IID_IAsyncMoniker
8444  0x000c8e6c 0x004e646c 19   20   .debug_info   ascii   CLSID_StdURLMoniker
8445  0x000c8e88 0x004e6488 18   19   .debug_info   ascii   CLSID_HttpProtocol
8446  0x000c8ea3 0x004e64a3 17   18   .debug_info   ascii   CLSID_FtpProtocol
8447  0x000c8ebd 0x004e64bd 20   21   .debug_info   ascii   CLSID_GopherProtocol
8448  0x000c8eda 0x004e64da 19   20   .debug_info   ascii   CLSID_HttpSProtocol
8449  0x000c8ef6 0x004e64f6 18   19   .debug_info   ascii   CLSID_FileProtocol
8450  0x000c8f11 0x004e6511 16   17   .debug_info   ascii   CLSID_MkProtocol
8451  0x000c8f2a 0x004e652a 20   21   .debug_info   ascii   CLSID_StdURLProtocol
8452  0x000c8f47 0x004e6547 18   19   .debug_info   ascii   CLSID_UrlMkBindCtx
8453  0x000c8f62 0x004e6562 17   18   .debug_info   ascii   CLSID_CdlProtocol
8454  0x000c8f7c 0x004e657c 24   25   .debug_info   ascii   CLSID_ClassInstallFilter
8455  0x000c8f9d 0x004e659d 17   18   .debug_info   ascii   IID_IAsyncBindCtx
8456  0x000c8fb7 0x004e65b7 19   20   .debug_info   ascii   IID_IPersistMoniker
8457  0x000c8fd3 0x004e65d3 16   17   .debug_info   ascii   IID_IMonikerProp
8458  0x000c8fec 0x004e65ec 17   18   .debug_info   ascii   IID_IBindProtocol
8459  0x000c9006 0x004e6606 12   13   .debug_info   ascii   IID_IBinding
8460  0x000c901b 0x004e661b 23   24   .debug_info   ascii   IID_IBindStatusCallback
8461  0x000c903b 0x004e663b 25   26   .debug_info   ascii   IID_IBindStatusCallbackEx
8462  0x000c905d 0x004e665d 17   18   .debug_info   ascii   IID_IAuthenticate
8463  0x000c9077 0x004e6677 19   20   .debug_info   ascii   IID_IAuthenticateEx
8464  0x000c9093 0x004e6693 18   19   .debug_info   ascii   IID_IHttpNegotiate
8465  0x000c90ae 0x004e66ae 19   20   .debug_info   ascii   IID_IHttpNegotiate2
8466  0x000c90ca 0x004e66ca 19   20   .debug_info   ascii   IID_IHttpNegotiate3
8467  0x000c90e6 0x004e66e6 22   23   .debug_info   ascii   IID_IWinInetFileStream
8468  0x000c9105 0x004e6705 23   24   .debug_info   ascii   IID_IWindowForBindingUI
8469  0x000c9125 0x004e6725 16   17   .debug_info   ascii   IID_ICodeInstall
8470  0x000c913e 0x004e673e 8    9    .debug_info   ascii   IID_IUri
8471  0x000c914f 0x004e674f 17   18   .debug_info   ascii   IID_IUriContainer
8472  0x000c9169 0x004e6769 15   16   .debug_info   ascii   IID_IUriBuilder
8473  0x000c9181 0x004e6781 22   23   .debug_info   ascii   IID_IUriBuilderFactory
8474  0x000c91a0 0x004e67a0 16   17   .debug_info   ascii   IID_IWinInetInfo
8475  0x000c91b9 0x004e67b9 17   18   .debug_info   ascii   IID_IHttpSecurity
8476  0x000c91d3 0x004e67d3 20   21   .debug_info   ascii   IID_IWinInetHttpInfo
8477  0x000c91f0 0x004e67f0 24   25   .debug_info   ascii   IID_IWinInetHttpTimeouts
8478  0x000c9211 0x004e6811 22   23   .debug_info   ascii   IID_IWinInetCacheHints
8479  0x000c9230 0x004e6830 23   24   .debug_info   ascii   IID_IWinInetCacheHints2
8480  0x000c9250 0x004e6850 12   13   .debug_info   ascii   SID_BindHost
8481  0x000c9265 0x004e6865 13   14   .debug_info   ascii   IID_IBindHost
8482  0x000c927b 0x004e687b 13   14   .debug_info   ascii   IID_IInternet
8483  0x000c9291 0x004e6891 21   22   .debug_info   ascii   IID_IInternetBindInfo
8484  0x000c92af 0x004e68af 23   24   .debug_info   ascii   IID_IInternetBindInfoEx
8485  0x000c92cf 0x004e68cf 25   26   .debug_info   ascii   IID_IInternetProtocolRoot
8486  0x000c92f1 0x004e68f1 21   22   .debug_info   ascii   IID_IInternetProtocol
8487  0x000c930f 0x004e690f 23   24   .debug_info   ascii   IID_IInternetProtocolEx
8488  0x000c932f 0x004e692f 25   26   .debug_info   ascii   IID_IInternetProtocolSink
8489  0x000c9351 0x004e6951 34   35   .debug_info   ascii   IID_IInternetProtocolSinkStackable
8490  0x000c937c 0x004e697c 20   21   .debug_info   ascii   IID_IInternetSession
8491  0x000c9399 0x004e6999 25   26   .debug_info   ascii   IID_IInternetThreadSwitch
8492  0x000c93bb 0x004e69bb 21   22   .debug_info   ascii   IID_IInternetPriority
8493  0x000c93d9 0x004e69d9 25   26   .debug_info   ascii   IID_IInternetProtocolInfo
8494  0x000c93fb 0x004e69fb 29   30   .debug_info   ascii   CLSID_InternetSecurityManager
8495  0x000c9421 0x004e6a21 25   26   .debug_info   ascii   CLSID_InternetZoneManager
8496  0x000c9443 0x004e6a43 30   31   .debug_info   ascii   CLSID_PersistentZoneIdentifier
8497  0x000c946a 0x004e6a6a 28   29   .debug_info   ascii   IID_IInternetSecurityMgrSite
8498  0x000c948f 0x004e6a8f 28   29   .debug_info   ascii   IID_IInternetSecurityManager
8499  0x000c94b4 0x004e6ab4 30   31   .debug_info   ascii   IID_IInternetSecurityManagerEx
8500  0x000c94db 0x004e6adb 31   32   .debug_info   ascii   IID_IInternetSecurityManagerEx2
8501  0x000c9503 0x004e6b03 19   20   .debug_info   ascii   IID_IZoneIdentifier
8502  0x000c951f 0x004e6b1f 32   33   .debug_info   ascii   IID_IInternetHostSecurityManager
8503  0x000c9548 0x004e6b48 36   37   .debug_info   ascii   GUID_CUSTOM_LOCALMACHINEZONEUNLOCKED
8504  0x000c9575 0x004e6b75 24   25   .debug_info   ascii   IID_IInternetZoneManager
8505  0x000c9596 0x004e6b96 26   27   .debug_info   ascii   IID_IInternetZoneManagerEx
8506  0x000c95b9 0x004e6bb9 27   28   .debug_info   ascii   IID_IInternetZoneManagerEx2
8507  0x000c95dd 0x004e6bdd 17   18   .debug_info   ascii   CLSID_SoftDistExt
8508  0x000c95f7 0x004e6bf7 16   17   .debug_info   ascii   IID_ISoftDistExt
8509  0x000c9610 0x004e6c10 20   21   .debug_info   ascii   IID_ICatalogFileInfo
8510  0x000c962d 0x004e6c2d 15   16   .debug_info   ascii   IID_IDataFilter
8511  0x000c9645 0x004e6c45 26   27   .debug_info   ascii   IID_IEncodingFilterFactory
8512  0x000c9668 0x004e6c68 31   32   .debug_info   ascii   GUID_CUSTOM_CONFIRMOBJECTSAFETY
8513  0x000c9690 0x004e6c90 20   21   .debug_info   ascii   IID_IWrappedProtocol
8514  0x000c96ad 0x004e6cad 18   19   .debug_info   ascii   IID_IGetBindHandle
8515  0x000c96c8 0x004e6cc8 25   26   .debug_info   ascii   IID_IBindCallbackRedirect
8516  0x000c96ea 0x004e6cea 20   21   .debug_info   ascii   IID_IPropertyStorage
8517  0x000c9707 0x004e6d07 23   24   .debug_info   ascii   IID_IPropertySetStorage
8518  0x000c9727 0x004e6d27 20   21   .debug_info   ascii   IID_IEnumSTATPROPSTG
8519  0x000c9744 0x004e6d44 23   24   .debug_info   ascii   IID_IEnumSTATPROPSETSTG
8520  0x000c9764 0x004e6d64 10   11   .debug_info   ascii   IID_StdOle
8521  0x000c9776 0x004e6d76 22   23   .debug_info   ascii   GUID_DEVINTERFACE_DISK
8522  0x000c9794 0x004e6d94 23   24   .debug_info   ascii   GUID_DEVINTERFACE_CDROM
8523  0x000c97b3 0x004e6db3 27   28   .debug_info   ascii   GUID_DEVINTERFACE_PARTITION
8524  0x000c97d6 0x004e6dd6 22   23   .debug_info   ascii   GUID_DEVINTERFACE_TAPE
8525  0x000c97f4 0x004e6df4 31   32   .debug_info   ascii   GUID_DEVINTERFACE_WRITEONCEDISK
8526  0x000c981b 0x004e6e1b 24   25   .debug_info   ascii   GUID_DEVINTERFACE_VOLUME
8527  0x000c983b 0x004e6e3b 31   32   .debug_info   ascii   GUID_DEVINTERFACE_MEDIUMCHANGER
8528  0x000c9862 0x004e6e62 24   25   .debug_info   ascii   GUID_DEVINTERFACE_FLOPPY
8529  0x000c9882 0x004e6e82 27   28   .debug_info   ascii   GUID_DEVINTERFACE_CDCHANGER
8530  0x000c98a5 0x004e6ea5 29   30   .debug_info   ascii   GUID_DEVINTERFACE_STORAGEPORT
8531  0x000c98ca 0x004e6eca 25   26   .debug_info   ascii   GUID_DEVINTERFACE_COMPORT
8532  0x000c98eb 0x004e6eeb 40   41   .debug_info   ascii   GUID_DEVINTERFACE_SERENUM_BUS_ENUMERATOR
8533  0x000c991b 0x004e6f1b 17   18   .debug_info   ascii   _SCARD_IO_REQUEST
8534  0x000c9935 0x004e6f35 10   11   .debug_info   ascii   dwProtocol
8535  0x000c9948 0x004e6f48 11   12   .debug_info   ascii   cbPciLength
8536  0x000c995d 0x004e6f5d 16   17   .debug_info   ascii   SCARD_IO_REQUEST
8537  0x000c997a 0x004e6f7a 14   15   .debug_info   ascii   g_rgSCardT0Pci
8538  0x000c9990 0x004e6f90 14   15   .debug_info   ascii   g_rgSCardT1Pci
8539  0x000c99a6 0x004e6fa6 15   16   .debug_info   ascii   g_rgSCardRawPci
8540  0x000c99bd 0x004e6fbd 24   25   .debug_info   ascii   IID_IPrintDialogCallback
8541  0x000c99dd 0x004e6fdd 24   25   .debug_info   ascii   IID_IPrintDialogServices
8542  0x000c99fd 0x004e6ffd 12   13   .debug_info   ascii   __p_sig_fn_t
8543  0x000c9a11 0x004e7011 14   15   .debug_info   ascii   __image_base__
8544  0x000c9a27 0x004e7027 12   13   .debug_info   ascii   _UNWIND_INFO
8545  0x000c9a3c 0x004e703c 15   16   .debug_info   ascii   VersionAndFlags
8546  0x000c9a54 0x004e7054 10   11   .debug_info   ascii   PrologSize
8547  0x000c9a67 0x004e7067 18   19   .debug_info   ascii   CountOfUnwindCodes
8548  0x000c9a82 0x004e7082 22   23   .debug_info   ascii   FrameRegisterAndOffset
8549  0x000c9aa1 0x004e70a1 25   26   .debug_info   ascii   AddressOfExceptionHandler
8550  0x000c9ac4 0x004e70c4 11   12   .debug_info   ascii   UNWIND_INFO
8551  0x000c9ae6 0x004e70e6 10   11   .debug_info   ascii   *emu_pdata
8552  0x000c9b11 0x004e7111 10   11   .debug_info   ascii   *emu_xdata
8553  0x000c9b2c 0x004e712c 25   26   .debug_info   ascii   +__mingw_oldexcpt_handler
8554  0x000c9b56 0x004e7156 23   24   .debug_info   ascii   ,_gnu_exception_handler
8555  0x000c9b8a 0x004e718a 15   16   .debug_info   ascii   -exception_data
8556  0x000c9bb3 0x004e71b3 7    8    .debug_info   ascii   /action
8557  0x000c9d12 0x004e7312 26   27   .debug_info   ascii   ,__mingw_SEH_error_handler
8558  0x000c9d58 0x004e7358 17   18   .debug_info   ascii   -EstablisherFrame
8559  0x000c9d83 0x004e7383 18   19   .debug_info   ascii   -DispatcherContext
8560  0x000c9da0 0x004e73a0 7    8    .debug_info   ascii   /action
8561  0x000c9ef3 0x004e74f3 22   23   .debug_info   ascii   ,__mingw_init_ehandler
8562  0x000c9f26 0x004e7526 9    10   .debug_info   ascii   *was_here
8563  0x000c9f4d 0x004e754d 5    6    .debug_info   ascii   /pSec
8564  0x000c9f5d 0x004e755d 11   12   .debug_info   ascii   /_ImageBase
8565  0x000c9fd9 0x004e75d9 7    8    .debug_info   ascii   7signal
8566  0x000c9fe1 0x004e75e1 6    7    .debug_info   ascii   signal
8567  0x000c9fe8 0x004e75e8 4    5    .debug_info   ascii    <83
8568  0x000ca02f 0x004e762f 65   66   .debug_info   ascii   GNU C99 7.5.0 -m64 -mtune=generic -march=x86-64 -g -O2 -std=gnu99
8569  0x000ca071 0x004e7671 14   15   .debug_info   ascii   \fcrt/tlsthrd.c
8570  0x000ca080 0x004e7680 49   50   .debug_info   ascii   R:\winlibs64-7.5.0\mingw-w64-v7.0.0\mingw-w64-crt
8571  0x000ca0c9 0x004e76c9 4    5    .debug_info   ascii   char
8572  0x000ca0cf 0x004e76cf 24   25   .debug_info   ascii   \b\along long unsigned int
8573  0x000ca0eb 0x004e76eb 13   14   .debug_info   ascii   long long int
8574  0x000ca0fa 0x004e76fa 7    8    .debug_info   ascii   wchar_t
8575  0x000ca10a 0x004e770a 19   20   .debug_info   ascii   \ashort unsigned int
8576  0x000ca132 0x004e7732 8    9    .debug_info   ascii   long int
8577  0x000ca13c 0x004e773c 14   15   .debug_info   ascii   pthreadlocinfo
8578  0x000ca158 0x004e7758 23   24   .debug_info   ascii   \bthreadlocaleinfostruct
8579  0x000ca186 0x004e7786 12   13   .debug_info   ascii   \nlc_codepage
8580  0x000ca19b 0x004e779b 14   15   .debug_info   ascii   \nlc_collate_cp
8581  0x000ca1b1 0x004e77b1 11   12   .debug_info   ascii   \b\nlc_handle
8582  0x000ca1c4 0x004e77c4 7    8    .debug_info   ascii   \f\nlc_id
8583  0x000ca1d3 0x004e77d3 13   14   .debug_info   ascii   $\nlc_category
8584  0x000ca1e8 0x004e77e8 10   11   .debug_info   ascii   H\vlc_clike
8585  0x000ca1fc 0x004e77fc 11   12   .debug_info   ascii   \vmb_cur_max
8586  0x000ca211 0x004e7811 20   21   .debug_info   ascii   \vlconv_intl_refcount
8587  0x000ca22f 0x004e782f 19   20   .debug_info   ascii   \vlconv_num_refcount
8588  0x000ca24c 0x004e784c 19   20   .debug_info   ascii   \vlconv_mon_refcount
8589  0x000ca269 0x004e7869 6    7    .debug_info   ascii   \vlconv
8590  0x000ca279 0x004e7879 16   17   .debug_info   ascii   \vctype1_refcount
8591  0x000ca293 0x004e7893 7    8    .debug_info   ascii   \vctype1
8592  0x000ca2a4 0x004e78a4 7    8    .debug_info   ascii   \vpctype
8593  0x000ca2b5 0x004e78b5 7    8    .debug_info   ascii   \vpclmap
8594  0x000ca2c6 0x004e78c6 7    8    .debug_info   ascii   \vpcumap
8595  0x000ca2d7 0x004e78d7 13   14   .debug_info   ascii   \vlc_time_curr
8596  0x000ca2f0 0x004e78f0 14   15   .debug_info   ascii   pthreadmbcinfo
8597  0x000ca30c 0x004e790c 20   21   .debug_info   ascii   \fthreadmbcinfostruct
8598  0x000ca321 0x004e7921 18   19   .debug_info   ascii   \rlocaleinfo_struct
8599  0x000ca33c 0x004e793c 8    9    .debug_info   ascii   \nlocinfo
8600  0x000ca34d 0x004e794d 8    9    .debug_info   ascii   \nmbcinfo
8601  0x000ca360 0x004e7960 15   16   .debug_info   ascii   _locale_tstruct
8602  0x000ca377 0x004e7977 9    10   .debug_info   ascii   \rtagLC_ID
8603  0x000ca389 0x004e7989 10   11   .debug_info   ascii   \nwLanguage
8604  0x000ca39c 0x004e799c 9    10   .debug_info   ascii   \nwCountry
8605  0x000ca3ae 0x004e79ae 10   11   .debug_info   ascii   \nwCodePage
8606  0x000ca3c3 0x004e79c3 5    6    .debug_info   ascii   LC_ID
8607  0x000ca3d9 0x004e79d9 7    8    .debug_info   ascii   \nlocale
8608  0x000ca3e9 0x004e79e9 8    9    .debug_info   ascii   \nwlocale
8609  0x000ca407 0x004e7a07 10   11   .debug_info   ascii   \nwrefcount
