[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1874 0x0002c050 0x0042c050 44  90           utf16le R6002\r\n- floating point support not loaded\r\n
1875 0x0002c160 0x0042c160 36  74           utf16le Microsoft Visual C++ Runtime Library
1876 0x0002c1bc 0x0042c1bc 22  46           utf16le <program name unknown>
1877 0x0002c1ec 0x0042c1ec 25  52           utf16le Runtime Error!\n\nProgram: 
1878 0x0002c320 0x0042c320 33  68           utf16le          (((((                  H
1879 0x0002c522 0x0042c522 33  68           utf16le          h((((                  H
1880 0x0002c620 0x0042c620 34  70           utf16le                                  H
1881 0x0002c7af 0x0042c7af 7   8            ascii   \a\b\t\n\v\f\r
1882 0x0002c7c8 0x0042c7c8 95  96           ascii    !"#$%&'()*+,-./0123456789:;<=>?@abcdefghijklmnopqrstuvwxyz[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
1883 0x0002c92f 0x0042c92f 7   8            ascii   \a\b\t\n\v\f\r
1884 0x0002c948 0x0042c948 95  96           ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`ABCDEFGHIJKLMNOPQRSTUVWXYZ{|}~
1885 0x0002ca28 0x0042ca28 23  24           ascii   GetProcessWindowStation
1886 0x0002ca40 0x0042ca40 25  26           ascii   GetUserObjectInformationW
1887 0x0002ca5c 0x0042ca5c 18  19           ascii   GetLastActivePopup
1888 0x0002ca70 0x0042ca70 15  16           ascii   GetActiveWindow
1889 0x0002ca80 0x0042ca80 11  12           ascii   MessageBoxW
1890 0x0002ca8c 0x0042ca8c 10  22           utf16le USER32.DLL
1891 0x0002caf0 0x0042caf0 5   7            utf8    RSDSլ blocks=Basic Latin,Armenian
1892 0x0002cb08 0x0042cb08 83  84           ascii   C:\Users\tom\Desktop\bad file\Win7ElevateV2_Source\Win32\Release\Win7ElevateDll.pdb
1893 0x0002ce66 0x0042ce66 11  12           ascii   ExitProcess
1894 0x0002ce74 0x0042ce74 15  16           ascii   GetCommandLineW
1895 0x0002ce86 0x0042ce86 14  15           ascii   CreateProcessW
1896 0x0002ce98 0x0042ce98 11  12           ascii   CloseHandle
1897 0x0002cea4 0x0042cea4 12  13           ascii   KERNEL32.dll
1898 0x0002ceb4 0x0042ceb4 18  19           ascii   CommandLineToArgvW
1899 0x0002cec8 0x0042cec8 11  12           ascii   SHELL32.dll
1900 0x0002ced6 0x0042ced6 18  19           ascii   GetCurrentThreadId
1901 0x0002ceec 0x0042ceec 13  14           ascii   DecodePointer
1902 0x0002cefc 0x0042cefc 15  16           ascii   GetCommandLineA
1903 0x0002cf0e 0x0042cf0e 16  17           ascii   TerminateProcess
1904 0x0002cf22 0x0042cf22 17  18           ascii   GetCurrentProcess
1905 0x0002cf36 0x0042cf36 24  25           ascii   UnhandledExceptionFilter
1906 0x0002cf52 0x0042cf52 27  28           ascii   SetUnhandledExceptionFilter
1907 0x0002cf70 0x0042cf70 17  18           ascii   IsDebuggerPresent
1908 0x0002cf84 0x0042cf84 13  14           ascii   EncodePointer
1909 0x0002cf94 0x0042cf94 8   9            ascii   TlsAlloc
1910 0x0002cfa0 0x0042cfa0 11  12           ascii   TlsGetValue
1911 0x0002cfae 0x0042cfae 11  12           ascii   TlsSetValue
1912 0x0002cfbc 0x0042cfbc 7   8            ascii   TlsFree
1913 0x0002cfc6 0x0042cfc6 20  21           ascii   InterlockedIncrement
1914 0x0002cfde 0x0042cfde 16  17           ascii   GetModuleHandleW
1915 0x0002cff2 0x0042cff2 12  13           ascii   SetLastError
1916 0x0002d002 0x0042d002 12  13           ascii   GetLastError
1917 0x0002d012 0x0042d012 20  21           ascii   InterlockedDecrement
1918 0x0002d02a 0x0042d02a 14  15           ascii   GetProcAddress
1919 0x0002d03c 0x0042d03c 8   9            ascii   HeapFree
1920 0x0002d048 0x0042d048 5   6            ascii   Sleep
1921 0x0002d050 0x0042d050 14  15           ascii   SetHandleCount
1922 0x0002d062 0x0042d062 12  13           ascii   GetStdHandle
1923 0x0002d072 0x0042d072 37  38           ascii   InitializeCriticalSectionAndSpinCount
1924 0x0002d09a 0x0042d09a 11  12           ascii   GetFileType
1925 0x0002d0a8 0x0042d0a8 15  16           ascii   GetStartupInfoW
1926 0x0002d0ba 0x0042d0ba 21  22           ascii   DeleteCriticalSection
1927 0x0002d0d2 0x0042d0d2 18  19           ascii   GetModuleFileNameA
1928 0x0002d0e8 0x0042d0e8 23  24           ascii   FreeEnvironmentStringsW
1929 0x0002d102 0x0042d102 19  20           ascii   WideCharToMultiByte
1930 0x0002d118 0x0042d118 22  23           ascii   GetEnvironmentStringsW
1931 0x0002d132 0x0042d132 10  11           ascii   HeapCreate
1932 0x0002d140 0x0042d140 11  12           ascii   HeapDestroy
1933 0x0002d14e 0x0042d14e 23  24           ascii   QueryPerformanceCounter
1934 0x0002d168 0x0042d168 12  13           ascii   GetTickCount
1935 0x0002d178 0x0042d178 19  20           ascii   GetCurrentProcessId
1936 0x0002d18e 0x0042d18e 23  24           ascii   GetSystemTimeAsFileTime
1937 0x0002d1a8 0x0042d1a8 20  21           ascii   LeaveCriticalSection
1938 0x0002d1c0 0x0042d1c0 20  21           ascii   EnterCriticalSection
1939 0x0002d1d8 0x0042d1d8 9   10           ascii   GetCPInfo
1940 0x0002d1e4 0x0042d1e4 6   7            ascii   GetACP
1941 0x0002d1ee 0x0042d1ee 8   9            ascii   GetOEMCP
1942 0x0002d1fa 0x0042d1fa 15  16           ascii   IsValidCodePage
1943 0x0002d20c 0x0042d20c 9   10           ascii   HeapAlloc
1944 0x0002d218 0x0042d218 11  12           ascii   HeapReAlloc
1945 0x0002d226 0x0042d226 12  13           ascii   LoadLibraryW
1946 0x0002d236 0x0042d236 9   10           ascii   WriteFile
1947 0x0002d242 0x0042d242 18  19           ascii   GetModuleFileNameW
1948 0x0002d258 0x0042d258 9   10           ascii   RtlUnwind
1949 0x0002d264 0x0042d264 12  13           ascii   LCMapStringW
1950 0x0002d274 0x0042d274 19  20           ascii   MultiByteToWideChar
1951 0x0002d28a 0x0042d28a 14  15           ascii   GetStringTypeW
1952 0x0002d29c 0x0042d29c 8   9            ascii   HeapSize
1953 0x0002d2a8 0x0042d2a8 25  26           ascii   IsProcessorFeaturePresent
1954 0x0002d8c6 0x0042d8c6 26  27           ascii                             
1955 0x0002d9a6 0x0042d9a6 26  27           ascii   abcdefghijklmnopqrstuvwxyz
1956 0x0002d9c6 0x0042d9c6 26  27           ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZ
1957 0x0002daca 0x0042daca 26  27           ascii                             
1958 0x0002dbb1 0x0042dbb1 26  27           ascii   abcdefghijklmnopqrstuvwxyz
1959 0x0002dbd1 0x0042dbd1 26  27           ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZ
1960 0x0002dd94 0x0042dd94 12  52           utf32le \t\a\f\b\f\t\f\n\a\v\b\f
1961 0x0002de18 0x0042de18 5   24           utf32le R\rS\rW
1962 0x0002de30 0x0042de30 7   32           utf32le Y\vl\rm p
1963 0x0002dea4 0x0042dea4 4   20           utf32le \v§\r· blocks=Basic Latin,Latin-1 Supplement
1964 0x0002e12e 0x0042e12e 15  32           utf16le VS_VERSION_INFO
1965 0x0002e18a 0x0042e18a 14  30           utf16le StringFileInfo
1966 0x0002e1ae 0x0042e1ae 8   18           utf16le 080904b0
1967 0x0002e1c6 0x0042e1c6 8   18           utf16le Comments
1968 0x0002e1d8 0x0042e1d8 93  188          utf16le Part of the Win7Elevate proof-of-concept demonstration of a flaw in Windows 7's UAC defaults.
1969 0x0002e29a 0x0042e29a 15  32           utf16le FileDescription
1970 0x0002e2bc 0x0042e2bc 14  30           utf16le Win7ElevateDLL
1971 0x0002e2e2 0x0042e2e2 11  24           utf16le FileVersion
1972 0x0002e2fc 0x0042e2fc 10  22           utf16le 2, 0, 0, 2
1973 0x0002e31a 0x0042e31a 12  26           utf16le InternalName
1974 0x0002e334 0x0042e334 14  30           utf16le Win7ElevateDLL
1975 0x0002e35a 0x0042e35a 14  30           utf16le LegalCopyright
1976 0x0002e378 0x0042e378 121 244          utf16le Copyright (C) 2009 Leo Davidson, all rights reserved. You are expressly forbidden from using this for malicious purposes.
1977 0x0002e472 0x0042e472 16  34           utf16le OriginalFilename
1978 0x0002e494 0x0042e494 18  38           utf16le Win7ElevateDLL.dll
1979 0x0002e4c2 0x0042e4c2 11  24           utf16le ProductName
1980 0x0002e4dc 0x0042e4dc 28  58           utf16le Win7Elevate proof-of-concept
1981 0x0002e51e 0x0042e51e 14  30           utf16le ProductVersion
1982 0x0002e53c 0x0042e53c 10  22           utf16le 2, 0, 0, 2
1983 0x0002e55c 0x0042e55c 10  22           utf16le arFileInfo
1984 0x0002e57a 0x0042e57a 11  24           utf16le Translation
1985 0x0002e598 0x0042e598 752 753          ascii   <assembly xmlns="urn:schemas-microsoft-com:asm.v1" manifestVersion="1.0">\r\n  <trustInfo xmlns="urn:schemas-microsoft-com:asm.v3">\r\n    <security>\r\n      <requestedPrivileges>\r\n        <requestedExecutionLevel level="asInvoker" uiAccess="false"></requestedExecutionLevel>\r\n      </requestedPrivileges>\r\n    </security>\r\n  </trustInfo>\r\n</assembly>PAPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADDINGXXPADDINGPADD
1986 0x0002e890 0x0042e890 4   5            ascii   $0+0
1987 0x0002e89f 0x0042e89f 11  12           ascii   0!1&101d1|1
1988 0x0002e8b5 0x0042e8b5 7   8            ascii   2\e2M2i2
1989 0x0002e8c1 0x0042e8c1 7   8            ascii   3o3u3{3
1990 0x0002e8ef 0x0042e8ef 21  22           ascii   4 4%454:4@4F4\4c4m4t4
1991 0x0002e923 0x0042e923 9   10           ascii   4\t5+5@5f5
1992 0x0002e945 0x0042e945 5   6            ascii   7i7y7
1993 0x0002e96d 0x0042e96d 29  30           ascii   8%8,81898B8N8S8X8^8b8h8m8s8x8
1994 0x0002e9a9 0x0042e9a9 9   10           ascii   929]9c9u9
1995 0x0002e9bd 0x0042e9bd 13  14           ascii   :9:B:N:j:p:y:
1996 0x0002e9d1 0x0042e9d1 13  14           ascii   ;2;=;B;T;^;c;
1997 0x0002e9f1 0x0042e9f1 9   10           ascii   ;7<A<g<n<
1998 0x0002e9ff 0x0042e9ff 7   8            ascii   <9=_=e=
1999 0x0002ea0d 0x0042ea0d 7   8            ascii   =7>A>l>
2000 0x0002ea1b 0x0042ea1b 11  12           ascii   >\b?6?Y?_?t?
2001 0x0002ea3b 0x0042ea3b 9   10           ascii   0V0a0k0|0
2002 0x0002ea45 0x0042ea45 13  14           ascii   0G2X2`2f2k2q2
2003 0x0002ea57 0x0042ea57 5   6            ascii   2'3s3
2004 0x0002ea75 0x0042ea75 7   8            ascii   4\5d5|5
2005 0x0002ea97 0x0042ea97 11  12           ascii   8$868M8[8a8
2006 0x0002eac5 0x0042eac5 5   6            ascii   ;b<|<
2007 0x0002ead5 0x0042ead5 9   10           ascii   ?)?c?p?z?
2008 0x0002eaf1 0x0042eaf1 9   10           ascii   0\v0V0a0k0
2009 0x0002eb03 0x0042eb03 5   6            ascii   011D1
2010 0x0002eb13 0x0042eb13 13  14           ascii   3)3<3N3i3q3y3
2011 0x0002eb31 0x0042eb31 7   8            ascii   4A4R4j4
2012 0x0002eb4f 0x0042eb4f 7   8            ascii   6L6d6x6
2013 0x0002eb69 0x0042eb69 7   8            ascii   7$7k7p7
2014 0x0002eb7d 0x0042eb7d 7   8            ascii   768?8E8
2015 0x0002eb91 0x0042eb91 9   10           ascii   92:9:F:L:
2016 0x0002eba5 0x0042eba5 11  12           ascii   :<;A;J;Y;|;
2017 0x0002ebc7 0x0042ebc7 5   6            ascii   <i=|=
2018 0x0002ebd7 0x0042ebd7 9   10           ascii   > >.>b>o>
2019 0x0002ec05 0x0042ec05 11  12           ascii   6*6<6N6`6r6
2020 0x0002ec2f 0x0042ec2f 5   6            ascii   ;\e;4;
2021 0x0002ec45 0x0042ec45 19  20           ascii   <?<]<d<h<l<p<t<x<|<
2022 0x0002ec63 0x0042ec63 15  16           ascii   <B=M=h=o=t=x=|=
2023 0x0002ec7b 0x0042ec7b 5   6            ascii   >\b>\f>
2024 0x0002ec87 0x0042ec87 11  12           ascii   >f>l>p>t>x>
2025 0x0002ec9d 0x0042ec9d 23  24           ascii   ?-?5?;?E?K?U?[?e?n?y?~?
2026 0x0002ecc8 0x0042ecc8 4   5            ascii   \v0\r2
2027 0x0002ecd5 0x0042ecd5 11  12           ascii   253O3X354:4
2028 0x0002ecef 0x0042ecef 29  30           ascii   1\b1@1D1,>4><>D>L>T>\>d>l>t>|>
2029 0x0002ed2c 0x0042ed2c 4   5            ascii   \8`8
2030 0x0002ed31 0x0042ed31 9   10           ascii   94989X9d9
2031 0x0002ed43 0x0042ed43 11  12           ascii   9\b:(:D:H:h:
2032 0x0002ed5c 0x0042ed5c 4   5            ascii   x1|1
2033 0x0002eda3 0x0042eda3 5   6            ascii   2\b2\f2
2034 0x0002edaf 0x0042edaf 43  44           ascii   2 2024282<2@2D2H2L2P2T2X2\2`2d2h2l2p2t2x2|2
2035 0x0002ee07 0x0042ee07 11  12           ascii   283H3X3h3x3
2036 0x0002ee1f 0x0042ee1f 21  22           ascii   7P:T:X:\:`:d:h:l:p:t:
2037 0x0002f110 0x0042f110 17  18           ascii   wwwwwwwwwwwwwwwpx
2038 0x0002f24f 0x0042f24f 18  19           ascii   pxwwwwwwwwwwwwwxpx
2039 0x0002f26f 0x0042f26f 12  13           ascii   pxDDDDDDDDD@
2040 0x0002f27f 0x0042f27f 12  13           ascii   pxDDDDDDDDDH
2041 0x0002f28f 0x0042f28f 12  13           ascii   pxDDDDDDDDDH
2042 0x0002f29f 0x0042f29f 18  19           ascii   pxDDDDDDDDDDDDDDpx
2043 0x0002f2bf 0x0042f2bf 17  18           ascii   pwwwwwwwwwwwwwwwp
2044 0x0002f3e8 0x0042f3e8 9   10           ascii   wwwwwwwpx
2045 0x0002f427 0x0042f427 13  14           ascii   pxwwwwwwpxDDD
2046 0x0002f437 0x0042f437 10  11           ascii   pxDDDDDDpx
2047 0x0002f447 0x0042f447 9   10           ascii   pwwwwwwww
2048 0x0002f9e4 0x0042f9e4 5   6            ascii   \v\v\v\v\v
2049 0x0002ffe0 0x0042ffe0 45  46           ascii   63[4]5mm]5\]m]mm5\mm5555555\\\5\\\5m\55\\5ed:
2050 0x00030010 0x00430010 42  43           ascii   cOXY/P.Z0.0.QR00/ZPP0000000/0PPZR.BI@/DE0,
2051 0x00030040 0x00430040 12  13           ascii   WkV21TSav^8{
2052 0x0003004f 0x0043004f 21  22           ascii   }>qooggggggg1`_fhsnHK
2053 0x00030065 0x00430065 4   5            ascii   {JLp
2054 0x000300a1 0x004300a1 44  45           ascii   Nw~ytMMMMMMUbbrrrrrxxxxxxxxrriUMMMMMMMMMUuzt
2055 0x000307ec 0x004307ec 20  21           ascii   \v\v\v\v\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f
2056 0x00030803 0x00430803 4   5            ascii   \t\t\n&
2057 0x00030a69 0x00430a69 29  30           ascii   I3')+*+)))*))()*+++,6J!54 CBA
2058 0x00030a89 0x00430a89 26  27           ascii   jYPQTVTSkllZTTXRTUiHceWda/
2059 0x00030ac2 0x00430ac2 4   5            ascii   _<bm
2060 0x00030ace 0x00430ace 7   8            ascii   }zy|yx~
2061 0x00030ad9 0x00430ad9 12  13           ascii   {|yvrrwsqpon
2062 0x00031010 0x00431010 32  33           ascii   PPPPPPPPPPPPPPPPPKMNNNNNNNNNNOLO
2063 0x00031031 0x00431031 11  12           ascii   \t\a\a\b\a\a\a\a\a\a\a
2064 0x0003104e 0x0043104e 18  19           ascii   \nO\rJHHGGGGGGGGHI\nO
2065 0x00031061 0x00431061 15  16           ascii   JEEEEEEEEEEFC\fO
2066 0x00031071 0x00431071 13  14           ascii   JEEEEEEEEEEFC
2067 0x00031081 0x00431081 13  14           ascii   JEEEEEEEEEEFD
2068 0x00031091 0x00431091 13  14           ascii   JEFEEEEEEEEEB
2069 0x0003109f 0x0043109f 15  16           ascii   O%JEEEEEEEEEFFB
2070 0x000310b1 0x004310b1 13  14           ascii   JJIIIIJIIIIJJ
2071 0x000310bf 0x004310bf 19  20           ascii   O(@>=77A779?<8;$O' 
2072 0x000310de 0x004310de 50  51           ascii   )O6530./21+*-,4#4PPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPP
2073 0x000315f9 0x004315f9 5   7            utf8    Q&ݤR& blocks=Basic Latin,Arabic Supplement
2074 0x00034c90 0x00434c90 17  18           ascii   wwwwwwwwwwwwwwwpx
2075 0x00034dcf 0x00434dcf 18  19           ascii   pxwwwwwwwwwwwwwxpx
2076 0x00034def 0x00434def 12  13           ascii   pxDDDDDDDDD@
2077 0x00034dff 0x00434dff 12  13           ascii   pxDDDDDDDDDH
2078 0x00034e0f 0x00434e0f 12  13           ascii   pxDDDDDDDDDH
2079 0x00034e1f 0x00434e1f 18  19           ascii   pxDDDDDDDDDDDDDDpx
2080 0x00034e3f 0x00434e3f 17  18           ascii   pwwwwwwwwwwwwwwwp
2081 0x00034f68 0x00434f68 9   10           ascii   wwwwwwwpx
2082 0x00034fa7 0x00434fa7 13  14           ascii   pxwwwwwwpxDDD
2083 0x00034fb7 0x00434fb7 10  11           ascii   pxDDDDDDpx
2084 0x00034fc7 0x00434fc7 9   10           ascii   pwwwwwwww
2085 0x00035564 0x00435564 5   6            ascii   \v\v\v\v\v
2086 0x00035b60 0x00435b60 45  46           ascii   63[4]5mm]5\]m]mm5\mm5555555\\\5\\\5m\55\\5ed:
2087 0x00035b90 0x00435b90 42  43           ascii   cOXY/P.Z0.0.QR00/ZPP0000000/0PPZR.BI@/DE0,
2088 0x00035bc0 0x00435bc0 12  13           ascii   WkV21TSav^8{
2089 0x00035bcf 0x00435bcf 21  22           ascii   }>qooggggggg1`_fhsnHK
2090 0x00035be5 0x00435be5 4   5            ascii   {JLp
2091 0x00035c21 0x00435c21 44  45           ascii   Nw~ytMMMMMMUbbrrrrrxxxxxxxxrriUMMMMMMMMMUuzt
2092 0x0003636c 0x0043636c 20  21           ascii   \v\v\v\v\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f
2093 0x00036383 0x00436383 4   5            ascii   \t\t\n&
2094 0x000365e9 0x004365e9 29  30           ascii   I3')+*+)))*))()*+++,6J!54 CBA
2095 0x00036609 0x00436609 26  27           ascii   jYPQTVTSkllZTTXRTUiHceWda/
2096 0x00036642 0x00436642 4   5            ascii   _<bm
2097 0x0003664e 0x0043664e 7   8            ascii   }zy|yx~
2098 0x00036659 0x00436659 12  13           ascii   {|yvrrwsqpon
2099 0x00036b90 0x00436b90 32  33           ascii   PPPPPPPPPPPPPPPPPKMNNNNNNNNNNOLO
2100 0x00036bb1 0x00436bb1 11  12           ascii   \t\a\a\b\a\a\a\a\a\a\a
2101 0x00036bce 0x00436bce 18  19           ascii   \nO\rJHHGGGGGGGGHI\nO
2102 0x00036be1 0x00436be1 15  16           ascii   JEEEEEEEEEEFC\fO
2103 0x00036bf1 0x00436bf1 13  14           ascii   JEEEEEEEEEEFC
2104 0x00036c01 0x00436c01 13  14           ascii   JEEEEEEEEEEFD
2105 0x00036c11 0x00436c11 13  14           ascii   JEFEEEEEEEEEB
2106 0x00036c1f 0x00436c1f 15  16           ascii   O%JEEEEEEEEEFFB
2107 0x00036c31 0x00436c31 13  14           ascii   JJIIIIJIIIIJJ
2108 0x00036c3f 0x00436c3f 19  20           ascii   O(@>=77A779?<8;$O' 
2109 0x00036c5e 0x00436c5e 50  51           ascii   )O6530./21+*-,4#4PPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPP
2110 0x00037179 0x00437179 5   7            utf8    Q&ݤR& blocks=Basic Latin,Arabic Supplement
2111 0x0003a87e 0x0043a87e 15  32           utf16le VS_VERSION_INFO
2112 0x0003a8da 0x0043a8da 14  30           utf16le StringFileInfo
2113 0x0003a8fe 0x0043a8fe 8   18           utf16le 080904b0
2114 0x0003a916 0x0043a916 8   18           utf16le Comments
2115 0x0003a928 0x0043a928 69  140          utf16le Proof-of-concept demonstration of a flaw in Windows 7's UAC defaults.
2116 0x0003a9ba 0x0043a9ba 15  32           utf16le FileDescription
2117 0x0003a9dc 0x0043a9dc 11  24           utf16le Win7Elevate
2118 0x0003a9fa 0x0043a9fa 11  24           utf16le FileVersion
2119 0x0003aa14 0x0043aa14 10  22           utf16le 2, 0, 0, 2
2120 0x0003aa32 0x0043aa32 12  26           utf16le InternalName
2121 0x0003aa4c 0x0043aa4c 11  24           utf16le Win7Elevate
